",,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Postes Approuvés"
Québec,"     Haut salaire","10727296 Canada Inc (Pâtisserie Saint-Martin)","Montréal, QC H2R 1S7","6211-Superviseurs des ventes - commerce de détail",1
Québec,"     Haut salaire","10749702 Canada inc.","Laval, QC H7T 0B7","1241-Adjoints administratifs",1
Québec,"     Haut salaire","11773437 Canada inc.","Gatineau, QC J8X 1Y8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,"     Haut salaire","121352 Canada inc","Rouyn-Noranda, QC J9X 4K8","7231-Machinistes et vérificateurs d'usinage et d'outillage",3
Québec,"     Haut salaire","134736 CANADA INC. (Riotel Matane)","Matane, QC G4W 2B6",6322-Cuisiniers,1
Québec,"     Haut salaire","137269 CANADA LTEE ENTREPRISES L L DESLAURIERS","Gatineau, QC J8T 0B6","2242-Électroniciens d'entretien (biens domestiques et commerciaux)",1
Québec,"     Haut salaire","2417-0821 Québec Inc.","Boucherville, QC J4B  2X","7312-Mécaniciens d'équipement lourd",2
Québec,"     Haut salaire","2543-9985 Québec Inc.","Boucherville, QC J4B 5L2",6322-Cuisiniers,2
Québec,"     Haut salaire","2629-0387 Québec INC.","Rivière-du-Loup, QC G5R 2Y5",6322-Cuisiniers,1
Québec,"     Haut salaire","2853-2554 Québec Inc. (Le Parvis)","Saint-Hyacinthe, QC J2S 2Z2",6322-Cuisiniers,1
Québec,"     Haut salaire","2951-0724 Québec inc. (Cocktail Antabli)","Montréal, QC H4N 3C5",6322-Cuisiniers,1
Québec,"     Haut salaire","2956-3632 Québec Inc.","Montréal, QC H1Z 3B7","7322-Débosseleurs et réparateurs de carrosserie",1
Québec,"     Haut salaire","3165086 Canada Inc.","Saint-Léonard, QC H1P 2B3",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","3291227 Canada Inc.","Boucherville, QC J4B 5L2",6322-Cuisiniers,4
Québec,"     Haut salaire","3344541 Canada Inc.","Val d'Or, QC J9P 1V8",6322-Cuisiniers,2
Québec,"     Haut salaire","3894207 Canada Inc.","Brossard, QC J4Y 0G5",6322-Cuisiniers,3
Québec,"     Haut salaire","4114728 CANADA INC.","Montréal, QC H3B 4W8","1241-Adjoints administratifs",1
Québec,"     Haut salaire","4327870 Canada Inc.","Boucherville, QC J4B 5L2",6322-Cuisiniers,2
Québec,"     Haut salaire","4459202 Canada Inc.","Montréal, QC H4C 2Z6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,"     Haut salaire","6173306 Canada Inc.","Amos, QC J9T 1H3","0631-Directeurs de la restauration et des services alimentaires",1
Québec,"     Haut salaire","6173306 Canada Inc.","Amos, QC J9T 1H3","6311-Superviseurs des services alimentaires",8
Québec,"     Haut salaire","6173306 Canada Inc.","Amos, QC J9T 1H3","7332-Réparateurs et préposés à l'entretien d'appareils",1
Québec,"     Haut salaire","7017006 Canada Inc.","Laval, QC H7S 2N1","6221-Spécialistes des ventes techniques - commerce de gros",1
Québec,"     Haut salaire","7699000 Canada Inc.","Gatineau, QC J8P  5K","1241-Adjoints administratifs",1
Québec,"     Haut salaire","8358605 CANADA INC. DBA BROONSON INTERNATIONAL","Montreal, QC H3B 0G4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Québec,"     Haut salaire","9013-6482 QUEBEC INC.","MONTREAL, QC H4B 1T6","7322-Débosseleurs et réparateurs de carrosserie",1
Québec,"     Haut salaire","9014-5459 Québec Inc","Rivière-du-Loup, QC G5R 1E2","1311-Techniciens en comptabilité et teneurs de livres",1
Québec,"     Haut salaire","9020-5758 Québec Inc.","Granby, QC J2G 6N3",6322-Cuisiniers,1
Québec,"     Haut salaire","9023-5490 Québec Inc.","Macamic, QC J0Z 2S0",6322-Cuisiniers,2
Québec,"     Haut salaire","9030-5814 Qc inc","Trois-Rivières, QC G9A 2W6","7381-Opérateurs de presses à imprimer",4
Québec,"     Haut salaire","9041-4905 Québec inc.","Opticiwan, QC G0W 3B2",6322-Cuisiniers,1
Québec,"     Haut salaire","9042-2585 Québec Inc.","Québec, QC G1M  3K","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
Québec,"     Haut salaire","9042-8160 Québec Inc","Baie St-Paul, QC G3Z 2W1",6322-Cuisiniers,1
Québec,"     Haut salaire","9052-9470 Québec Inc","St-Lazare,QC, QC J7T 2B8","7231-Machinistes et vérificateurs d'usinage et d'outillage",1
Québec,"     Haut salaire","9056-6696 Québec inc","Québec, QC G1P 3T6","7322-Débosseleurs et réparateurs de carrosserie",9
Québec,"     Haut salaire","9075-3252 Quebec Inc","MOntreal, QC H3H 1L9",6322-Cuisiniers,3
Québec,"     Haut salaire","9095-6921 Qc Inc/Transport M.A.I","St-Germain-de-Grantham, QC J0C 1K0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4
Québec,"     Haut salaire","9098-0558 Québec inc.","Montréal, QC H2H 1V3",6322-Cuisiniers,5
Québec,"     Haut salaire","9114-3123 Qc inc","québec, QC G1K 3V8",6322-Cuisiniers,1
Québec,"     Haut salaire","9119-3144 Québec Inc.","Saint-Laurent, QC H4L 3L7",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9120-2945 Québec Inc.","Laval, QC H7M 3Y2",6322-Cuisiniers,1
Québec,"     Haut salaire","9120-9114 Québec Inc.","Saint-Jean-de-Matha, QC J0K 2S0","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9122-5508 Québec Inc.","Saint-Raymond, QC G3L 0B9",6321-Chefs,1
Québec,"     Haut salaire","9122-5508 Québec Inc.","Saint-Raymond, QC G3L 0B9",6322-Cuisiniers,1
Québec,"     Haut salaire","9137-0619 QUÉBEC INC.","SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0","7237-Soudeurs et opérateurs de machines à souder et à braser",2
Québec,"     Haut salaire","9140-1935 Québec Inc.","Saint-Hyacinthe, QC J2T 1K3",6322-Cuisiniers,3
Québec,"     Haut salaire","9140-8047 Québec Inc.","Anjou, QC H1J 1K6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,"     Haut salaire","9154-3389 Québec Inc.","Beloeil, QC J3G 4T2","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9166-3302 QUEBEC INC.","LAVAL, QC H7P 6C1","7332-Réparateurs et préposés à l'entretien d'appareils",1
Québec,"     Haut salaire","9169-0982 Québec Inc. (Le Milsa)","Laval, QC H7M 1Y9",6321-Chefs,1
Québec,"     Haut salaire","9169-0982 Québec Inc. (Le Milsa)","Laval, QC H7M 1Y9",6322-Cuisiniers,1
Québec,"     Haut salaire","9169-2087 Québec inc.","St-Philémon, QC G0R 4A0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Québec,"     Haut salaire","9170-4429 Qc Inc","HOWICK, QC J0S 1G0","2252-Designers industriels",1
Québec,"     Haut salaire","9172-7859 Qc Inc","CARLETON-SUR-MER, QC G0C 1J0",6321-Chefs,1
Québec,"     Haut salaire","9173-1901 Québec inc. (Môtel & Hôtel Le Luxembourg)","Québec, QC G2E 2H3","2283-Évaluateurs de systèmes informatiques",1
Québec,"     Haut salaire","9180-6091 Québec Inc.","Montréal, QC H4A 1Y2",6321-Chefs,1
Québec,"     Haut salaire","9185-0321 Québec inc","Mont-Tremblant, QC J8X 2X4","6311-Superviseurs des services alimentaires",4
Québec,"     Haut salaire","9186-1906 QUÉBEC INC","SALABERRY-DE-VALLEYFIELD, QC J6T 1M4","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Québec,"     Haut salaire","9190-5398 Québec inc.","Albanel, QC G8M 5A3","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Québec,"     Haut salaire","9193-3614 Québec Inc. (Juliette et Chocolat)","Longueuil, QC J4G 2M1",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9193-6575 Québec Inc","Cap-d'Espoir, QC G0C 1G0","0111-Directeurs financiers",1
Québec,"     Haut salaire","9195-9908 QUÉBEC INC","Montreal, QC H2L 3S9",6322-Cuisiniers,1
Québec,"     Haut salaire","9200-2088 Québec Inc.","Mirabel, QC J7J  0E","7312-Mécaniciens d'équipement lourd",4
Québec,"     Haut salaire","9204-2100 QUEBEC INC","MONTREAL, QC H4A 3L5","1221-Agents d'administration",1
Québec,"     Haut salaire","9205-4675 Québec Inc.","Mont-Laurier, QC J9L 1L2","6311-Superviseurs des services alimentaires",2
Québec,"     Haut salaire","9205-4675 Québec Inc.","Mont-Laurier, QC J9L 1L2",6322-Cuisiniers,1
Québec,"     Haut salaire","9206-4328 Quebec Inc.","Sainte-Martine, QC J0S 1V0","7322-Débosseleurs et réparateurs de carrosserie",1
Québec,"     Haut salaire","9221-4790 Québec Inc","VAL D'OR, QC J9P 1W1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,"     Haut salaire","9224-6347 Quebec INC","Notre -Dame- Des -bois, QC J0B 2E0",6322-Cuisiniers,1
Québec,"     Haut salaire","9225-4168 Québec inc","Lévis, QC G7A 1C9","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9227-1154 Québec inc.","Saint-Hyacinthe, QC J2S 0G2",6321-Chefs,1
Québec,"     Haut salaire","9235 3804 QUÉBEC INC","Montreal, QC H1Y 1X6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Québec,"     Haut salaire","9247-0632 Québec Inc.","Saint-Hyacinthe, QC J2R 1J9","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9251-6327 Québec Inc.","Montréal, QC H3K 1S6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Québec,"     Haut salaire","9251-8455 Québec Inc.","Repentigny, QC J6A 5K7",6322-Cuisiniers,1
Québec,"     Haut salaire","9252-9064 Québec Inc","Sainte-Julie, QC J3E 2J9",7333-Électromécaniciens,1
Québec,"     Haut salaire","9253-0062 Québec Inc.","Montréal, QC H1X 3E3",6322-Cuisiniers,1
Québec,"     Haut salaire","9253-8180 Québec inc.","Saint-Joseph, QC G0S 2V0","7231-Machinistes et vérificateurs d'usinage et d'outillage",1
Québec,"     Haut salaire","9255-4427 Québec Inc.","Québec, QC G1N 1N2","5223-Techniciens en graphisme",1
Québec,"     Haut salaire","9256-9656 Québec Inc.","Québec, QC G1M 3E6",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9257-4680 Québec Inc.","Montréal, QC H4A 1V5",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9257-8368 Québec Inc.","St-Laurent, QC H4L 3L9","6314-Superviseurs des services d'information et des services à la clientèle",1
Québec,"     Haut salaire","9258-4739 QUÉBEC INC.","Terrebonne, QC J6X 4R3","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Québec,"     Haut salaire","9263-7651 Québec inc.","Levis, QC G6W 7Y1","7313-Mécaniciens en réfrigération et en climatisation",1
Québec,"     Haut salaire","9269-1757 Québec Inc.","Saint-Sauveur-des-Monts, QC J0R 1R0",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9271-6638 Québec Inc. (Garderie TchaTchaTcha)","Sherbrooke, QC J1G 1L1","1241-Adjoints administratifs",1
Québec,"     Haut salaire","9273-3484 Québec inc.","Chateauguay, QC J6J 0A8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,"     Haut salaire","9275-2351 Québec inc.","Québec, QC G1K 3W1",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9275-8119 Québec inc","Beauceville, QC G5X 1N3","6311-Superviseurs des services alimentaires",4
Québec,"     Haut salaire","9277-5402 Québec inc.","Sherbrooke, QC J1L 1K1",6322-Cuisiniers,1
Québec,"     Haut salaire","9278-0576 Québec inc","Bromont, QC J2L 1Y1","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9280-3170 Quebec inc","Saint-Jerome, QC J7Y 0L7",6322-Cuisiniers,1
Québec,"     Haut salaire","9283-9034 Québec inc.","Alma, QC G8C 0H5","7231-Machinistes et vérificateurs d'usinage et d'outillage",2
Québec,"     Haut salaire","9289-7602 Québec inc.","Montréal, QC H2T 1V2","1243-Adjoints administratifs médicaux",1
Québec,"     Haut salaire","9290 8185 QUEBEC INC","Montreal, QC H1J 1R6","0601-Directeurs des ventes corporatives",1
Québec,"     Haut salaire","9292-2236 Québec Inc","SAINT LAZARE, QC J7T 2H9",6322-Cuisiniers,2
Québec,"     Haut salaire","9302-2077 Québec Inc.","Saint-Sauveur, QC J0R 1R0",6322-Cuisiniers,1
Québec,"     Haut salaire","9305-9103 quebec inc.","VICTORIAVILLE, QC G6S 1C1","7313-Mécaniciens en réfrigération et en climatisation",1
Québec,"     Haut salaire","9305-9160 Québec (Identité Québec Inc.)","QUÉBEC, QC G2E 6H5","1241-Adjoints administratifs",2
Québec,"     Haut salaire","9309-0348 quebec inc","montreal nord, QC H1H 3E7",6332-Boulangers-pâtissiers,2
Québec,"     Haut salaire","9314-6793 Québec Inc.","Cowansville, QC J2K 1N4","6311-Superviseurs des services alimentaires",2
Québec,"     Haut salaire","9316-0851 Québec inc.","Saguenay, QC G7H 2A2",6322-Cuisiniers,2
Québec,"     Haut salaire","9321-5762 Québec inc.","Montréal, QC H1T 1G7",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9326-9264 Quebec Inc","Pincourt, QC J7W 0H6","6315-Surveillants des services de nettoyage",1
Québec,"     Haut salaire","9328-5062 Québec Inc.","Québec, QC G1V 1V6",6322-Cuisiniers,1
Québec,"     Haut salaire","9329-4866 Québec Inc.","Montréal, QC H4C 1N9",6321-Chefs,1
Québec,"     Haut salaire","9331-5265 Québec inc.","Montréal, QC H4L 3M3",6322-Cuisiniers,3
Québec,"     Haut salaire","9337-7430 Québec inc. (Jimssy)","Victoriaville, QC G6P 1A7","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Québec,"     Haut salaire","9338-3529 Québec Inc.","Québec, QC G1N 2E6",6322-Cuisiniers,1
Québec,"     Haut salaire","9338-9237 Québec Inc.","Longueuil, QC J4J 3X3","1225-Agents aux achats",1
Québec,"     Haut salaire","9341-3375 QC Inc","LA PRAIRIE, QC J5R 2Z8",6322-Cuisiniers,1
Québec,"     Haut salaire","9341-4365 quebec inc","Acton Vale, QC J0H 1A0",6322-Cuisiniers,1
Québec,"     Haut salaire","9341-8887 Québec Inc.","WESTMOUNT, QC H3Z 1P2",6322-Cuisiniers,1
Québec,"     Haut salaire","9342-7490 Quebec Inc.","Laval, QC H7E 1A1","7511-Conducteurs de camions de transport",13
Québec,"     Haut salaire","9344-9098 Québec Inc.","Laval, QC H7W  1B",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9347 6596 QUEBEC INC","Longueuil, QC J4G 1T5","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Québec,"     Haut salaire","9347-5366 Québec inc","Montréal, QC H1S 3B1",6322-Cuisiniers,1
Québec,"     Haut salaire","9347-7271 Québec inc.","Sainte-Thérèse, QC J7E 1W9","2251-Technologues et techniciens en architecture",1
Québec,"     Haut salaire","9351-8538 Québec inc. (Teresa & Sons)","Montréal, QC H3B  3G","1241-Adjoints administratifs",1
Québec,"     Haut salaire","9352-7091 Québec Inc.","Val d'Or, QC J9P 0A5","7312-Mécaniciens d'équipement lourd",1
Québec,"     Haut salaire","9358-0165 Quebec Inc.","MONTREAL, QC H3A 1S8",6321-Chefs,2
Québec,"     Haut salaire","9359-1980 Québec inc","Montreal, QC H2L 1R7","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,"     Haut salaire","9360 1656 Quebec inc","Saint Bruno de Montarville, QC J3V 1P8",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9362-0516 Québec Inc.","Montréal, QC H2S 1J1",6322-Cuisiniers,2
Québec,"     Haut salaire","9362-8717 Québec Inc.","Chibougamau, QC G8P 1R5",6322-Cuisiniers,4
Québec,"     Haut salaire","9363-5399 Québec inc","Québec, QC G1K 1K2",6322-Cuisiniers,1
Québec,"     Haut salaire","9363-8815 Québec Inc.","Montréal, QC H3B 0A2","1241-Adjoints administratifs",1
Québec,"     Haut salaire","9364-8830 Québec inc","Québec, QC G1K 1K1",6321-Chefs,1
Québec,"     Haut salaire","9367-5395 Québec Inc.","Québec, QC G1W 2L4","2175-Concepteurs et développeurs Web",1
Québec,"     Haut salaire","9369-2895 QUEBEC INC","MONTREAL, QC H2V 2K3",6321-Chefs,1
Québec,"     Haut salaire","9370-2702 Québec Inc.","Saint-Léonard, QC H1S 2X6","6311-Superviseurs des services alimentaires",1
Québec,"     Haut salaire","9371-8971 Québec Inc.","Québec, QC G3E 0G3","2174-Programmeurs et développeurs en médias interactifs",2
Québec,"     Haut salaire","9373-8268 Quebec Inc.","Montreal, QC H2A 2G3",6322-Cuisiniers,1
Québec,"     Haut salaire","9374-2740 Québec inc.","Saint-Hyacinthe, QC J2S 1H2",6322-Cuisiniers,1
Québec,"     Haut salaire","9374-7319 Quebec Inc","Montrèal, QC H3K 1T3","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,"     Haut salaire","9379-4592 QUÉBEC INC.","Québec, QC G3E 1J4","1241-Adjoints administratifs",1
Québec,"     Haut salaire","93798957 quebec inc","Québec, QC G1X 1S1",6322-Cuisiniers,1
Québec,"     Haut salaire","9380-7162 Quebec Inc","Montreal, QC H2P 2S6","2175-Concepteurs et développeurs Web",1
Québec,"     Haut salaire","9381-7773 QUEBEC INC","Paspebiac, QC G0C 2K0",6322-Cuisiniers,2
Québec,"     Haut salaire","9383-2863 Québec inc","St-laurent, QC H4L 5B3","0631-Directeurs de la restauration et des services alimentaires",4
Québec,"     Haut salaire","9383-2863 Québec inc","St-laurent, QC H4L 5B3",6322-Cuisiniers,6
Québec,"     Haut salaire","9387-0780 Québec Inc.","Brossard, QC J4W 1Y5",6322-Cuisiniers,1
Québec,"     Haut salaire","9387-1069 Québec inc","Québec, QC G1K 3B3",6322-Cuisiniers,1
Québec,"     Haut salaire","9387-3297 Québec  Inc","Richelieu, QC J3L 6M7","6311-Superviseurs des services alimentaires",3
Québec,"     Haut salaire","9394-1979 Québec inc","Gatineau, QC J8T 8A4",6322-Cuisiniers,1
Québec,"     Haut salaire","9395-2422 Québec Inc.","Montréal, QC H3B 5C9",6332-Boulangers-pâtissiers,1
Québec,"     Haut salaire","9406-4755 Québec inc.","Anjou, QC H1J 1K6","2253-Technologues et techniciens en dessin",1
Québec,"     Haut salaire","9407-3178 Québec Inc.","St-Jean-sur-Richelieu, QC J3B 5M2","6311-Superviseurs des services alimentaires",2
Québec,"     Haut salaire","9407-3178 Québec Inc.","St-Jean-sur-Richelieu, QC J3B 5M2",6322-Cuisiniers,1
Québec,"     Haut salaire","9412-2439 Québec Inc.","Sherbrooke, QC J1G 2R5","1224-Agents de gestion immobilière",1
Québec,"     Haut salaire","9413-9862 Québec Inc.","Montréal, QC H2V 2K7","0601-Directeurs des ventes corporatives",1
Québec,"     Haut salaire","9419-2457 Quebec Inc","DOLLARD-DES-ORMEAUX, QC H9G 2V5",6322-Cuisiniers,1
Québec,"     Haut salaire","9419-2606 QUEBEC INC.","Montréal, QC H2R 2P4","6311-Superviseurs des services alimentaires",2
Québec,"     Haut salaire","9419-5633 QUÉBEC INC.","Témiscouata-sur-le-Lac, QC G0L 1X0","6311-Superviseurs des services alimentaires",6
Québec,"     Haut salaire","9420-0185 Québec inc.","Sainte-Julie, QC J3E 1Z1",6322-Cuisiniers,1
Québec,"     Haut salaire","9420-5275 Québec inc.","Cowansville, QC J2K 1N4",6322-Cuisiniers,2
Québec,"     Haut salaire","9421-1422 Québec Inc.","SEPT-ÎLES, QC G4R 1Z1","6311-Superviseurs des services alimentaires",5
Québec,"     Haut salaire","9422-2486 Québec Inc.","Sainte-Marie, QC G6E 1M2","6311-Superviseurs des services alimentaires",9
Québec,"     Haut salaire","9425-9306 Quebec inc.","Montrèal, QC H2J  2L","7322-Débosseleurs et réparateurs de carrosserie",1
Québec,"     Haut salaire","9426-2326 Québec Inc.","Laval, QC H7E 2B4","5223-Techniciens en graphisme",1
