Newfoundland and Labrador,,
Subway Restaurant,"45 Weaver Road, Pictou, NS  B0K 1H0",3
Subway Restaurant,"9141 Commerical Street, New Minas, NS  B4N 3E6",3
Subway Restaurant Burmill Subshop,"46 James Street, Antigonish, NS  B2G 1R7",2
Sunnyvale Productions 10 Inc,"140 Ilsley Avenue, Dartmouth, NS  B3B 1V1",7
Sushi Jet Asian Cuisine,"5171 Slater Street, Halifax, NS  B3J 1E5",4
Sushi Nami Royale,"1535 Dresden Row, Suite 132, Halifax, NS  B3J 3T1",1
Sustainable Fish Farming Canada Ltd,"259 Red Bank Road, Centre Burlington, NS  B0N 1E0",1
Syspro Software Ltd.,"6080 Young Street, Suite 1002, Halifax, NS  B3K 5L2",1
Tacten Industrial Inc,"61 Atlantic Street, Dartmouth, NS  B2Y 4P4",14
Talay Thai Dartmouth Restaurant,"984 Cole Harbour Road, Dartmouth, NS  B2V 1E7",2
TE Boyle Farm & Forestry Ltd,"9038 Highway 4, RR 1, Afton, NS  B0H 1A0",8
Tell Tale International Inc.,"5690 Woodill Street, Halifax, NS  B3K 1G9",6
Templeton Properties,"5599 Fenwick Street, Suite 102, Halifax, NS  B3H 1R1",1
The Coachworks Ltd,"117 Hobson Lake Drive, Halifax, NS  B3S 0E4",1
"The Dock Food, Spirits and Ales Ltd","130 George Street, New Glasgow, NS  B2H 3K6",2
The Finer Diner,"9976 Peggy's Cove Road, Hackett's Cove, NS  B3Z 3J3",1
The Great Wall Restaurant,"1649 Bedford Row, Halifax, NS  B3J 1T1",1
The Healer,"5240 Blower Street, Halifax, NS  B3J 1J7",9
The Keltic Lodge Resort & Spa,"Middle Head Peninsula, Ingonish, NS  B0C 1L0",1
Thinking Robot Studios,"101 Research Drive, Dartmouth, NS  B2Y 4T6",2
Tom's Family Restaurant,"585 Sackville Drive, Lower Sackville, NS  B4C 2S4",3
Town Plot Orchards,"190 Magee Road, RR 1, Port Williams, NS  B0P 1T0",14
Traditional Evergreen Tree Farm Ltd,"184 William Wile Road, Box 25, Bridgewater, NS  B4V 2W6",5
Tremblay Signs (1987) Ltd,"749 Herring Cove Road, Halifax, NS  B3R 1Y9",1
Trullo Ristoranto Italiano,"95 Lakemist Court, Dartmouth, NS  B3A 4Z1",1
Twice as Penitent Pictures Inc.,"5182 Bishop Street, Halifax, NS  B3J 1C9",4
United Dental Laboratory Ltd,"3020 Oxford Street, Halifax, NS  B3L 2W5",1
VanMeekeren Farms Ltd,"237 Thorpe Road, Kentville, NS  B4N 3V7",33
Venus Donair,"7001 Mumford Road, Box 07, Halifax, NS  B3L 2H8",2
Vermeulen Farms Ltd,"48 Rabbit Square Road, RR 5, Canning, NS  B0P 1H0",47
Victoria Co-operative Fisheries Ltd.,"PO Box 38, Neil's Harbour, NS  B0C 1N0",10
Vital Berry Farms,"1225 Middle Dyke Road, RR 2, Centreville, NS  B0P 1J0",237
WearWell Garments Limited,"Box 660, Stellarton, NS  B0K 1S0",4
Webster Farms Ltd,"5859 Highway 1, Unit 1, Cambridge, NS  B0P 1G0",36
West River Holsteins,"1543 Harbour Centre, Antigonish, NS  B2G 2L2",2
Willowdale Farms Inc,"72 Chase Road, RR 1, Berwick, NS  B0P 1E0",10
Wohlgemuth Farms,"2915 Brooklyn Street, RR 3, Aylesford, NS  B0P 1C0",1
Wohlgemuth Farms Ltd,"2915 Brooklyn Street, RR 3, Aylesford, NS  B0P 1C0",12
Wolfville Nursing Homes Ltd,"601 Main Street, Wolfville, NS  B4P 1E9",1
Woodside Manor,"351 Pleasant Street, Darmouth, NS  B2Y 3S4",1
Zen Chinese Cuisine,"287 Lacewood Drive, Unit 119, Halifax, NS  B3M 3Y7",1
New Brunswick,,
Employer,Address,Positions approved
053636 NB Ltd.,"372 Beausejour Street, Dieppe, NB  E1A 1Y6",4
"607773 NB Ltd / China Coast Restaurant, Rothesay","83 Hampton Road, Unit E, Rothesay, NB  E2E 2K3",2
657667 NB Inc. oa Osaka Hibachi Sake Bar,"599 Main Street, Moncton, NB  E1C 1C8",1
659309 NB Inc oa Pink Sushi,"720 Main Street, Moncton, NB  E1C 1E4",1
ADTS Inc.,"58 California Road, Rexton, NB  E4W 1W8",1
Alexandru & Camelia Trucking,"120 Pine Street, Suite 8, Woodstock, NB  E7M 2L3",2
Anna and Kha Development Inc,"797 Mountain Road, Moncton, NB  E1C 2R5",2
Atlantic Ballet Theatre Of Canada Inc.,"68 Highfield Street, Suite 200, Moncton, NB  E1C 5N3",3
Atlantica Diversified Transport Systems,"58 California Road, Rexton, NB  E4W 1W8",1
Atlantica Diversified Transportation Systems Inc.,"58 California Road, Rexton, NB  E4W 1W8",1
B & B Environmental Services Ltd,"1102 Route 890, Newtown, NB  E4G 1M2",4
BEUMER Group Canada Corporation,"95 Foundry Street, Suite 300, Moncton, NB  E1C 5H7",4
BOAZ West Japanese & Korean Restaurant,"200 Bridge Road, Saint John, NB  E2M 7Y9",1
"Botsford Fisheries Ltd., Les Pêcheries Botsford ltée","PO Box 1093, Cap-Pele, NB  E4N 3B3",33
Bouctouche Bay Inn Inc.,"206 Acadie Street, Bouctouche, NB  E4S 2T5",2
BTN Atlantic,"891 Route 880, Box 243, Berwick, NB  E5P 3H5",15
Burger King,"PO Box 237, Miramichi, NB  E1N 3A7",2
Cape Bald Packers Ltd,"2618, chemin Acadie, Cap Pele, NB  E4N 1E3",17
Captain Dan's Inc.,"341 Cap Lumiere Road, Richibouctou-Village, NB  E4W 1C9",107
Centre hospitalier universitaire Dr-Georges-L.-Dumont,"330 Université Avenue, Moncton, NB  E1C 2Z3",1
County Line Trucking,"75 Wilmot Road, Wilmot, NB  E7P 2V4",5
Crowevel Farms Ltd.,"1102 Route 890, Newtown, NB  E4G 1M2",1
Culberson Trucking Ltd.,"682 Route 560, Jacksonville, NB  E7M 3J8",8
Cunard Restaurant,"32 Cunard Street, Miramichi, NB  E1N 2T2",2
Dairy Queen,"716 Elmwood Drive, Moncton, NB  E1A 2X7",1
Diplomat Restaurant,"251 Woodstock Road, Fredericton, NB  E3B 2H8",2
DO NOT USE: SEE ID 134492 - Horizon Health Network,"PO Box 2100, Saint John, NB  E2L 4L2",1
Domino's Pizza,"138 Dundonald Street, Fredericton, NB  E3B 1W8",2
Domino's Pizza,"640 Manawagonish Road, Saint John, NB  E2M 3W5",1
Domino's Pizza,"824 Mountain Road, Moncton, NB  E1C 2R8",2
D-U-C Trucking Inc.,"177 Houlton Road, Woodstock, NB  E7M 1Y7",2
Edmond Gagnon Ltd,"9, quai des Robichaud, Grand-Barachois, NB  E4P 8A4",51
Enterprise L' Oriental Ltée,"370 Saint-Pierre Boulevard West, Caraquet, NB  E1W 1A3",1
Ferme Bourgeois Farms Inc.,"1209 Principale Street, Memramcook, NB  E4K 2S6",11
Fred's Bakery (2007) Ltd,"2488 Acadie Road, PO Box 1323, Cap-Pele, NB  E4N 3A9",1
Gallean Management Ltd ( o/a Burger King),"465 Paul Street, Dieppe, NB  E1A 5R4",1
Genesys Canada,"50 Smythe Street, Suite 2000, Saint John, NB  E2L 0B8",1
Goodie Shop Restaurant,"20 Fountain Lane, Miramichi, NB  E1V 1A4",1
GTECH (formerly SPIELO)/IGT Canada Solutions ULC,"328 Urquhart Avenue, Moncton, NB  E1H 2R6",1
Hannah Gifts & Decor,"797 Mountain Road, Moncton, NB  E1C 3R5",1
Hermez Logistics Solutions,"5 Knowledge Park, 50 Crowther Lane, Suite 150, Fredericton, NB  E3C 0J1",1
Homeopathic Health Plus Inc,"15 Penny Lane, Moncton, NB  E1E 4W4",1
Horizon Health Network,"135 MacBeath Avenue, Moncton, NB  E1C 6Z8",2
Horizon Health Network-Regional Health Authority B,"700 Priestman Street, PO Box 9000, Fredericton, NB  E3B 5N5",4
HSF Foods Limited,"741 Central Street, Centreville, NB  E7K 2M4",7
Irving Energy Distribution Management,"201 Crown Street, Saint John, NB  E2L 5E5",8
Irving Oil Company Limited,"PO Box 1421, Saint John, NB  E2L 4K1",1
J.D. Irving / Irving Forest Products Inc,"300 Union Street, PO Box 5777, Saint John, NB  E2L 4M3",1
Jack's Pizza,"140 Main Street, Suite 7, Sussex, NB  E4E 3E6",2
Jack's Pizza & Donairs,"379 King Street, Fredericton, NB  E3B 1E4",2
JD Irving IT Division,"300 Union Street, Saint John, NB  E2L 3V6",1
Jeramand Trucking,"2320 Route 115, Irishtown, NB  E1H 2L3",6
Jolly Farmer Products Inc,"56 Crabbe Road, Northampton, NB  E7N 1R6",24
Jolly Farmer Transport Inc,"56 Crabbe Road, Northampton, NB  E7N 1R6",3
JPS Trucking Ltd.,"1629 Route 550, Bloomfield, NB  E7K 1C8",6
Les Petits Fruits de Pré-d'en-Haut Inc,"831 Pré-d'en-Haut Street, Memramcook, NB  E4K 1K8",20
Leslie Leger and Sons Ltd,"34, chemin de la Côte, PO Box 1061, Trois-Ruisseaux, NB  E4N 3B3",11
Lincoln Big Stop / Blue Canoe,"415 Nevers Road, Waasis, NB  E3B 9E1",2
MacLeod General Construction Ltd.,"PO Box 509, Centreville, NB  E7K 3G4",4
Mads Truck Stop / Acorn Restaurant,"208 River Valley Drive, Grandbay-Westfield, NB  E5K 1A4",2
Maritime Truck & Tractor Pull Association,"882 Route 555, Richmond Corner, NB  E7M 4W9",2
McConnell Transport Ltd.,"PO Box 9053, Woodstock, NB  E7M 6B5",20
McCrea Farms LTD,"2670 Route 705, Shannon, NB  E5T 4G2",2
Meadow Valley Manor,"124 Meadowbank Avenue, Saint John, NB  E2K 2C8",2
Miramichi Jungle Jim's Restaurant,"348 Rennie Road, Miramichi, NB  E1V 5Z5",1
Miramichi Regional Hospital,"500 Water Street, Miramichi, NB  E1V 3G5",1
Moosehead Breweries Limited,"89 Main Street West, PO Box 3100, Saint John, NB  E2M 3H2",1
Mountain View Packers Ltd,"9112 Route 130, Box 440, Florenceville-Bristol, NB  E7L 1Y9",6
Murray Enterprises Ltd,"34 Cunningham Avenue, Sussex Corner, NB  E4E 2Y5",7
NARU Japanese Restaurant Ltd.,"536 Queen Street, Fredericton, NB  E3B 1B9",1
National Studio Of Self Defense,"417 St. George Street, Moncton, NB  E1C 1X5",1
New Brunswick Power Corporation,"515 King Street, Fredericton, NB  E3B 4X1",1
Nippon Sushi,"1155 Shediac Road, Moncton, NB  E1A 5L1",2
Orchard Shade Farms Ltd,"4204 Route 105, Northampton, NB  E7N 1E2",8
Paturel International Company,"349 Northern Harbour Road, Deer Island, NB  E5V 1G6",48
PrecisionPainting. Biz,"2 Duke Street West, Suite 181, Saint John, NB  E2L 4A5",12
Quality Transportation,"43 Sewell Road, Jacksonville, NB  E7M 3S1",5
Rader Trucking Ltd.,"PO Box 463, Florenceville, NB  E7L 1Y9",2
REM Transport,"PO Box 481, St. Stephen, NB  E3L 3A6",2
Rite-Line Transportation Inc,"330 Centreville Road, Suite 3, Florenceville-Bristol, NB  E7L 3K6",6
Robert Bates Farm,"1222 Route 850, Kiersteadville, NB  E5T 3N7",3
Roelridge Dairy Farm Ltd,"806 Hodgdon Road, Mapledale, NB  E7M 4T7",2
Rossignol Transport LTD,"PO Box 184, Edmundston, NB  E3V 3K8",1
Safonov's International Business Corportation,"18 Whisperwood Drive, Moncton, NB  E1G 0P8",2
Saigon Thai Restaurant,"7 Orange Lane, Moncton, NB  E1C 4L6",1
Shadowave Holsteins Inc,"6534 Route 880, Second North River, NB  E4J 3V9",1
Shadowave Holsteins Inc. / Green Pig Country Market,"6534 Route 880, Second North River, NB  E4J 2V9",3
Shediac Lobster Shop Ltd.,"261 Main Street, Shediac, NB  E4P 2A6",74
Sigma Trucklines,"75 Melissa Street, Unit 1, Fredericton, NB  E3A 6V9",1
Slocum's Farm Fresh Produce Ltd,"6179 Route 105, Waterborough, NB  E4C 2Y3",5
Spoon Sushi Express,"20 Lonsdale Drive, Moncton, NB  E1G 2H9",2
St. Thomas University,"51 Dineen Drive, Fredericton, NB  E3B 5G3",2
Stewart's Transfer o/a 500516 NB Ltd.,"1055 West Riverside Drive, Perth-Andover, NB  E7H 5G3",1
Strawberry Hill Farm,"7 Strawberry Hill Road, Pembroke, NB  E7N 1S7",3
Subway,"25 Cartier Boulevard, Unit 130, Richibucto, NB  E3W 3W7",1
Subway,"581 Main Street, Sussex, NB  E4E 7H4",2
Suncoast Seafood Inc.,"87, chemin Du Cap-de-Cocagne, Grand-Digue, NB  E4R 4H7",10
Sushi Sapporo,"1120 Findlay Boulevard, Riverview, NB  E1B 0J6",2
Sushiko Sushi & Grill,"406 Main Street, Shediac, NB  E4P 2G1",2
Taste of China Ltd.,"289 Connell Street, Woodstock, NB  E7M 1L3",1
Taste of Mediterranean,"519 Westmorland Road, Unit 7A, Saint John, NB  E2J 3W9",1
Teriyaki Experience,"477 Paul Street, Dieppe, NB  E1A 4X5",2
The Moncton Hospital,"135 MacBeath Avenue, Moncton, NB  E1C 6Z8",1
Trans Palace Restaurant / Tea Garden Ltd,"224 Pleasant Street, Miramichi, NB  E1V 1Y5",1
Transport Solutions (driving for Sunbury Transport),"883 Main Street, Moncton, NB  E1C 1G5",20
Transport Solutions Ltd.(driving for Sunbury Transport),"883 Main Street, Moncton, NB  E1C 1G5",5
University Of New Brunswick,"PO Box 4400, Fredericton, NB  E3B 5A3",1
Victoria  Trucking  Ltd.,"PO Box 3237, Perth-Andover, NB  E7H 5K3",1
Vito's Pizzeria Food Production Ltd.,"726 Mountain Road, Moncton, NB  E1C 2P8",2
Vitos Restaurant,"324 Rothesay Avenue, Saint John, NB  E2J 2C2",1
W.A. Farm Ltd.,"62 Powers Pit Road, Salisbury West, NB  E4J 3G9",2
W.J.Allen & Sons Inc. o/a Aulac Big Stop Restaurant,"170 Aulac Road, Aulac, NB  E4L 2X2",3
Westmorland Fisheries Ltd.,"64 Gautreau Street, Cap-Pelé, NB  E4N 1V3",268
Wild Blueberry Meadows Inc,"29 Sullivan Road, Kouchibouguac, NB  E4X 1L7",16
Quebec,,
Employer,Address,Positions approved
1One Productions,"407 Saint-Pierre Street, Montreal, QC  H2Y 2M3",1
2549-6274 Québec Inc.,"3232, route 138 Ouest, Sept-Îles (Gallix Area), QC  G0G 1L0",3
2637-5808 Québec inc.,"2091, route Marie-Victorin, Lévis, QC  G7A 4H4",1
2842-0941 Québec Inc. (Georges Deneault),"101 Édouard-VII Boulevard, Saint-Jacques-le-Mineur, QC  J0J 1Z0",5
3 Heads media,"7051 Alfred-De Vigny Avenue, Montreal, QC  H4K 2M4",1
360 MedLink Inc.,"2348, chemin Lucerne, Suite 360, Montreal, QC  H3R 2J8",1
3903214 Canada Inc.(Gt Group),"10000 Maurice-Duplessis Boulevard, Montreal, QC  H1C 2A2",1
40 Westt Sources Inc.,"2305 Trans-Canada Highway, Pointe-Claire, QC  H9R 5Z5",1
4390679 Canada Inc. (Les Multi-Plants Pascal Roy),"1376, rang Sainte-Thérèse, Saint-Rémi, QC  J0L 2L0",4
4507525 Canada inc,"8755 Langelier Boulevard, Saint-Léonard, QC  H1P 2C6",1
5N Plus Inc.,"4385 Garand Street, Montreal, QC  H4R 2B4",1
6751342 Canada inc.,"376 Victoria Avenue, Suite 240, Westmount, QC  H3Z 1C3",1
6808638 Canada inc.,"1237 De La Montagne Street, Suite 200, Montreal, QC  H3G 1Z2",1
7599978 Canada Inc,"47, chemin des Patriotes Est, Saint-Jean-sur-Richelieu, QC  J2X 5P8",1
8418748 Canada Inc o/a GIE,"150 Graveline Street, Montreal, QC  H4T 1R7",6
9008-1951 Québec Inc. (Yves Sarrazin),"634, 5e Rang, La Présentation, QC  J0H 1B0",41
9014-8578 Québec Inc. (Floralies Rive-Sud),"4760 Guillaume-Couture Boulevard, Lévis, QC  G6W 5N6",4
9029-0354 Québec Inc,"113, rang Saint-Édouard, Saint-Jean-sur-Richelieu, QC  J2X 5T9",8
9038-7747 Québec Inc (Bernard Breton),"415 Principale Street, Saint-Narcisse, QC  G0S 1W0",4
9042-5893 Qc inc.,"487, route 216, Stoke, QC  J0B 3B0",1
9054-2291 Québec Inc.,"120, rang de la Montagne, Rougemont, QC  J0L 1M0",8
9057-0565 Québec Inc. (Vergers Leahy),"1772, route 209, Franklin, QC  J0S 1E0",8
9058-3964 Québec Inc. - Jean Lemay,"1226, rang Salvail Sud, Saint-Jude, QC  J0H 1P0",40
9094-0875 Québec inc.,"2650 Gouin Boulevard West, Montreal, QC  H3M 1B4",4
9102-9934 Québec inc,"800, route 263, Saint-Louis-de-Blandford, QC  G0Z 1B0",4
9108-7817 Quebec Inc,"6293 Casgrain Avenue, Montreal, QC  H2S 2Z2",1
9121-2399 Québec inc.,"929 Principale Street, Saint-Ferdinand, QC  G0N 1N0",19
9127-7079 Québec inc (Manon Thibert),"359B, rang de l'Église, Saint-Édouard, QC  J0L 1Y0",9
9128-1071 Quebec Inc,"2035, rang Papineau, Saint-Paul-d'Abbotsford, QC  J0E 1A0",35
9150-5784 Québec inc,"124, chemin des Raymond, Rivière-du-Loup, QC  G5R 5X4",7
9168-7368 Québec Inc.,"375, rang 9 Ouest, Plessisville, QC  G6L 2Y2",10
9190-3591 Quebec inc (Verger Philion),"8, place Berlioz, Candiac, QC  J5R 3Z4",3
9196-7273 Québec inc.,"3545 Bécancourt Street, Lyster, QC  G0S 1V0",1
9199-1802 Québec inc.,"429, chemin Royal, Saint-François-de-l'Île-d'Orléans, QC  G0A 3S0",2
9204-8628 Québec Inc,"1703 Sanguinet Street, Montreal, QC  H2X 3G5",3
9260-6946 Québec Inc. (Serres Cléroux Mirabel),"6405, montée Villeneuve, Mirabel, QC  J7N 2H1",37
9268-8894 Québec Inc.,"5555 Casgrain Avenue, Suite 301, Montreal, QC  H2T 1Y1",1
9274-7948 Quebec inc. Les Serres Sagami St-Janvier,"16949, chemin Victor, Saint-Janvier Mirabel, QC  J7P 1P3",16
9274-9076 Québec Inc. (Ferme Quinn),"2495 Perrot Boulevard, Notre-Dame-de-l'Île-Perrot, QC  J7V 8P4",4
9280-7692 Quebec inc.,"3575 Du Parc Avenue, Suite 4115, Montreal, QC  H2X 3P9",1
9296-9070 Québec inc.,"6785 Geoffrion Avenue, Saint-Hyacinthe, QC  J2R 1A9",18
9320-2232 Québec inc,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",59
9320-9575 Québec inc.,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",14
9320-9583 Québec inc,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",23
9329-9923 Québec Inc.,"5830A Du Parc Avenue, Montreal, QC  H2V 4H3",2
A & R Boulet Inc.,"482, chemin de la Rivière-du-Sud, Saint-François-de-la-Rivière-du-Sud, QC  G0R 3A0",2
À Chacun Son Pain Inc.,"1006 Monseigneur-De Laval Boulevard, Baie-Saint-Paul, QC  G3Z 2W2",1
A. Bélisle et fils senc,"710, 25e Avenue, Saint-Eustache, QC  J7R 4K3",60
A. Lassonde Inc.,"170, 5e Avenue, Rougemont, QC  J0L 1M0",20
A. MALO COMPAGNIE LIMITÉE,"171 Saint-Barthelemy Street South, Joliette, QC  J6E 5N9",3
A.A. Juices Canada Inc.,"1584 Beaulac Street, Montreal, QC  H4R 1W8",1
"A.V. Inc., Atocas Villeroy","100, route 165 Sud, Plessisville, QC  G6L 2Y2",2
A7 Intégration Inc.,"884 Cowie Street, Granby, QC  J2J 1A8",1
AAA Canada Inc.,"780 Brewster Avenue, Suite 03-200, Montreal, QC  H4C 2K1",3
ABB Inc,"8585 Trans-Canada Highway, Saint-Laurent, QC  H4S 1Z6",3
Abrasifs J.J.S. Inc.,"900, chemin Olivier, Saint-Nicolas, QC  G7A 2N1",1
Absolunet inc.,"4800 Ambroise-Lafortune Street, Suite 101, Boisbriand, QC  J7H 1S6",1
Académie de Karting Jim Russell,"1281, chemin du Village, Mont-Tremblant, QC  J8E 1G7",1
Académie Tennis Momentum,"740 Pontbriand Street, Repentigny, QC  J6A 7A1",1
ACDF architecture - design urbain - intérieur,"5605 De Gaspé Avenue, Suite 304, Montreal, QC  H2T 2A4",1
Acensi,"430 Sainte-Hélène Street, Suite 501, Montreal, QC  H2Y 2K7",2
Acquisio Inc.,"6300 Auteuil Avenue, Suite 300, Brossard, QC  J4Z 3P2",2
AD Media inc.,"2305 André Street, Brossard, QC  J4Z 3A1",1
Addition Elle,"250 Sauvé Street West, Montreal, QC  H3L 1Z2",1
Adèle Bistro inc.,"1241, chemin du Chantecler, Sainte-Adèle, QC  J8B 2Y3",1
ADNM International Inc.,"4000 Louis-B.-Mayer Street, Laval, QC  H7P 0J1",1
Advantech Wireless,"657 Orly Avenue, Dorval, QC  H9P 1G1",5
Affiliated - Agents de Douanes Ltée,"411 Des Récollets Avenue, Montreal, QC  H2Y 1W3",1
Agence du revenu du Québec,"3800 De Marly Street, Québec, QC  G1X 4A5",1
Agence Zoï Inc.,"430 Sainte-Hélène Street, Suite 305, Montreal, QC  H2Y 2K7",1
Agritabex Inc.,"1380, rang Sud, Saint-Thomas-de-Joliette, QC  J0K 3L0",4
Agrocentre St-Hyacinthe,"7605 Duplessis Avenue, Saint-Hyacinthe, QC  J2R 1S5",1
Aheeva Technologie Inc.,"1400 Metcalfe Street, Suite 200, Montreal, QC  H3A 1X2",1
Aimia inc.,"525 Viger Avenue West, Suite 1000, Montreal, QC  H2Z 0B2",1
Air Canada,"7373 De La Côte-Vertu Boulevard, Saint-Laurent, QC  H4Y 1H4",1
Air Canada,"PO Box 14000, Airport Station, Dorval, QC  H4Y 1H4",4
Air Canada Vacations,"1440 Sainte-Catherine Street West, Suite 600, Montreal, QC  H3G 1R8",1
Air Liquide Canada,"1250 René-Lévesque Boulevard West, Montreal, QC  H3B 5E6",1
Aircraft Maintenance Systems RD Inc.,"1100 Sherbrooke Street West, Suite 100, Montreal, QC  H3A 1G7",1
Airports Council International,"800 Du Square Victoria Street, Suite 1810, PO Box 302, Montreal, QC  H4Z 1G8",1
Akka Groupe Amérique du Nord Inc.,"2000 Peel Street, Suite 660, Montreal, QC  H3T 2W5",8
Alchimie 24 Inc. (Alchemy 24 Inc.),"4710 Saint-Ambroise Street, Suite 352, Montreal, QC  H4C 2C7",1
"Aldex Chemical Company, Ltd.","630 Laurent Street, Granby, QC  J2G 8V1",1
Aldo Group Inc.,"2300 Émile-Bélanger Street, Montreal, QC  H4R 3J4",4
ALESSCLA inc.,"550 Nadeau Street, Sainte-Marie, QC  G6E 3L5",1
Ali Et Les Princes De La Rue,"3700 Crémazie Street, Montreal, QC  H2A 1B2",1
Alstom Réseau Canada ULC(Alstom Grid Canada Inc),"1400 Industrielle Street, La Prairie, QC  J5R 2E5",2
Alta Construction,"1655 De Beauharnois Street, Montreal, QC  H4N 1J6",1
Alta Precision Inc.,"11120 Colbert Street, Anjou, QC  H1J 2S1",6
Altech 7-Iles Inc.,"555 Laure Boulevard East, Sept-Îles, QC  G4R 4K6",1
Alten Canada inc.,"1100 René-Lévesque Boulevard West, Suite 1350, Montreal, QC  H3B 4N4",10
Altex Décoration Ltée,"3530 Des Entreprises Boulevard, Terrebonne, QC  J6X 4J8",1
Altitude Aerospace,"2705 Pitfield Boulevard, Suite 200, Montreal, QC  H4S 1T2",3
Amanda-Joe Plantations,"275, chemin Laberee, Sawyerville (Cookshire-Eaton), QC  J0B 3A0",6
Amaris Conseil Inc.,"204 Saint-Sacrement Street, Suite 300, Montreal, QC  H2Y 1S6",1
AMAYA INC.,"7600 Trans-Canada Highway, Pointe-Claire, QC  H9R 1C8",1
Aménagement Côté Jardin Inc.,"4303 Hogan Street, Montreal, QC  H2H 2N2",6
Aménagement Denis et Fils Inc.,"1105, montée Masson, Laval, QC  H7E 1S3",4
Ammex Impots Income Tax Ltd,"204, chemin d'Aylmer, Suite 304, Gatineau, QC  J9H 1A1",1
