Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés
Québec,     Haut salaire,7960786 CANADA INC.,"Montréal, QC H3B 2E3","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,     Haut salaire,8249245 Canada Inc.,"Gatineau, QC J8Y 1V4",6322-Cuisiniers,2
Québec,     Haut salaire,8344795 CANADA INC,"MONTREAL, QC H9P 1G9",7511-Conducteurs de camions de transport,1
Québec,     Haut salaire,8348871 Canada Inc.,"Sherbrooke, QC J1N 0G2",7312-Mécaniciens d'équipement lourd,1
Québec,     Haut salaire,8683727 Canada inc,"montreal, QC H2C 1R9","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Québec,     Haut salaire,9006-3280 Québec Inc.,"Trois-Rivières, QC G8Y 1Y8",6322-Cuisiniers,1
Québec,     Haut salaire,9013-7134 QUEBEC INC,"Québec, QC G1R 3T3",6322-Cuisiniers,2
Québec,     Haut salaire,9021-3661 QUEBEC INC.,"Boucherville, QC J4B 7A2",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,9030-5814 Qc inc,"Trois-Rivières, QC G9A 2W5",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,9038-4496 Quebec Inc,"waterloo, QC J0E 2N0",9412-Ouvriers de fonderies,1
Québec,     Haut salaire,9042-8160 Québec Inc,"Baie St-Paul, QC G3Z 2W1",6322-Cuisiniers,1
Québec,     Haut salaire,9043-4721 Québec INC,"La Malbaie, QC G5A 1T1",6322-Cuisiniers,1
Québec,     Haut salaire,9045406 Canada Inc,"Saint-Laurent, QC H4T 1W1",7313-Mécaniciens en réfrigération et en climatisation,1
Québec,     Haut salaire,9052-7847 Quebec Inc,"MONTRÉAL, QC H3S 1Z2",0631-Directeurs de la restauration et des services alimentaires,4
Québec,     Haut salaire,9056-6696 Québec inc,"Québec, QC G1P 3T6",7322-Débosseleurs et réparateurs de carrosserie,8
Québec,     Haut salaire,9068-6924 Québec Inc.,"Sorel-Tracy, QC J3P 2K1",6322-Cuisiniers,1
Québec,     Haut salaire,9070-2812 Québec Inc,"QUÉBEC, QC G1N 2E6",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9072-0939 QUEBEC INC.,"Saint-Leonard, QC H1P 2A2",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,9072-9203 QUÉBEC INC.,"Thetford Mines, QC G6G 7X9",2281-Techniciens de réseau informatique,1
Québec,     Haut salaire,9078-4042 QUEBEC INC,"Montreal, QC H3C 1L9",1311-Techniciens en comptabilité et teneurs de livres,1
Québec,     Haut salaire,9088-5625 QUEBEC INC,"St-Hubert, QC J3Y 7B1",2241-Technologues et techniciens en génie électronique et électrique,1
Québec,     Haut salaire,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7231-Machinistes et vérificateurs d'usinage et d'outillage,2
Québec,     Haut salaire,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7237-Soudeurs et opérateurs de machines à souder et à braser,3
Québec,     Haut salaire,9093-4233 Quebec Inc.,"Mont-Royal, QC H4P 1S1",2175-Concepteurs et développeurs Web,1
Québec,     Haut salaire,9099-7768 QUÉBEC INC.,"Saint-Augustin-de-Demaures, QC G3A 1V9",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,9105-8016 Québec inc.,"Montréal, QC H4N 2R5",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9114-7413 QC INC,"Granby, QC J2J 2M8",7232-Outilleurs-ajusteurs,1
Québec,     Haut salaire,9115-7388 Québec inc.,"Sept-Iles, QC G4R 4S6",3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires),1
Québec,     Haut salaire,9133-2890 Québec Inc.,"St-Mathieu-de-Beloeil, QC J3G 4S5",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,     Haut salaire,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8",7511-Conducteurs de camions de transport,9
Québec,     Haut salaire,9137-0619 QUÉBEC INC.,"Saint-Lambert-de-Lauzon, QC G0S 2W0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,9139-7026 Québec Inc.,"Joliette, QC J6E 6X6",6322-Cuisiniers,1
Québec,     Haut salaire,9146-6573 Québec inc.,"Sherbrooke, QC J1G 2K2",3233-Infirmiers auxiliaires,1
Québec,     Haut salaire,9154-3694 Québec Inc.,"Saint-Mathieu-de-Beloeil, QC J3G 0G9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,9166-7964 Québec Inc.,"Montréal, QC H1Y 1W6",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9177-2541 Québec Inc.,"Montréal, QC H2Z 0A6",6314-Superviseurs des services d'information et des services à la clientèle,1
Québec,     Haut salaire,9186-0692 Québec Inc.,"Rimouski, QC G5L 8B3",3131-Pharmaciens,1
Québec,     Haut salaire,9193-0099 QUEBEC INC,"GREENFIELD PARK, QC J4V 3R1",7511-Conducteurs de camions de transport,2
Québec,     Haut salaire,9204-8644 québec inc.,"québec, QC G1L 2X7",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9208-4144 quc inc,"Sherbrooke, QC J1C 0W2",7311-Mécaniciens de chantier et mécaniciens industriels,2
Québec,     Haut salaire,9211-9080 QUÉBEC INC.,"Shawinigan, QC G9N 4X3",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9215-0044 Québec Inc.,"Val-d'Or, QC J9P 7B1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,9217-8664 Québec Inc.,"QUÉBEC, QC G1N 2E6",6322-Cuisiniers,1
Québec,     Haut salaire,9221-5698 Qc inc,"Montréal, QC H2T 1R7",6332-Boulangers-pâtissiers,2
Québec,     Haut salaire,9223-5027 Québec Inc.,"Québec, QC G1C 3P5",6322-Cuisiniers,1
Québec,     Haut salaire,9235 3804 QUÉBEC INC,"Montreal, QC H1Y 1X6",6322-Cuisiniers,2
Québec,     Haut salaire,9235-9199 Qc inc,"Québec, QC G1V 0B9",1241-Adjoints administratifs,1
Québec,     Haut salaire,9246-0245 Québec Inc.,"GATINEAU, QC J9J 2V5",6321-Chefs,1
Québec,     Haut salaire,9249-5373 Quebec inc,"Coaticook, QC J1A 2B5",6321-Chefs,1
Québec,     Haut salaire,9250-2608 Québec Inc.,"Boisbriand, QC J7H 0A8",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9253-2373 Québec Inc,"MONTRÉAL, QC H3W 1H8",6322-Cuisiniers,2
Québec,     Haut salaire,9254-1119 QUÉBEC INC,"MONTRÉAL, QC H2T 1S4",6321-Chefs,1
Québec,     Haut salaire,9255-4427 Québec Inc.,"Québec, QC G1N 1N2",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,9257-4680 Québec Inc.,"Montréal, QC H4A 1V5",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9263-4609 Quebec Inc,"Chateauguay, QC J6K 5J9",7511-Conducteurs de camions de transport,1
Québec,     Haut salaire,9267-3540 Québec inc,"Québec, QC G1V 4S1",6322-Cuisiniers,2
Québec,     Haut salaire,9267-5537 Québec Inc.,"Montréal, QC H3X 2C9",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Québec,     Haut salaire,9277-8349 Québec Inc,"Montréal, QC H2J 1W2",6321-Chefs,1
Québec,     Haut salaire,9277-8349 Québec Inc,"Montréal, QC H2J 1W2",6322-Cuisiniers,1
Québec,     Haut salaire,9277-8372 Quebec Inc.,"Lachine, QC H8T 3C4",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,9280-0366 Québec Inc.,"Montréal, QC H2T 1X3",5223-Techniciens en graphisme,1
Québec,     Haut salaire,9289-4542 Québec inc,"Montréal, QC H1P 1N8","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
Québec,     Haut salaire,9289-4559 Québec Inc.,"Rouyn-Noranda, QC J9Y 0A3",1241-Adjoints administratifs,1
Québec,     Haut salaire,9294-4867 QUÉBEC INC,"Sept-Îles, QC G4R 1W6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,     Haut salaire,9296-2364 Québec Inc,"MONTREAL-NORD, QC H1G 4S5","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",1
Québec,     Haut salaire,9298-2230 Québec Inc.,"Montréal, QC H2V  2K",6321-Chefs,1
Québec,     Haut salaire,9302-5526 Québec inc.,"Brossard, QC J4Z 3P3",1223-Agents des ressources humaines et de recrutement,1
Québec,     Haut salaire,9305-2090 Quebec inc.,"Montreal, QC H4B 1V3",6322-Cuisiniers,1
Québec,     Haut salaire,9305-7412 Québec Inc.,"Montréal, QC H1C 2V5",6321-Chefs,2
Québec,     Haut salaire,9305-9160 Québec (Identité Québec Inc.),"QUÉBEC, QC G2E 6H5",1241-Adjoints administratifs,2
Québec,     Haut salaire,9306-5399 Québec inc.,"Montréal, QC H3N 1M8",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9307-0738 Québec Inc.,"Montréal, QC H3X 2B6",6322-Cuisiniers,1
Québec,     Haut salaire,9314-7403 Québec Inc.,"Mont-Saint-Hilaire, QC J3H 4H5",7233-Tôliers,1
Québec,     Haut salaire,9323-3534 Québec Inc.,"Montréal, QC H2V  4E",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9325-0033 Québec Inc.,"Montréal, QC H3H 2M4",6322-Cuisiniers,1
Québec,     Haut salaire,9331-9416 Québec inc,"St-Benoit-Lâbre, QC G0M 1P0","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",2
Québec,     Haut salaire,9338-2257 Québec inc.,"Québec, QC G1V 1V4",6322-Cuisiniers,1
Québec,     Haut salaire,93393841 Québec Inc.,"MONTRÉAL, QC H2S 2C5",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9341-0538 Québec Inc.,"MASCOUCHE, QC J7K 0K8",6322-Cuisiniers,1
Québec,     Haut salaire,9342-6476 Quebec Inc,"Montreal, QC H3H 1M6",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9344-3174 Quebec Inc,"Terrebonne, QC J6W 2Z4",3232-Praticiens des médecines douces,2
Québec,     Haut salaire,9344-9205 Québec Inc.,"Montréal, QC H3T 1Y5",6322-Cuisiniers,1
Québec,     Haut salaire,9345-9196 qc inc,"marieville, QC J3M 1A5",7371-Grutiers,1
Québec,     Haut salaire,9346-1176 Québec inc.,"Lévis, QC G6V 6Y8",6322-Cuisiniers,1
Québec,     Haut salaire,9347 6596 QUEBEC INC,"MONTREAL, QC H2K 2B6",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,9348-6702 Québec Inc.,"Brossard, QC J4Y 0L1",6321-Chefs,1
Québec,     Haut salaire,9356-7949 QUÉBEC INC,"MONTREAL, QC H4R 2X4",1225-Agents aux achats,1
Québec,     Haut salaire,9358-3409 Québec Inc,"MONTRÉAL, QC H2T 1S4",6321-Chefs,1
Québec,     Haut salaire,9358-4399 Qc inc,"repentigny, QC J6A 8L6",6211-Superviseurs des ventes - commerce de détail,1
Québec,     Haut salaire,9362-5754 Québec Inc.,"MONTRÉAL, QC H1B 4B3",7312-Mécaniciens d'équipement lourd,3
Québec,     Haut salaire,9366-1049 Québec Inc. (India Rosa Rest),"Montreal, QC H2J 1Y2",6322-Cuisiniers,4
Québec,     Haut salaire,9368-6178 Québec Inc.,"Montréal, QC H3W 2M2",1241-Adjoints administratifs,1
Québec,     Haut salaire,9372-6222 Québec Inc.,"Québec, QC G1S 2N6",6322-Cuisiniers,1
Québec,     Haut salaire,9373-9852 Québec Inc.,"Kirkland, QC H9H 3B6",6322-Cuisiniers,1
Québec,     Haut salaire,9380-1561 Québec Inc.,"Laval, QC H7V 3A2",6322-Cuisiniers,1
Québec,     Haut salaire,9385-3885 Québec inc.,"Montréal, QC H1W 2M1","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,     Haut salaire,9386-6374 QUEBEC INC,"Québec, QC G3E 1K3",1241-Adjoints administratifs,1
Québec,     Haut salaire,9387-7066 Québec inc.,"Montréal, QC H3M 2H7",7282-Finisseurs de béton,1
Québec,     Haut salaire,9388-2132 Québec Inc.,"Montréal, QC H4A 3L2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Québec,     Haut salaire,9391-8076 Québec inc.,"Montréal, QC H2Y 1M6",2175-Concepteurs et développeurs Web,1
Québec,     Haut salaire,9393-2838 Québec Inc.,"Laval, QC H7G 2W1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,     Haut salaire,9394-8016 Québec Inc.,"Montréal, QC H4R 2K3",1225-Agents aux achats,1
Québec,     Haut salaire,9403-6969 Québec Inc,"Longueuil, QC J4K 2G7",6211-Superviseurs des ventes - commerce de détail,1
Québec,     Haut salaire,9727809 Canada Inc.,"Sherbrooke, QC J1J 2Z3",2282-Agents de soutien aux utilisateurs,2
Québec,     Haut salaire,A. B. Métal Inc.,"Vallée-Jonction, QC G0S 3J0",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Québec,     Haut salaire,A7 Integration Inc.,"GRANBY, QC J2J 1A8",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,ABC EMBALLUXE INC.,"Saint-Laurent, QC H4N 1R5",0621-Directeurs - commerce de détail et de gros,1
Québec,     Haut salaire,Accès Vet Blainville Hôpital Vétérinaire Inc.,"Blainville, QC J7C 0K6",3114-Vétérinaires,1
Québec,     Haut salaire,ACCÉSCONSEIL MAINGUY GAGNON-ROCHETTE,"Donnacona, QC G3M 2X1",6231-Agents et courtiers d'assurance,1
Québec,     Haut salaire,Acier Trimax inc.,"Sainte-Marie, QC G6E 3T9",7237-Soudeurs et opérateurs de machines à souder et à braser,4
Québec,     Haut salaire,ACTIVE MEDIA INC.,"Montreal, QC H1X 2W3",5241-Designers graphiques et illustrateurs,1
Québec,     Haut salaire,Adglobe Canada Inc.,"Montréal, QC H3B  0G",1221-Agents d'administration,1
Québec,     Haut salaire,Affûtage d'outils de Coupe Optimum Inc.,"Mercier, QC J6R 1C6",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,Affûtage d'outils de Coupe Optimum Inc.,"Mercier, QC J6R 1C6",7333-Électromécaniciens,1
Québec,     Haut salaire,Agence du revenu du Québec,"Québec, QC G1X 4A5",2172-Analystes de bases de données et administrateurs de données,1
Québec,     Haut salaire,agileDSS,"Montréal, QC H2Y 2G3",2171-Analystes et consultants en informatique,1
Québec,     Haut salaire,Alexander Pena Inc,"Québec, QC G1S 2P1","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,     Haut salaire,Alexandre Duplantie Inc,"BOISBRIAND, QC J7G 3C9",1241-Adjoints administratifs,1
Québec,     Haut salaire,Algolux Inc.,"Montreal, QC H3K 1G6",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,ALIMENTS NATURELS SYLVAIN LEFORT INC.,"MONTREAL, QC H2C 1R5",0601-Directeurs des ventes corporatives,1
Québec,     Haut salaire,Alithya Canada Inc.,"Montréal, QC H3B 5M2","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,     Haut salaire,ALTEN Canada Inc.,"Montréal, QC H3B 4N4",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,AppNexus Canada Inc.,"Montréal, QC H2R 2Y8",2173-Ingénieurs et concepteurs en logiciel,1
Québec,     Haut salaire,"Artisan Studios, Inc.","Québec, QC G1K 3H3",5241-Designers graphiques et illustrateurs,1
Québec,     Haut salaire,Association for Canadian Studies,"Montréal, QC H3H 1E8","1123-Professionnels en publicité, en marketing et en relations publiques",1
Québec,     Haut salaire,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2172-Analystes de bases de données et administrateurs de données,1
Québec,     Haut salaire,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2174-Programmeurs et développeurs en médias interactifs,5
Québec,     Haut salaire,Atelier d'Usinage Saint-Hubert Ltée,"Saint-Hubert, QC J3Y 0A8",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,Atelier L'Abri inc.,"Montréal, QC H2V 1A4",2251-Technologues et techniciens en architecture,1
Québec,     Haut salaire,Atelier Pedro Inc.,"Sherbrooke, QC J1L 2Z9",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,AUTO CINQ INC.,"Saint-Jean-sur-Richelieu, QC J3B 8J1",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,Autobus Auger Inc.,"Lévis, QC G6W 5M6",7312-Mécaniciens d'équipement lourd,1
Québec,     Haut salaire,Automobiles JPD inc,"Montréal, QC H2G 1X3",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,Banque Du Développement du Canada,"Montréal, QC H3B 5E7",2173-Ingénieurs et concepteurs en logiciel,1
Québec,     Haut salaire,Banque Nationale du Canada,"Montréal, QC H3B 4L2",1221-Agents d'administration,1
Québec,     Haut salaire,Banque Nationale du Canada,"Montréal, QC H3B 4L2",2171-Analystes et consultants en informatique,3
Québec,     Haut salaire,Banque Nationale du Canada,"Montréal, QC H3B 4L2",2174-Programmeurs et développeurs en médias interactifs,3
Québec,     Haut salaire,BDI Transport Inc.,"Amos, QC J9T 2Y1",7312-Mécaniciens d'équipement lourd,2
Québec,     Haut salaire,Beauté Importation Inc.,"Québec, QC G1M 3E5",0601-Directeurs des ventes corporatives,1
Québec,     Haut salaire,Beenox inc.,"Quebec, QC G1K 3H3",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1",2174-Programmeurs et développeurs en médias interactifs,2
Québec,     Haut salaire,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Québec,     Haut salaire,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1",5241-Designers graphiques et illustrateurs,1
Québec,     Haut salaire,Behavox Software (Canada) Inc.,"Montreal, QC H3A 3G4",2171-Analystes et consultants en informatique,1
Québec,     Haut salaire,Behavox Software (Canada) Inc.,"Montreal, QC H3A 3G4",2173-Ingénieurs et concepteurs en logiciel,1
Québec,     Haut salaire,Behavox Software (Canada) Inc.,"Montreal, QC H3A 3G4",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,"Benvenuti D'Amours, dentistes Inc.","Québec, QC G1V 4X7",3222-Hygiénistes et thérapeutes dentaires,1
Québec,     Haut salaire,Béton Bolduc Inc.,"Sainte-Marie, QC G6E 1G8",7311-Mécaniciens de chantier et mécaniciens industriels,1
Québec,     Haut salaire,Béton Bolduc Inc.,"Sainte-Marie, QC G6E 1G8","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",1
Québec,     Haut salaire,Bio V Pharma Inc,"D.D.O, QC H9B 3J1",2232-Technologues et techniciens en génie mécanique,1
Québec,     Haut salaire,Biscuits Leclerc Ltee,"ST-AUGUSTIN-DE-DESMAURE, QC G3A 1T1",7333-Électromécaniciens,2
Québec,     Haut salaire,BISTRO BAR L'ATELIER INC.,"Québec, QC G1R 2K5",6322-Cuisiniers,6
Québec,     Haut salaire,Blake Cassels & Graydon S.E.N.C.R.L./S.R.L.,"Montréal, QC H3B 4N8",1221-Agents d'administration,1
Québec,     Haut salaire,Blue Communications Inc.,"Montréal, QC H3C 2G9",5241-Designers graphiques et illustrateurs,1
Québec,     Haut salaire,Blue Solutions Canada Inc,"Boucherville, QC J4B 7Z7",2134-Ingénieurs chimistes,1
Québec,     Haut salaire,BMAD Technology Inc.,"Montréal, QC H2Y 2K7",5241-Designers graphiques et illustrateurs,1
Québec,     Haut salaire,BNP Paribas Solutions TI Canada Inc.,"Montréal, QC H3A 2A6",2171-Analystes et consultants en informatique,7
Québec,     Haut salaire,BNP Paribas Solutions TI Canada Inc.,"Montréal, QC H3A 2A6",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,Boa-Franc s.e.n.c.,"Saint-Georges, QC G5Y 8J5",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
Québec,     Haut salaire,Bois d'oeuvre Cedrico inc.,"Price, QC G0J 1Z0",7312-Mécaniciens d'équipement lourd,1
Québec,     Haut salaire,Bombardier Transport Canada Inc.,"Saint-Bruno, QC J3V 6E6",2132-Ingénieurs mécaniciens,1
Québec,     Haut salaire,Boucherie Benoît Brûlé Inc.,"victoriaville, QC G6P 7L1","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
