Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Approved Positions"
Quebec,"High Wage","ASTEK Canada Inc.","Montréal, QC H2Y 1M6","2174-Computer programmers and interactive media developers",3
Quebec,"High Wage","Atelier Civiliti Inc.","Montréal, QC H2S 2K1",2151-Architects,1
Quebec,"High Wage","Atelier Fabmec Inc.","CHICOUTIMI, QC G7H 5B1","7311-Construction millwrights and industrial mechanics",1
Quebec,"High Wage","Aurel Harvey & Fils Inc.","Saint-Augustin-des-Desmaures, QC G3A 1W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"High Wage","Autos R. Chagnon de Granby Inc.","Granby, QC J2J 0M9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"High Wage","B.L. Hydraulique Drummond Inc.","Drummondville, QC J2C 7W9","7312-Heavy-duty equipment mechanics",2
Quebec,"High Wage","Banque Nationale du Canada","Montréal, QC H3B 4L2","2171-Information systems analysts and consultants",1
Quebec,"High Wage","Bateaux Princecraft Inc.","Princeville, QC G6L 5C2","7237-Welders and related machine operators",8
Quebec,"High Wage","Beenox inc.","Quebec, QC G1K 3H3","5241-Graphic designers and illustrators",1
Quebec,"High Wage","Behaviour Interactive Inc.","MONTRÉAL, QC H2S 3H1","5131-Producers, directors, choreographers and related occupations",1
Quebec,"High Wage","Behavox Software (Canada) Inc.","Montreal, QC H3A 3G4","2171-Information systems analysts and consultants",1
Quebec,"High Wage","Biexo inc.","ST-ROCH-DE-L'ACHIGAN, QC J0K 3H0","7237-Welders and related machine operators",1
Quebec,"High Wage","Biscuits Leclerc Ltée","Saint-Augustin-De-Desmaures, QC G3A 1T1","9461-Process control and machine operators, food, beverage and associated products processing",20
Quebec,"High Wage","BONPRIX ELECTROMENAGERS INC.","Montréal, QC H1N 3T4","6211-Retail sales supervisors",1
Quebec,"High Wage","Booxi Inc.","Montréal, QC H2L 4A2","2282-User support technicians",1
Quebec,"High Wage","BSC Service-Conseil inc.","Québec, QC G2K 2G2","2171-Information systems analysts and consultants",1
Quebec,"High Wage","C.A.T. INC","Coteau du Lac, QC J0P 1B0","7511-Transport truck drivers",8
Quebec,"High Wage","C.N.C. Tracy Inc.","SOREL-TRACY, QC J3R 2B9","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Cabanes PDC-CDAC inc.","Montréal, QC H2L 1A9",6322-Cooks,1
Quebec,"High Wage","Caisse Desjardin des Deux-Rivières Sherbrooke","Montréal, QC H5B 1B2","1114-Other financial officers",1
Quebec,"High Wage","Camions A & R Dubois Inc","Saint-Jean-Baptiste, QC J0L 2B0","7312-Heavy-duty equipment mechanics",4
Quebec,"High Wage","Camions A & R Dubois Inc","Saint-Jean-Baptiste, QC J0L 2B0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,"High Wage","Camions Globocam Québec et Lévis Inc.","Québec, QC G1P 3X1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
Quebec,"High Wage","Capitale automobile 2007 inc.","Sainte-Marie, QC G6E 3M4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,"High Wage","Carrement Tarte Inc.","Montréal, QC H2G 2H5",6322-Cooks,1
Quebec,"High Wage","Carrosserie Pro NB Inc","Montreal, QC H1H 3C6","7322-Motor vehicle body repairers",3
Quebec,"High Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","7333-Electrical mechanics",1
Quebec,"High Wage","Centre de la Petite Enfance Les copains dabord","St-Basile-le-Grand, QC J3N 1L1","4214-Early childhood educators and assistants",1
Quebec,"High Wage","Centre de réparation hydraulique hydrep inc","Jonquière, QC G7X 9H3","2232-Mechanical engineering technologists and technicians",1
Quebec,"High Wage","Centre de réparation hydraulique hydrep inc","Jonquière, QC G7X 9H3","7333-Electrical mechanics",1
Quebec,"High Wage","Centre de services scolaire de la Pointe-de-l’île","Montreal, QC H1A 2T7","4032-Elementary school and kindergarten teachers",1
Quebec,"High Wage","CENTRE DE SERVICES SCOLAIRE DE LAVAL","Laval, QC H7S 1M5","4031-Secondary school teachers",2
Quebec,"High Wage","CENTRE DE SERVICES SCOLAIRE DE LAVAL","Laval, QC H7S 1M5","4032-Elementary school and kindergarten teachers",3
Quebec,"High Wage","Centre de services scolaire de Montréal","Montréal, QC H1V 3R9","4032-Elementary school and kindergarten teachers",1
Quebec,"High Wage","Centre hospitalier de l'Université de Montréal","Montréal, QC H2X 0A9","3012-Registered nurses and registered psychiatric nurses",5
Quebec,"High Wage","Centre intégré de santé et de service sociaux de la Montérégie-Ouest","Chateauguay, QC J6K 4W8","3012-Registered nurses and registered psychiatric nurses",2
Quebec,"High Wage","Centre intégré de santé et de services sociaux de la Côte-Nord","Baie-Comeau, QC G5C 1P5","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Centre intégré de santé et de services sociaux de l'Outaouais","Gatineau, QC J8T 4J3","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","Rimouski, QC G5L 3N2","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Centre intégré de santé et services sociaux de l'Abitibi-Témiscamingue","Rouyn-Noranda, QC J9X 2A9","3012-Registered nurses and registered psychiatric nurses",5
Quebec,"High Wage","Centre intégré de santé et services sociaux des Laurentides","Saint-Jérôme, QC J7Z 5T3","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Centre intégré universitaire de santé et de services sociaux de la Capitale Nationale","Baie-Saint-Paul, QC G3Z 0K3","3413-Nurse aides, orderlies and patient service associates",4
Quebec,"High Wage","Centre Intégré universitaire de santé et service sociaux de la Capitale-Nationale","Québec, QC G1J 2G3","3012-Registered nurses and registered psychiatric nurses",4
Quebec,"High Wage","Centre intégré universitaire de santé et services sociaux de l'Estrie - Centre hospitalier universit","Sherbrooke, QC J1G 1B1","3012-Registered nurses and registered psychiatric nurses",6
Quebec,"High Wage","Centre intégré universitaire de santé et services sociaux de l'Estrie - Centre hospitalier universit","Sherbrooke, QC J1G 1B1","4152-Social workers",1
Quebec,"High Wage","Champoux Machineries inc.","Warwick, QC J0A 1M0","7312-Heavy-duty equipment mechanics",1
Quebec,"High Wage","Charl-Pol Inc.","SAGUENAY, QC G7B 0J4","7237-Welders and related machine operators",2
Quebec,"High Wage","Charpentes d'acier Sofab Inc.","Boucherville, QC J4B 6H5","7237-Welders and related machine operators",1
Quebec,"High Wage","CHU de Québec-Université Laval","QUÉBEC, QC G1R  2J","3012-Registered nurses and registered psychiatric nurses",5
Quebec,"High Wage","CIF Métal Ltée","Thetford Mines, QC G6G 8B2","7231-Machinists and machining and tooling inspectors",6
Quebec,"High Wage","CIF Métal Ltée","Thetford Mines, QC G6G 8B2","7333-Electrical mechanics",2
Quebec,"High Wage","CINAPSE inc.","Sainte-Catherine, QC J5C  1L","4212-Social and community service workers",1
Quebec,"High Wage","CISSS de Lanaudière","Repentigny, QC J6A 1N6","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Citernes Girard & Coulombe inc.","Montréal, QC H1C 2J3","7237-Welders and related machine operators",1
Quebec,"High Wage","CIUSSS Centre-Sud de L'Île de Montréal","MONTRÉAL, QC H1T 1C2","3012-Registered nurses and registered psychiatric nurses",2
Quebec,"High Wage","CIUSSS de l'EST de l'île de Montréal","Montréal, QC H1T 2M4","3012-Registered nurses and registered psychiatric nurses",3
Quebec,"High Wage","CIUSSS du Nord-de-l'Ile-de-Montréal","Montréal, QC H2E 1Y1","3012-Registered nurses and registered psychiatric nurses",9
Quebec,"High Wage","Clermond Hamel Ltée","Saint-Ephrem, QC G0M 1R0","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Climatisation Novatrix Inc","Ste-Julie, QC J3E 1Z2","7313-Refrigeration and air conditioning mechanics",1
Quebec,"High Wage","CLINIQUE PHYSIO-SANTÉ DRUMMONDVILLE INC.","Drummondville, QC J2B 0H3",3142-Physiotherapists,1
Quebec,"High Wage","collège des médecins du Québec","Montréal, QC H3B 0G2","3111-Specialist physicians",3
Quebec,"High Wage","Combat de Sports Activités inc.","Montréal, QC H2T 1X3","4163-Business development officers and marketing researchers and consultants",1
Quebec,"High Wage","Conception et fabrication Nicolas Potvin Inc.","La Tuque, QC G9X 2Z4","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","CONSEIL ABBEAL INC.","MONTRÉAL, QC H2J 2L1","2174-Computer programmers and interactive media developers",1
Quebec,"High Wage","CONSEIL ABBEAL INC.","MONTRÉAL, QC H2J 2L1","2175-Web designers and developers",1
Quebec,"High Wage","Construction Deric Inc.","Québec, QC G2E  5H","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"High Wage","Construction Divetro Inc","Delson, QC J5B 1V8",7292-Glaziers,1
Quebec,"High Wage","Construction Morival Ltée","Lasalle, QC H8R 3E6","8612-Landscaping and grounds maintenance labourers",1
Quebec,"High Wage","Constructions Magiques Inc.","Terrebonne, QC J6Y 1J1","7294-Painters and decorators (except interior decorators)",2
Quebec,"High Wage","Consulair Inc.","QUÉBEC, QC G1N 4L5","2231-Civil engineering technologists and technicians",3
Quebec,"High Wage","Convoyeur Continental & Usinage Ltée","Thetford Mines, QC G6G 5V2","7237-Welders and related machine operators",1
Quebec,"High Wage","Cooptalis Numérique Inc.","Montréal, QC H3B  4W","2174-Computer programmers and interactive media developers",2
Quebec,"High Wage","CorActive High Tech Inc.","Québec, QC G2C 1S9","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Corporation de l'École Polytechnique de Montréal","Montréal, QC H3T 1J4","4011-University professors and lecturers",1
Quebec,"High Wage","CPE Pomme d'Api inc.","Québec, QC G1K 1J2","4214-Early childhood educators and assistants",1
Quebec,"High Wage","Creative Techinnov Software Solutions Inc.","Montréal, QC H3A 2G3","2174-Computer programmers and interactive media developers",1
Quebec,"High Wage","Cristal Contrôles Ltée","Québec, QC G1N 4L6","2241-Electrical and electronics engineering technologists and technicians",1
Quebec,"High Wage","Crown Granite Inc.","Dorval, QC H9P 1H3",7283-Tilesetters,1
Quebec,"High Wage","Cryopak Industries (2007) ULC (TCP Reliable Inc.)","Anjou, QC H1J 1R6","2174-Computer programmers and interactive media developers",1
Quebec,"High Wage","CW Professional Services (Canada) ULC","Montreal, QC H2Y 1S1","2173-Software engineers and designers",1
Quebec,"High Wage","Delice Resto Lounge Inc.","LÉVIS, QC G6V 6C9",6322-Cooks,10
Quebec,"High Wage","Détection Thermique JD Québec Inc.","Saguenay, QC G7H 1P2","1241-Administrative assistants",1
Quebec,"High Wage","Diabsolut Inc.","Pointe-Claire, QC H9R 5P4","2173-Software engineers and designers",2
Quebec,"High Wage","Dre Edilsys Carralero Arnedo Inc.","Lévis, QC G6X 2W4","1241-Administrative assistants",1
Quebec,"High Wage","EACOM Timber Corporation","Montréal, QC H3B 4N4","9614-Labourers in wood, pulp and paper processing",10
Quebec,"High Wage","École St Georges de Montréal","Montréal, QC H3Y 1R9","4032-Elementary school and kindergarten teachers",1
Quebec,"High Wage","Effenti inc.","Québec, QC G1W 0G6","2174-Computer programmers and interactive media developers",1
Quebec,"High Wage","Équipements Inotrac Inc.","Varennes, QC J3X 0C1","7312-Heavy-duty equipment mechanics",1
Quebec,"High Wage","ExcelTelecom Inc.","Laval, QC H7S 1P9","7246-Telecommunications installation and repair workers",1
Quebec,"High Wage","Exfo Inc.","QUÉBEC, QC G1M  2K","2147-Computer engineers (except software engineers and designers)",1
Quebec,"High Wage","Ezeflow Inc","Granby, QC J2J 1J6","7237-Welders and related machine operators",2
Quebec,"High Wage","Fabrication Rampes et Escaliers Prestige Inc.","Montréal, QC H1E 5C7","7237-Welders and related machine operators",1
Quebec,"High Wage","Fabrication SIMA Inc.","Stoke, QC J0B 3G0","7237-Welders and related machine operators",1
Quebec,"High Wage","Filature Lemieux Inc.","St-Ephrem, QC G0M 1R0","7311-Construction millwrights and industrial mechanics",1
Quebec,"High Wage","Fitness YUL inc.","Montréal, QC H2P 0B5","5254-Program leaders and instructors in recreation, sport and fitness",2
Quebec,"High Wage","Forets Star Inc.","Caplan, QC G0C 1H0","7312-Heavy-duty equipment mechanics",2
Quebec,"High Wage","Fourgons Leclair inc","Terrebonne, QC J6Y 0J8","7237-Welders and related machine operators",2
Quebec,"High Wage","Garderie Les Adorables Inc.","Laval, QC H7L 1K4",6322-Cooks,1
Quebec,"High Wage","Gestion Catherine Giguère Inc.","Lachute, QC J8H 2M9","6311-Food service supervisors",6
Quebec,"High Wage","Gestion Georges Abraham Inc","Chicoutimi, QC G7H 1T5",6322-Cooks,1
Quebec,"High Wage","GFL Environmental Inc","Montréal-Est, QC H1B 1B4","7312-Heavy-duty equipment mechanics",4
Quebec,"High Wage","Grillades Peri-Peri des Forges inc.","Trois-Rivières, QC G8Y 4Z3",6322-Cooks,1
Quebec,"High Wage","Groupe Bibeau inc.","Saint-Félix-de-Valois, QC J0K 2M0","7237-Welders and related machine operators",6
Quebec,"High Wage","Groupe Boombox Inc.","St-Sauveur, QC J0R 1R6","5131-Producers, directors, choreographers and related occupations",1
Quebec,"High Wage","Groupe Champlain Inc.","Montréal, QC H1G 2J5","3413-Nurse aides, orderlies and patient service associates",6
Quebec,"High Wage","Groupe International Travelway Inc.","Montréal, QC H4S 1A7","0124-Advertising, marketing and public relations managers",1
Quebec,"High Wage","Groupe J. F. Nadeau Inc.","Sainte-Mélanie, QC J0K 3A0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,"High Wage","Groupe JL Leclerc Inc.","SAINT-ANTOINE-DE-TILLY, QC G0S  2C","7237-Welders and related machine operators",2
Quebec,"High Wage","GRUES J.L.R. INC.","Québec, QC G1N 4H8","7312-Heavy-duty equipment mechanics",1
Quebec,"High Wage","Gurit Tooling (Americas) Inc.","Montreal, QC H4T 1E7","2232-Mechanical engineering technologists and technicians",1
Quebec,"High Wage","H.Leggett & Fils 2000 Inc.","Namur, QC J0V 1N0","7312-Heavy-duty equipment mechanics",2
Quebec,"High Wage","Hervé Matte et Fils inc.","Donnacona, QC G3M 1W6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"High Wage","HPC Hydraulique Inc","Sept-Iles,, QC G4R 5J2","7231-Machinists and machining and tooling inspectors",3
Quebec,"High Wage","Hydrolico Inc.","Terrebonne, QC J6Y 0J8","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","IGA Extra Marché du Faubourg Greenfield Park inc.","Greenfield Park, QC J4V 3R4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Quebec,"High Wage","INDUSTRIES CHIC INC.","Saguenay, QC G7K 1A4","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Industries de la Rive-Sud ltée","Sainte-Croix, QC G0S 2H0","0213-Computer and information systems managers",1
Quebec,"High Wage","Industries Dodec Inc.","Saguenay, QC G7K 1A4","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Industries Dodec Inc.","Saguenay, QC G7K 1A4","7237-Welders and related machine operators",7
Quebec,"High Wage","Industries et Équipements Laliberté Ltée","SAINTE-CLAIRE, QC G0R 2V0","7237-Welders and related machine operators",1
Quebec,"High Wage","Industries Hydraumarc Inc.","La Baie, QC G7B 2N4","7231-Machinists and machining and tooling inspectors",2
Quebec,"High Wage","Industries Machinex inc.","Plessisville, QC G6L 3G9","7311-Construction millwrights and industrial mechanics",2
Quebec,"High Wage","Industries Machinex inc.","Plessisville, QC G6L 3G9","7333-Electrical mechanics",1
Quebec,"High Wage","Institut de Cardiologie de Montréal","MONTRÉAL, QC H1T 1C8","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Institut universitaire de cardiologie et de pneumologie de Québec","Québec, QC G1V 4G5","3012-Registered nurses and registered psychiatric nurses",1
Quebec,"High Wage","Intact Corporation Financière","Montréal, QC H3A 2A5","2171-Information systems analysts and consultants",1
Quebec,"High Wage","INTÉGRATION DOLPHIN INC.","Laval, QC H7T  2R","2133-Electrical and electronics engineers",1
Quebec,"High Wage","Inter-Cité Construction Ltée","Saguenay, QC G7H 5B5","7311-Construction millwrights and industrial mechanics",2
Quebec,"High Wage","Intermark Transport INC","La Prairie,, QC J5R 6W9","7511-Transport truck drivers",1
Quebec,"High Wage","Iris, Le Groupe Visuel (1990) Inc.","Laval, QC H7T 2P5",3121-Optometrists,1
Quebec,"High Wage","IRT Technologies Inc","Montreal, QC H4R 2K9","2133-Electrical and electronics engineers",1
Quebec,"High Wage","J.A. Roby Inc.","Québec, QC G2N 2C9","7237-Welders and related machine operators",2
Quebec,"High Wage","J.C. Bolduc Alignement inc.","Mont-Laurier, QC J9L 1M8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"High Wage","J.L.M. Usinage de Précision Inc.","Saint-Augustin-de-Desma, QC G3A 1T1","7231-Machinists and machining and tooling inspectors",2
Quebec,"High Wage","JAC Constructions et Rénovations Inc.","Laval, QC H7L 0C9","0711-Construction managers",1
