Province/Territoire,Volet du programme,Employeur,Adresse,Profession ,Postes Approuvés
Nouveau-Brunswick,  Agriculture primaire,Slocum's Farm Fresh Produce Ltd.,"Waterborough, E4C2Y3",8431-Ouvriers agricoles,12
Nouveau-Brunswick,  Agriculture primaire,Tuddenham Farms Ltd,"St. Stephen, E3L2X1",8431-Ouvriers agricoles,6
Nouveau-Brunswick,  Talent mondial,Cavendish Farms Corporation,"Dieppe, E1A6X4",0821-Gestionnaires en agriculture,1
Nouveau-Brunswick,  Talent mondial,Educode Canada Inc.,"Moncton, E1C1G2",0213-Gestionnaires des systèmes informatiques,1
Nouveau-Brunswick,  Talent mondial,Moltex Energy Canada Inc.,"Saint John, E2L2B2",2112-Chimistes,1
Nouveau-Brunswick,  Talent mondial,Rogers Communications Canada Inc,"Moncton, E1C0G1",0213-Gestionnaires des systèmes informatiques,1
Nouveau-Brunswick,  Talent mondial,Rogers Communications Canada Inc,"Moncton, E1C0G1",2173-Ingénieurs et concepteurs en logiciel,1
Nouveau-Brunswick,  Talent mondial,Rogers Communications Canada Inc,"Moncton, E1C0G1",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire, 9053-8513 Québec Inc.,"Saint-Hyacinthe, J2S4Z8",6311-Superviseurs des services alimentaires,2
Québec,     Haut salaire,1006823 B.C. LTD.,"Tadoussac, G0T2A0",6321-Chefs,1
Québec,     Haut salaire,10355372 Canada Inc.,"Baie-Comeau, G4Z3A8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,10573876 Canada Inc.,"BROSSARD, J4X2Y3",1226-Planificateurs de congrès et d'événements,1
Québec,     Haut salaire,1357-0726 Québec Inc.,"QUÉBEC, G1K8L4",6322-Cuisiniers,1
Québec,     Haut salaire,167239 canada inc,"mont laurier, J9L3J1",6322-Cuisiniers,2
Québec,     Haut salaire,213A Studio Créatif Inc.,"Montréal, H2S3X3",2175-Concepteurs et développeurs Web,1
Québec,     Haut salaire,2332-3983 QUÉBEC INC.,"Contrecoeur, J0L1C0",7511-Conducteurs de camions de transport,2
Québec,     Haut salaire,2413-9636 Québec Inc,"Victoriaville, G6P4B6",6322-Cuisiniers,1
Québec,     Haut salaire,2539-2903 Québec inc,"Val-Alain, G0S3H0",7311-Mécaniciens de chantier et mécaniciens industriels,1
Québec,     Haut salaire,2859-2491 Quebec Inc.,"Lourdes de Blanc-Sablon, G0G1W0",6211-Superviseurs des ventes - commerce de détail,1
Québec,     Haut salaire,2956-3632 Québec Inc.,"Montréal, H1Z3B7",7322-Débosseleurs et réparateurs de carrosserie,3
Québec,     Haut salaire,2M Ressources Inc.,"SAINT-JEAN-SUR-RICHELIEU, J3B1T4",7333-Électromécaniciens,5
Québec,     Haut salaire,3091-3206 Québec Inc. (Équipements DRL Inc),"Dorval, H9P2R8",7312-Mécaniciens d'équipement lourd,2
Québec,     Haut salaire,3235149 Canada Inc,"Vaudreuil-Dorion, J7V8P2",0731-Directeurs des transports,1
Québec,     Haut salaire,3557928 Canada Inc.,"Gatineau, J8P1E2",6311-Superviseurs des services alimentaires,3
Québec,     Haut salaire,3579000 canada Inc.,"Laval, H7T2H6",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,3887952 CANADA INC.,"Sept-îles, G4R4X6",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,3887952 CANADA INC.,"Sept-îles, G4R4X6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",8
Québec,     Haut salaire,4175174 Canada Inc.,"MONTREAL, H3J1S6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Québec,     Haut salaire,4229002 Canada Inc.,"MONTRÉAL, H2E1V3",6321-Chefs,1
Québec,     Haut salaire,6213359 Canada Inc.,"St Laurent, H4L3R5",1225-Agents aux achats,1
Québec,     Haut salaire,6735240 Canada inc.,"Chelsea, J9B1J3",6322-Cuisiniers,1
Québec,     Haut salaire,6817441 Canada Inc.,"Gatineau, J8T8G8",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,6829783 CANADA LTÉE,"Montréal, H2T1P3",6322-Cuisiniers,1
Québec,     Haut salaire,7917066 Canada Inc.,"St-Bruno-de-Guigues, J0Z2G0",7312-Mécaniciens d'équipement lourd,2
Québec,     Haut salaire,8394687 CANADA INC.,"Châteauguay, J6J4Z2",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,8835349 Canada Inc.,"Montréal, H2X1A1",1222-Adjoints de direction,1
Québec,     Haut salaire,9002-6683 QUÉBEC INC.,"Saint-Alexis-des-Monts, J0K1V0","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",1
Québec,     Haut salaire,9005-1319 Québec inc.,"Berthierville, J0K1A0",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,9013-7134 QUEBEC INC,"Québec, G1R3T3",6322-Cuisiniers,1
Québec,     Haut salaire,9016-7974 québec inc.,"Trois-Rivières, G9A6M1",6322-Cuisiniers,3
Québec,     Haut salaire,9019-1750 QUE INC,"Laval, H7S2B2",6221-Spécialistes des ventes techniques - commerce de gros,1
Québec,     Haut salaire,9043-2576 Québec Inc. (Mécanique Lourds Laval),"Laval, H7R1L2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,     Haut salaire,9046-0585 Québec Inc.,"Sainte-Hélène-de-Bagot, J0H1M0",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9052-7136 Québec Inc.,"Saint-Hyacinthe, J2S4Z5",6322-Cuisiniers,1
Québec,     Haut salaire,9052-7847 Quebec Inc,"MONTRÉAL, H3S1Z2",0631-Directeurs de la restauration et des services alimentaires,2
Québec,     Haut salaire,9052-9470 Québec Inc,"St-Lazare,QC, J7T2B8",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
Québec,     Haut salaire,9059-1447 Québec Inc.,"SAINT-VICTOR, G0M2B0",6322-Cuisiniers,1
Québec,     Haut salaire,9077-9828 Québec Inc. (Poulet Torino),"Laval, H7T2N3",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9078-4042 QUEBEC INC,"Montreal, H3C1L9",0711-Directeurs de la construction,1
Québec,     Haut salaire,9086-3010 Québec Inc.,"Saint-Augustin-de-Desmaures, G3A2V1",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,     Haut salaire,9091-4532 Québec Inc.,"L'ISLE-VERTE, G0L1L0",7237-Soudeurs et opérateurs de machines à souder et à braser,4
Québec,     Haut salaire,9099-7768 QUÉBEC INC.,"Saint-Augustin-de-Demaures, G3A1V9",7237-Soudeurs et opérateurs de machines à souder et à braser,3
Québec,     Haut salaire,9109-2353 Québec Inc.,"Saint-Laurent, H4S1B4",7511-Conducteurs de camions de transport,2
Québec,     Haut salaire,9109-7162 Québec Inc.,"Saguenay, G7H2A2",6322-Cuisiniers,2
Québec,     Haut salaire,9116-1521 Québec inc,"QUÉBEC, G1N2E6",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9122-4790 Québec Inc.,"Laval, H7M5Y6",2175-Concepteurs et développeurs Web,1
Québec,     Haut salaire,9126-6700 QUEBEC INC.,"MONTREAL, H8N1T1",7312-Mécaniciens d'équipement lourd,1
Québec,     Haut salaire,9131-8501 Québec inc.,"Québec, G1R3X3",6321-Chefs,1
Québec,     Haut salaire,9135-8838 QUEBEC INC.,"SEPT-ILES, G4R1W8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,     Haut salaire,9158-1231 QUEBEC INC.,"Montreal, H3L2E5",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9158-1231 QUEBEC INC.,"Montreal, H3L2E5",6322-Cuisiniers,2
Québec,     Haut salaire,9178-3639 Québec inc.,"Saguenay, G7H2A2",6322-Cuisiniers,2
Québec,     Haut salaire,9179186 Canada Ltd.,"Montréal, H3C1R5",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,9182-6958 Québec Inc.,"Ile Perrot, J7V4X4",6322-Cuisiniers,1
Québec,     Haut salaire,9183-2907 quebec inc,"Rouyn-Noranda, J9X2R8",6322-Cuisiniers,1
Québec,     Haut salaire,9185-0321 Québec inc,"Maniwaki, J9E1Z9",6311-Superviseurs des services alimentaires,2
Québec,     Haut salaire,9185-0610 Québec Inc.,"LÉVIS, G6V6Y1",6322-Cuisiniers,2
Québec,     Haut salaire,9186-1906 QUÉBEC INC,"SALABERRY-DE-VALLEYFIELD, J6T1M4",0911-Directeurs de la fabrication,1
Québec,     Haut salaire,9190-4920 QUEBEC INC.,"LASALLE, H8N1X8",6322-Cuisiniers,1
Québec,     Haut salaire,9200-5933 QUÉBEC INC,"Plessisville, G6L2N1",6322-Cuisiniers,2
Québec,     Haut salaire,9208-4144 quc inc,"Sherbrooke, J1C0W2",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,     Haut salaire,9208-4144 quc inc,"Sherbrooke, J1C0W3",7311-Mécaniciens de chantier et mécaniciens industriels,2
Québec,     Haut salaire,9211-9080 QUÉBEC INC.,"Shawinigan, G9N4X3",7322-Débosseleurs et réparateurs de carrosserie,3
Québec,     Haut salaire,9213-1838 QUÉBEC INC.,"St-Pascal, G0L3Y0",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9215-5662 QUÉBEC INC.,"Sept-îles, G4R1Y2",6311-Superviseurs des services alimentaires,4
Québec,     Haut salaire,9220-8404 Québec inc.,"QUÉBEC, G1N2E6",6322-Cuisiniers,1
Québec,     Haut salaire,9226-5263 Québec Inc.,"RIVIÈRE-DU-LOUP, G5R1E2",6321-Chefs,1
Québec,     Haut salaire,9229-3224 QUÉBEC INC.,"Québec, G1K3A8",6322-Cuisiniers,2
Québec,     Haut salaire,9235 3804 QUÉBEC INC,"Montreal, H1Y1X6",6322-Cuisiniers,1
Québec,     Haut salaire,9244-8398 Quebec INC,"Quebec, G1R1S3",6322-Cuisiniers,2
Québec,     Haut salaire,9246-0245 Québec Inc.,"GATINEAU, J9J2V5",6311-Superviseurs des services alimentaires,3
Québec,     Haut salaire,9247-0632 Québec Inc.,"Saint-Hyacinthe, J2R1J9",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9248-9921 Québec inc,"Montreal, H1Z2X4",7272-Ébénistes,4
Québec,     Haut salaire,9249-6629 Québec inc.,"Cap-de-la Madeleine, G8T7A2",6322-Cuisiniers,1
Québec,     Haut salaire,9249-7833 QUEBEC INC,"LAVAL, H7T0E8",1241-Adjoints administratifs,1
Québec,     Haut salaire,9250-2566 Québec Inc,"Brossard, J4Y0L1",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,9253-2373 Québec Inc,"MONTRÉAL, H3W1H8",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9254-8411 Québec Inc,"QUÉBEC, G1N2E6",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9261-2712 québec inc.,"Trois-Rivières, G8T7A6",6322-Cuisiniers,1
Québec,     Haut salaire,9261-8107 Québec Inc.,"Sainte-Thérèse, J7E3E7",6332-Boulangers-pâtissiers,1
Québec,     Haut salaire,9262-8288 Québec Inc. (Mazagan),"SHERBROOKE, J1K1S1",6322-Cuisiniers,1
Québec,     Haut salaire,9266-8169 QUEBEC INC,"Montreal, H1L3M2",7511-Conducteurs de camions de transport,2
Québec,     Haut salaire,9278-1541 Québec Inc.,"MONTRÉAL, H3L1V9",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9278-2309 Québec Inc,"Quebec, G2J0B5",6311-Superviseurs des services alimentaires,1
Québec,     Haut salaire,92848779 Québec Inc.,"Ste-Julie, J3E0C3",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9310-3810 QUÉBEC INC.,"St-Lambert, J4P2J5",6321-Chefs,1
Québec,     Haut salaire,9310-5997 QUÉBEC INC.,"Montréal, H1Y1W5",6321-Chefs,1
Québec,     Haut salaire,9320-3487 Quebec Inc,"st-jean-sur-richelieu, J3A1B6",6322-Cuisiniers,2
Québec,     Haut salaire,9320-9880 Québec Inc.,"MONTRÉAL, H4A1X2",6322-Cuisiniers,1
Québec,     Haut salaire,9330-2230 Québec Inc.,"Magog, J1X2T3",6322-Cuisiniers,4
Québec,     Haut salaire,9332-8870 Québec Inc.,"Sainte-Anne-de-Bellevue, H9X1L5",6322-Cuisiniers,1
Québec,     Haut salaire,9335-0130 Québec Inc.,"Montréal, H3T1X5",6321-Chefs,1
Québec,     Haut salaire,9335-8950 Québec inc,"Montréal, H2T2J2",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9336-7472 Québec inc.,"Laval, H7P0E4",6322-Cuisiniers,1
Québec,     Haut salaire,9340076 Canada Inc.,"MONTRÉAL, H3G1L3",6321-Chefs,1
Québec,     Haut salaire,9341-3375 QC Inc,"LA PRAIRIE, J5R2Z8",6322-Cuisiniers,1
Québec,     Haut salaire,9343-0221 Quebec Inc,"Brossard, J4Z3H1",6322-Cuisiniers,1
Québec,     Haut salaire,9343-7416 Québec inc.,"Saint-Jérôme, J7Z4M2",6322-Cuisiniers,1
Québec,     Haut salaire,9345-1482 Québec inc.,"Montréal, H2Y2G1",6322-Cuisiniers,1
Québec,     Haut salaire,9346 9500 quebec inc,"ST-AUGUSTIN-DE-DESMAURES, G3A0P3",7312-Mécaniciens d'équipement lourd,2
Québec,     Haut salaire,9347 6596 QUEBEC INC,"MONTREAL, H2K2B6",7237-Soudeurs et opérateurs de machines à souder et à braser,4
Québec,     Haut salaire,9348-3386 Québec Inc.,"Montréal, H3B4G1",6322-Cuisiniers,1
Québec,     Haut salaire,9348-7080 Québec Inc.,"Repentigny, J6A2S5",6322-Cuisiniers,2
Québec,     Haut salaire,9356-1751 Québec Inc.,"MONTRÉAL, H1S1K7",6321-Chefs,1
Québec,     Haut salaire,9358-0165 Québec Inc.,"MONTRÉAL, H3A1S8",6321-Chefs,1
Québec,     Haut salaire,9358-3409 Québec Inc,"MONTRÉAL, H2T1S4",6321-Chefs,2
Québec,     Haut salaire,9363-4269 Québec inc. 9363-4269,"St-Clet, J0P1S0",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,9363-9888 QUEBEC INC.,"Notre-Dame-De-L'Ile-Perrot, J7V7Z8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,9369-4149 Québec Inc.,"Mascouche, J7K2L5",6322-Cuisiniers,1
Québec,     Haut salaire,9375-6369 Québec Inc.,"DOLLARD-DES-ORMEAUX, H9A3J8",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9380-3799 Québec Inc.,"Montréal, H1M1Z3",6321-Chefs,1
Québec,     Haut salaire,9381-2212 Québec inc,"Lavaltrie, J5T1R4",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,9382-6147 Québec Inc.,"Bromont, H1L1C4",6322-Cuisiniers,1
Québec,     Haut salaire,9387-0780 Québec Inc.,"Brossard, J4W1Y5",6322-Cuisiniers,1
Québec,     Haut salaire,9392-5675 QUÉBEC INC,"Montréal, H2S1T5",0631-Directeurs de la restauration et des services alimentaires,1
Québec,     Haut salaire,9397-3535 Québec Inc.,"Laval, H7T2J2",6322-Cuisiniers,3
Québec,     Haut salaire,A7 Integration Inc.,"GRANBY, J2J1A8",2233-Technologues et techniciens en génie industriel et en génie de fabrication,2
Québec,     Haut salaire,AAR Aircraft Services – Trois-Rivières ULC,"Trois-Rivières, G9B2N8",7315-Mécaniciens et contrôleurs d'aéronefs,6
Québec,     Haut salaire,Absolunet inc.,"Boisbriand, J7H1S6",2171-Analystes et consultants en informatique,1
Québec,     Haut salaire,Aciers Lague Inc.,"Longueuil, J4G1L8",7237-Soudeurs et opérateurs de machines à souder et à braser,4
Québec,     Haut salaire,Aciers Lague Inc.,"Longueuil, J4G1L8","9536-Peintres, enduiseurs et opérateurs de postes de contrôle dans le finissage du métal - secteur industriel",1
Québec,     Haut salaire,Adfast Fasteners Inc,"Saint-Laurent, H4S1E7",7232-Outilleurs-ajusteurs,2
Québec,     Haut salaire,Aéronav inc.,"Pointe-Claire, H9R4T7",0711-Directeurs de la construction,1
Québec,     Haut salaire,Agf Du-For Inc.,"Montréal, H2N1P6",7237-Soudeurs et opérateurs de machines à souder et à braser,5
Québec,     Haut salaire,agileDSS,"Montréal, H2Y2G3",2171-Analystes et consultants en informatique,1
Québec,     Haut salaire,Airbus Canada Limited Partnership,"MONTRÉAL, H3B1Y8",2146-Ingénieurs en aérospatiale,1
Québec,     Haut salaire,ALBERT DAVIDSON INDUSTRIES LTee,"laval, H7P6G5",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
Québec,     Haut salaire,ALIMENTS KOKI S.E.N.C,"MONTREAL, H4B1V8",6322-Cuisiniers,1
Québec,     Haut salaire,Aliments Varma Inc,"LAVAL, H7R0B1",6321-Chefs,1
Québec,     Haut salaire,Alithya Canada Inc.,"Montréal, H3B5M2",1223-Agents des ressources humaines et de recrutement,1
Québec,     Haut salaire,Alliance Ford Inc.,"Sainte-Agathe-des-Monts, J8C3K8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,Andy Transport Inc,"Salaberry-de-Valleyfield, J6S6J2",7511-Conducteurs de camions de transport,8
Québec,     Haut salaire,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",2273-Officiers de pont du transport par voies navigables,6
Québec,     Haut salaire,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",2274-Officiers mécaniciens du transport par voies navigables,4
Québec,     Haut salaire,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7242-Électriciens industriels,2
Québec,     Haut salaire,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7532-Matelots de pont et matelots de salle des machines du transport par voies navigables,9
Québec,     Haut salaire,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7612-Autres manoeuvres et aides de soutien de métiers,1
Québec,     Haut salaire,Apex Laboratoire Inc.,"Québec, G1V2M2",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
Québec,     Haut salaire,Arden Holdings Inc,"Montreal, H4S1W8",5221-Photographes,1
Québec,     Haut salaire,ASMI Fabrication Inc.,"Alma, G8C0E1",7237-Soudeurs et opérateurs de machines à souder et à braser,3
Québec,     Haut salaire,ASTEK Canada Inc.,"Montréal, H2Y1M6",2171-Analystes et consultants en informatique,1
Québec,     Haut salaire,ASTEK Canada Inc.,"Montréal, H2Y1M6",2174-Programmeurs et développeurs en médias interactifs,2
Québec,     Haut salaire,ATELIER BROUILLETTE ET GAGNON INC.,"Shawinigan, G9N6Z3",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,Atelier d'usinage Mégatech A.Q. Inc.,"Québec, G1P4M9",7231-Machinistes et vérificateurs d'usinage et d'outillage,6
Québec,     Haut salaire,Atelier Genytech Inc,"LAURIER-STATION, G0S1N0",1522-Magasiniers et commis aux pièces,1
Québec,     Haut salaire,Atelier Genytech Inc,"LAURIER-STATION, G0S1N0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4
Québec,     Haut salaire,Atelier Genytech Inc.,"LAURIER-STATION, G0S1N0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
Québec,     Haut salaire,Auberge Saint-Antoine Inc,"Québec, G1K4C9",6322-Cuisiniers,1
Québec,     Haut salaire,Aurel Harvey & Fils Inc.,"La Malbaie, G5A1C5",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Québec,     Haut salaire,Aurel Harvey & Fils Inc.,"Saint-Augustin-des-Desmaures, G3A1W8",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Québec,     Haut salaire,Autobus Laval Ltée,"QUEBEC, G1C4N4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,Automative Data Solutions Inc.,"Montréal, H4P2G1",2174-Programmeurs et développeurs en médias interactifs,1
Québec,     Haut salaire,AUTOMOBILE B.W. INC.,"Montréal, H4N2C6",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,Automobiles JPD inc,"Montréal, H2G1X3",7322-Débosseleurs et réparateurs de carrosserie,1
Québec,     Haut salaire,Automobiles Relais 2000 inc.,"Sherbrooke, J1J2E9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Québec,     Haut salaire,AUTOS J.G. PINARD & FILS LTÉE,"STE-JULIENNE, J0K2T0",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,     Haut salaire,Ball Advanced Aluminum Technologies Holding Canada Inc,"Sherbrooke, J1K1B8",7232-Outilleurs-ajusteurs,1
Québec,     Haut salaire,Beaudry Morin Inc.,"Saint-Léonard-d'Aston, J0C1M0",7612-Autres manoeuvres et aides de soutien de métiers,1
