Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
Quebec,"    High Wage","9120-2945 Québec Inc.","Laval, QC H7M 3Y2",6322-Cooks,1
Quebec,"    High Wage","9120-9114 Québec Inc.","Saint-Jean-de-Matha, QC J0K 2S0","6311-Food service supervisors",1
Quebec,"    High Wage","9122-5508 Québec Inc.","Saint-Raymond, QC G3L 0B9",6321-Chefs,1
Quebec,"    High Wage","9122-5508 Québec Inc.","Saint-Raymond, QC G3L 0B9",6322-Cooks,1
Quebec,"    High Wage","9137-0619 QUÉBEC INC.","SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0","7237-Welders and related machine operators",2
Quebec,"    High Wage","9140-1935 Québec Inc.","Saint-Hyacinthe, QC J2T 1K3",6322-Cooks,3
Quebec,"    High Wage","9140-8047 Québec Inc.","Anjou, QC H1J 1K6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"    High Wage","9154-3389 Québec Inc.","Beloeil, QC J3G 4T2","6311-Food service supervisors",1
Quebec,"    High Wage","9166-3302 QUEBEC INC.","LAVAL, QC H7P 6C1","7332-Appliance servicers and repairers",1
Quebec,"    High Wage","9169-0982 Québec Inc. (Le Milsa)","Laval, QC H7M 1Y9",6321-Chefs,1
Quebec,"    High Wage","9169-0982 Québec Inc. (Le Milsa)","Laval, QC H7M 1Y9",6322-Cooks,1
Quebec,"    High Wage","9169-2087 Québec inc.","St-Philémon, QC G0R 4A0","6313-Accommodation, travel, tourism and related services supervisors",1
Quebec,"    High Wage","9170-4429 Qc Inc","HOWICK, QC J0S 1G0","2252-Industrial designers",1
Quebec,"    High Wage","9172-7859 Qc Inc","CARLETON-SUR-MER, QC G0C 1J0",6321-Chefs,1
Quebec,"    High Wage","9173-1901 Québec inc. (Môtel & Hôtel Le Luxembourg)","Québec, QC G2E 2H3","2283-Information systems testing technicians",1
Quebec,"    High Wage","9180-6091 Québec Inc.","Montréal, QC H4A 1Y2",6321-Chefs,1
Quebec,"    High Wage","9185-0321 Québec inc","Mont-Tremblant, QC J8X 2X4","6311-Food service supervisors",4
Quebec,"    High Wage","9186-1906 QUÉBEC INC","SALABERRY-DE-VALLEYFIELD, QC J6T 1M4","7237-Welders and related machine operators",1
Quebec,"    High Wage","9190-5398 Québec inc.","Albanel, QC G8M 5A3","7237-Welders and related machine operators",1
Quebec,"    High Wage","9193-3614 Québec Inc. (Juliette et Chocolat)","Longueuil, QC J4G 2M1",6332-Bakers,1
Quebec,"    High Wage","9193-6575 Québec Inc","Cap-d'Espoir, QC G0C 1G0","0111-Financial managers",1
Quebec,"    High Wage","9195-9908 QUÉBEC INC","Montreal, QC H2L 3S9",6322-Cooks,1
Quebec,"    High Wage","9200-2088 Québec Inc.","Mirabel, QC J7J  0E","7312-Heavy-duty equipment mechanics",4
Quebec,"    High Wage","9204-2100 QUEBEC INC","MONTREAL, QC H4A 3L5","1221-Administrative officers",1
Quebec,"    High Wage","9205-4675 Québec Inc.","Mont-Laurier, QC J9L 1L2","6311-Food service supervisors",2
Quebec,"    High Wage","9205-4675 Québec Inc.","Mont-Laurier, QC J9L 1L2",6322-Cooks,1
Quebec,"    High Wage","9206-4328 Quebec Inc.","Sainte-Martine, QC J0S 1V0","7322-Motor vehicle body repairers",1
Quebec,"    High Wage","9221-4790 Québec Inc","VAL D'OR, QC J9P 1W1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,"    High Wage","9224-6347 Quebec INC","Notre -Dame- Des -bois, QC J0B 2E0",6322-Cooks,1
Quebec,"    High Wage","9225-4168 Québec inc","Lévis, QC G7A 1C9","6311-Food service supervisors",1
Quebec,"    High Wage","9227-1154 Québec inc.","Saint-Hyacinthe, QC J2S 0G2",6321-Chefs,1
Quebec,"    High Wage","9235 3804 QUÉBEC INC","Montreal, QC H1Y 1X6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Quebec,"    High Wage","9247-0632 Québec Inc.","Saint-Hyacinthe, QC J2R 1J9","6311-Food service supervisors",1
Quebec,"    High Wage","9251-6327 Québec Inc.","Montréal, QC H3K 1S6","0124-Advertising, marketing and public relations managers",1
Quebec,"    High Wage","9251-8455 Québec Inc.","Repentigny, QC J6A 5K7",6322-Cooks,1
Quebec,"    High Wage","9252-9064 Québec Inc","Sainte-Julie, QC J3E 2J9","7333-Electrical mechanics",1
Quebec,"    High Wage","9253-0062 Québec Inc.","Montréal, QC H1X 3E3",6322-Cooks,1
Quebec,"    High Wage","9253-8180 Québec inc.","Saint-Joseph, QC G0S 2V0","7231-Machinists and machining and tooling inspectors",1
Quebec,"    High Wage","9255-4427 Québec Inc.","Québec, QC G1N 1N2","5223-Graphic arts technicians",1
Quebec,"    High Wage","9256-9656 Québec Inc.","Québec, QC G1M 3E6",6332-Bakers,1
Quebec,"    High Wage","9257-4680 Québec Inc.","Montréal, QC H4A 1V5",6332-Bakers,1
Quebec,"    High Wage","9257-8368 Québec Inc.","St-Laurent, QC H4L 3L9","6314-Customer and information services supervisors",1
Quebec,"    High Wage","9258-4739 QUÉBEC INC.","Terrebonne, QC J6X 4R3","9213-Supervisors, food, beverage and associated products processing",1
Quebec,"    High Wage","9263-7651 Québec inc.","Levis, QC G6W 7Y1","7313-Refrigeration and air conditioning mechanics",1
Quebec,"    High Wage","9269-1757 Québec Inc.","Saint-Sauveur-des-Monts, QC J0R 1R0",6332-Bakers,1
Quebec,"    High Wage","9271-6638 Québec Inc. (Garderie TchaTchaTcha)","Sherbrooke, QC J1G 1L1","1241-Administrative assistants",1
Quebec,"    High Wage","9273-3484 Québec inc.","Chateauguay, QC J6J 0A8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Quebec,"    High Wage","9275-2351 Québec inc.","Québec, QC G1K 3W1",6332-Bakers,1
Quebec,"    High Wage","9275-8119 Québec inc","Beauceville, QC G5X 1N3","6311-Food service supervisors",4
Quebec,"    High Wage","9277-5402 Québec inc.","Sherbrooke, QC J1L 1K1",6322-Cooks,1
Quebec,"    High Wage","9278-0576 Québec inc","Bromont, QC J2L 1Y1","6311-Food service supervisors",1
Quebec,"    High Wage","9280-3170 Quebec inc","Saint-Jerome, QC J7Y 0L7",6322-Cooks,1
Quebec,"    High Wage","9283-9034 Québec inc.","Alma, QC G8C 0H5","7231-Machinists and machining and tooling inspectors",2
Quebec,"    High Wage","9289-7602 Québec inc.","Montréal, QC H2T 1V2","1243-Medical administrative assistants",1
Quebec,"    High Wage","9290 8185 QUEBEC INC","Montreal, QC H1J 1R6","0601-Corporate sales managers",1
Quebec,"    High Wage","9292-2236 Québec Inc","SAINT LAZARE, QC J7T 2H9",6322-Cooks,2
Quebec,"    High Wage","9302-2077 Québec Inc.","Saint-Sauveur, QC J0R 1R0",6322-Cooks,1
Quebec,"    High Wage","9305-9103 quebec inc.","VICTORIAVILLE, QC G6S 1C1","7313-Refrigeration and air conditioning mechanics",1
Quebec,"    High Wage","9305-9160 Québec (Identité Québec Inc.)","QUÉBEC, QC G2E 6H5","1241-Administrative assistants",2
Quebec,"    High Wage","9309-0348 quebec inc","montreal nord, QC H1H 3E7",6332-Bakers,2
Quebec,"    High Wage","9314-6793 Québec Inc.","Cowansville, QC J2K 1N4","6311-Food service supervisors",2
Quebec,"    High Wage","9316-0851 Québec inc.","Saguenay, QC G7H 2A2",6322-Cooks,2
Quebec,"    High Wage","9321-5762 Québec inc.","Montréal, QC H1T 1G7",6332-Bakers,1
Quebec,"    High Wage","9326-9264 Quebec Inc","Pincourt, QC J7W 0H6","6315-Cleaning supervisors",1
Quebec,"    High Wage","9328-5062 Québec Inc.","Québec, QC G1V 1V6",6322-Cooks,1
Quebec,"    High Wage","9329-4866 Québec Inc.","Montréal, QC H4C 1N9",6321-Chefs,1
Quebec,"    High Wage","9331-5265 Québec inc.","Montréal, QC H4L 3M3",6322-Cooks,3
Quebec,"    High Wage","9337-7430 Québec inc. (Jimssy)","Victoriaville, QC G6P 1A7","7237-Welders and related machine operators",1
Quebec,"    High Wage","9338-3529 Québec Inc.","Québec, QC G1N 2E6",6322-Cooks,1
Quebec,"    High Wage","9338-9237 Québec Inc.","Longueuil, QC J4J 3X3","1225-Purchasing agents and officers",1
Quebec,"    High Wage","9341-3375 QC Inc","LA PRAIRIE, QC J5R 2Z8",6322-Cooks,1
Quebec,"    High Wage","9341-4365 quebec inc","Acton Vale, QC J0H 1A0",6322-Cooks,1
Quebec,"    High Wage","9341-8887 Québec Inc.","WESTMOUNT, QC H3Z 1P2",6322-Cooks,1
Quebec,"    High Wage","9342-7490 Quebec Inc.","Laval, QC H7E 1A1","7511-Transport truck drivers",13
Quebec,"    High Wage","9344-9098 Québec Inc.","Laval, QC H7W  1B",6332-Bakers,1
Quebec,"    High Wage","9347 6596 QUEBEC INC","Longueuil, QC J4G 1T5","7237-Welders and related machine operators",1
Quebec,"    High Wage","9347-5366 Québec inc","Montréal, QC H1S 3B1",6322-Cooks,1
Quebec,"    High Wage","9347-7271 Québec inc.","Sainte-Thérèse, QC J7E 1W9","2251-Architectural technologists and technicians",1
Quebec,"    High Wage","9351-8538 Québec inc. (Teresa & Sons)","Montréal, QC H3B  3G","1241-Administrative assistants",1
Quebec,"    High Wage","9352-7091 Québec Inc.","Val d'Or, QC J9P 0A5","7312-Heavy-duty equipment mechanics",1
Quebec,"    High Wage","9358-0165 Quebec Inc.","MONTREAL, QC H3A 1S8",6321-Chefs,2
Quebec,"    High Wage","9359-1980 Québec inc","Montreal, QC H2L 1R7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Quebec,"    High Wage","9360 1656 Quebec inc","Saint Bruno de Montarville, QC J3V 1P8",6332-Bakers,1
Quebec,"    High Wage","9362-0516 Québec Inc.","Montréal, QC H2S 1J1",6322-Cooks,2
Quebec,"    High Wage","9362-8717 Québec Inc.","Chibougamau, QC G8P 1R5",6322-Cooks,4
Quebec,"    High Wage","9363-5399 Québec inc","Québec, QC G1K 1K2",6322-Cooks,1
Quebec,"    High Wage","9363-8815 Québec Inc.","Montréal, QC H3B 0A2","1241-Administrative assistants",1
Quebec,"    High Wage","9364-8830 Québec inc","Québec, QC G1K 1K1",6321-Chefs,1
Quebec,"    High Wage","9367-5395 Québec Inc.","Québec, QC G1W 2L4","2175-Web designers and developers",1
Quebec,"    High Wage","9369-2895 QUEBEC INC","MONTREAL, QC H2V 2K3",6321-Chefs,1
Quebec,"    High Wage","9370-2702 Québec Inc.","Saint-Léonard, QC H1S 2X6","6311-Food service supervisors",1
Quebec,"    High Wage","9371-8971 Québec Inc.","Québec, QC G3E 0G3","2174-Computer programmers and interactive media developers",2
Quebec,"    High Wage","9373-8268 Quebec Inc.","Montreal, QC H2A 2G3",6322-Cooks,1
Quebec,"    High Wage","9374-2740 Québec inc.","Saint-Hyacinthe, QC J2S 1H2",6322-Cooks,1
Quebec,"    High Wage","9374-7319 Quebec Inc","Montrèal, QC H3K 1T3","1123-Professional occupations in advertising, marketing and public relations",1
Quebec,"    High Wage","9379-4592 QUÉBEC INC.","Québec, QC G3E 1J4","1241-Administrative assistants",1
Quebec,"    High Wage","93798957 quebec inc","Québec, QC G1X 1S1",6322-Cooks,1
Quebec,"    High Wage","9380-7162 Quebec Inc","Montreal, QC H2P 2S6","2175-Web designers and developers",1
Quebec,"    High Wage","9381-7773 QUEBEC INC","Paspebiac, QC G0C 2K0",6322-Cooks,2
Quebec,"    High Wage","9383-2863 Québec inc","St-laurent, QC H4L 5B3","0631-Restaurant and food service managers",4
Quebec,"    High Wage","9383-2863 Québec inc","St-laurent, QC H4L 5B3",6322-Cooks,6
Quebec,"    High Wage","9387-0780 Québec Inc.","Brossard, QC J4W 1Y5",6322-Cooks,1
Quebec,"    High Wage","9387-1069 Québec inc","Québec, QC G1K 3B3",6322-Cooks,1
Quebec,"    High Wage","9387-3297 Québec  Inc","Richelieu, QC J3L 6M7","6311-Food service supervisors",3
Quebec,"    High Wage","9394-1979 Québec inc","Gatineau, QC J8T 8A4",6322-Cooks,1
Quebec,"    High Wage","9395-2422 Québec Inc.","Montréal, QC H3B 5C9",6332-Bakers,1
Quebec,"    High Wage","9406-4755 Québec inc.","Anjou, QC H1J 1K6","2253-Drafting technologists and technicians",1
Quebec,"    High Wage","9407-3178 Québec Inc.","St-Jean-sur-Richelieu, QC J3B 5M2","6311-Food service supervisors",2
Quebec,"    High Wage","9407-3178 Québec Inc.","St-Jean-sur-Richelieu, QC J3B 5M2",6322-Cooks,1
Quebec,"    High Wage","9412-2439 Québec Inc.","Sherbrooke, QC J1G 2R5","1224-Property administrators",1
Quebec,"    High Wage","9413-9862 Québec Inc.","Montréal, QC H2V 2K7","0601-Corporate sales managers",1
Quebec,"    High Wage","9419-2457 Quebec Inc","DOLLARD-DES-ORMEAUX, QC H9G 2V5",6322-Cooks,1
Quebec,"    High Wage","9419-2606 QUEBEC INC.","Montréal, QC H2R 2P4","6311-Food service supervisors",2
Quebec,"    High Wage","9419-5633 QUÉBEC INC.","Témiscouata-sur-le-Lac, QC G0L 1X0","6311-Food service supervisors",6
Quebec,"    High Wage","9420-0185 Québec inc.","Sainte-Julie, QC J3E 1Z1",6322-Cooks,1
Quebec,"    High Wage","9420-5275 Québec inc.","Cowansville, QC J2K 1N4",6322-Cooks,2
Quebec,"    High Wage","9421-1422 Québec Inc.","SEPT-ÎLES, QC G4R 1Z1","6311-Food service supervisors",5
Quebec,"    High Wage","9422-2486 Québec Inc.","Sainte-Marie, QC G6E 1M2","6311-Food service supervisors",9
Quebec,"    High Wage","9425-9306 Quebec inc.","Montrèal, QC H2J  2L","7322-Motor vehicle body repairers",1
Quebec,"    High Wage","9426-2326 Québec Inc.","Laval, QC H7E 2B4","5223-Graphic arts technicians",1
Quebec,"    High Wage","9426388 Canada inc.","Saint-Joseph-de-Beauce, QC G0S 2V0",7271-Carpenters,1
Quebec,"    High Wage","9428-5731 Québec Inc.","Montréal, QC H2W 1T4",6322-Cooks,1
Quebec,"    High Wage","A. Malo compagnie ltée","Joliette, QC J6E 5N9","7231-Machinists and machining and tooling inspectors",2
Quebec,"    High Wage","A. Malo compagnie ltée","Joliette, QC J6E 5N9","7237-Welders and related machine operators",2
Quebec,"    High Wage","Abich Inc.","Montréal, QC H3X 2H9","2121-Biologists and related scientists",1
Quebec,"    High Wage","Académie Michèle-Provost","Montréal, QC H3G 1B3","4032-Elementary school and kindergarten teachers",1
Quebec,"    High Wage","Agence Humasanté inc.","Québec, QC G1W 4V9","1241-Administrative assistants",1
Quebec,"    High Wage",agileDSS,"Montréal, QC H2Y 2G3","2171-Information systems analysts and consultants",1
Quebec,"    High Wage","Agrimetal Inc","Wicham, QC J0C 1S0","7237-Welders and related machine operators",1
Quebec,"    High Wage","Alethia Biothérapetiques Inc.","Montréal, QC H2X 1Y4","2121-Biologists and related scientists",1
Quebec,"    High Wage","Alimentation Pierre-Luc Morin inc.","Lebel-sur-Quévillon, QC J0Y 1X0","6211-Retail sales supervisors",2
Quebec,"    High Wage","ALIMENTS MELLO INC.","Montréal, QC H2G 2H5","2211-Chemical technologists and technicians",1
Quebec,"    High Wage","Aliments Shanti Inc","Montreal, QC H4N 1G5",6321-Chefs,1
Quebec,"    High Wage","Alithya Canada Inc.","Montréal, QC H3B 3A5","2171-Information systems analysts and consultants",1
Quebec,"    High Wage","Allagma Technologies Inc.","Saint Laurent, QC H4T 1A7","1311-Accounting technicians and bookkeepers",1
Quebec,"    High Wage","alpha-meubles inc","Montreal, QC H4R 1X1",7272-Cabinetmakers,1
Quebec,"    High Wage","ALTEN Canada Inc.","Montréal, QC H3B 4N4","2174-Computer programmers and interactive media developers",1
Quebec,"    High Wage","Amaris Conseil Inc","Montréal, QC H2Y 2W8","2232-Mechanical engineering technologists and technicians",1
Quebec,"    High Wage","Andritz Hydro Canada Inc.","Pointe-Claire, QC H9R 1B9","7302-Contractors and supervisors, heavy equipment operator crews",1
Quebec,"    High Wage","Andy Transport Inc","Lachine, QC H8T 1C5","2281-Computer network technicians",1
Quebec,"    High Wage","Andy Transport Inc","Lachine, QC H8T 1C5","7511-Transport truck drivers",2
Quebec,"    High Wage","Aréo-Feu Ltée","Longueuil, QC J3Z 1G4","7312-Heavy-duty equipment mechanics",1
Quebec,"    High Wage","ARÈS BCV INC.","Boucherville, QC J4B 6G4",6332-Bakers,1
Quebec,"    High Wage","Armatures DNS 2000 Inc.","Montréal Nord, QC H1G 4S7","7231-Machinists and machining and tooling inspectors",1
Quebec,"    High Wage","Art Massif Structure de bois inc.","SAINT-JEAN-PORT-JOLI, QC G0R 3G0","2131-Civil engineers",1
Quebec,"    High Wage","Art Massif Structure de bois inc.","SAINT-JEAN-PORT-JOLI, QC G0R 3G0","2233-Industrial engineering and manufacturing technologists and technicians",1
Quebec,"    High Wage","ASBL Société de comptable professionel agréé Inc.","Montréal, QC H1Z 2K4","1311-Accounting technicians and bookkeepers",1
Quebec,"    High Wage","Association coopérative agricole de La ¨Patrie","LA PATRIE, QC J0B 1Y0","0621-Retail and wholesale trade managers",1
Quebec,"    High Wage","ASTEK Canada Inc.","Montréal, QC H2Y 1M6","2171-Information systems analysts and consultants",1
Quebec,"    High Wage","ASTEK Canada Inc.","Montréal, QC H2Y 1M6","2174-Computer programmers and interactive media developers",4
Quebec,"    High Wage","Atelier d'usinage Pierre Fortier Inc.","Vaudreuil-Dorion, QC J7V 8P2","7231-Machinists and machining and tooling inspectors",1
Quebec,"    High Wage","ATHLETE RMS INC.","Verdun, QC H3E 1A2","2175-Web designers and developers",1
Quebec,"    High Wage","Auberge du Draveur Inc.","Maniwaki, QC J9E 2B5",6322-Cooks,2
Quebec,"    High Wage","Auberge Happy Logis Inc.","Lac-Etchemin, QC G0R  1S",6322-Cooks,1
Quebec,"    High Wage","Auberge Saint-Antoine Inc","Québec, QC G1K 4C9",6322-Cooks,1
Quebec,"    High Wage","Automobiles Barraute Limitée","Val-d'Or, QC J9P 1R7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"    High Wage","Bandsintown Canada Inc.","Montréal, QC H2Y 2S1","2172-Database analysts and data administrators",1
Quebec,"    High Wage","Banque Nationale du Canada","Montréal, QC H3B 4L2","2174-Computer programmers and interactive media developers",2
Quebec,"    High Wage","Barrette-Chapais Ltée","St-Jean sur Richelieur, QC J3B 8K1","7311-Construction millwrights and industrial mechanics",1
Quebec,"    High Wage","Beaux Parterres Laurentiens (1980) Inc.","Québec, QC G2J 1G8","2225-Landscape and horticulture technicians and specialists",1
Quebec,"    High Wage","Beenox inc.","Quebec, QC G1K 3H3","1123-Professional occupations in advertising, marketing and public relations",1
