Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Colombie-Britannique,     Haut salaire,MTS Immigration Services Canada Ltd,"Surrey, BC V3X 0J2",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,MUSIC Tribe Brands CA Ltd.  o/a TC Helicon/Music Tribe Brands CA Ltd.,"Victoria, BC V8T 5L2",2174-Programmeurs et développeurs en médias interactifs,1
Colombie-Britannique,     Haut salaire,Nancy Market Ltd.,"NORTH VANCOUVER, BC V7P 3A5",6332-Boulangers-pâtissiers,1
Colombie-Britannique,     Haut salaire,NDY Management Canada Inc,"Vancouver, BC V6E 3Z3",2253-Technologues et techniciens en dessin,1
Colombie-Britannique,     Haut salaire,Neds Creek Blasting Ltd,"KAMLOOPS, BC V2C 2E5",7621-Manoeuvres à l'entretien des travaux publics,1
Colombie-Britannique,     Haut salaire,NiceJob Inc.,"Vancouver, BC V6B 1E5","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,     Haut salaire,North West Freightways Ltd,"Surrey, BC V3V 3Y5",7305-Surveillants du transport routier et du transport en commun,1
Colombie-Britannique,     Haut salaire,North West Freightways Ltd,"Surrey, BC V3V 3Y5",7511-Conducteurs de camions de transport,10
Colombie-Britannique,     Haut salaire,Northshore Paintless Car Restore Corp.,"NORTH VANCOUVER, BC V7L 1A4",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Northwest Truck Lines Inc,"SURREY, BC V3T 1Y7",7511-Conducteurs de camions de transport,12
Colombie-Britannique,     Haut salaire,O.Z. Granites Ltd.,"SURREY, BC V3W 1V9","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",1
Colombie-Britannique,     Haut salaire,ONSITE GEEKS LIMITED,"SURREY, BC V3W 3C8",2174-Programmeurs et développeurs en médias interactifs,1
Colombie-Britannique,     Haut salaire,ONSITE GEEKS LIMITED,"SURREY, BC V3W 3C8",7245-Monteurs de lignes et de câbles de télécommunications,2
Colombie-Britannique,     Haut salaire,Pannu Bros Trucking Ltd.,"Abbotsford, BC V4X 1G2",7511-Conducteurs de camions de transport,20
Colombie-Britannique,     Haut salaire,Panorama Mountain Village Inc.,"Panorama, BC V0A 1T0",2255-Personnel technique en géomatique et en météorologie,1
Colombie-Britannique,     Haut salaire,PICS Asia-Pacific College Education (PACE) Canada,"SURREY, BC V3W 1A4",2281-Techniciens de réseau informatique,1
Colombie-Britannique,     Haut salaire,Planet Immigration Services Inc.,"Surrey, BC V3W 3N4","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,     Haut salaire,Plascon Plastics Corp,"Delta, BC V3M 5T1",9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique,1
Colombie-Britannique,     Haut salaire,Punjabi Patrika Media Ltd.,"Abbotsford, BC V2T 6G4",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Quality First Collision Repairs (2013) Ltd.,"Surrey, BC V3W 4E7",7322-Débosseleurs et réparateurs de carrosserie,1
Colombie-Britannique,     Haut salaire,Raffles Transportation Group Inc,"Surrey, BC V3W 7S2",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,2
Colombie-Britannique,     Haut salaire,Rapid Finance Inc.,"Surrey, BC V3V 3K5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Rayavan Printing Inc.,"Vancouver, BC V5M 2A4","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Regal Drywall Ltd.,"Surrey, BC V4N 0J8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,Regent Christian Academy Society,"SURREY, BC V3S 2A6",4033-Conseillers en information scolaire,1
Colombie-Britannique,     Haut salaire,Reliance fencing & landscaping Ltd.,"Surrey, BC V3W 0P5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Reliance fencing & landscaping Ltd.,"Surrey, BC V3W 0P5","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,     Haut salaire,Royal Star Enterprises Inc.,"Kelowna, BC V1X 7W1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,     Haut salaire,Russell McMann Builders Group,"NANAIMO, BC V9R 6W5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,shema food and caterers ltd,"Surrey, BC V3W 3E9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,     Haut salaire,Shootbox Media Inc.,"Vancouver, BC V6G 2A9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Colombie-Britannique,     Haut salaire,Sidhu Great Construction Group Ltd.,"Surrey, BC V3X 3N1",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,Sidhu Plumbing & Heating Ltd.,"Surrey, BC V3S 1C2",7251-Plombiers,2
Colombie-Britannique,     Haut salaire,Smoking Gun Interactive Inc.,"Vancouver, BC V6C 0C4",2174-Programmeurs et développeurs en médias interactifs,1
Colombie-Britannique,     Haut salaire,Smoking Lily Sales Agency Inc,"victoria, BC V8W 1T9","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,Spark International Trading Ltd.,"Burnaby, BC V5E 1C4",1122-Professionnels des services-conseils en gestion aux entreprises,1
Colombie-Britannique,     Haut salaire,StructureCraft,"Abbotsford, BC V2T 6B1",9437-Opérateurs de machines à travailler le bois,1
Colombie-Britannique,     Haut salaire,StructureCraft Builders Inc.,"Delta, BC V4G 1G9",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
Colombie-Britannique,     Haut salaire,SYSA CONSULTING LTD,"SURREY, BC V3R 6M5",7237-Soudeurs et opérateurs de machines à souder et à braser,4
Colombie-Britannique,     Haut salaire,The Bombay Sweets,"Port Coquitlam, BC V3C 3H1",6321-Chefs,1
Colombie-Britannique,     Haut salaire,Tiger Traffic Services Ltd.,"SURREY, BC V3R 3G2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Trainturf Academic Solutions Limited,"ABBOTSFORD, BC V3G  0C","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,Trans Empire Logistics Inc,"SURREY, BC V3V 7X4",0731-Directeurs des transports,1
Colombie-Britannique,     Haut salaire,Trans Empire Logistics Ltd.,"SURREY, BC V3V 7X4",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Trans Empire Logistics Ltd.,"SURREY, BC V3V 7X4",7511-Conducteurs de camions de transport,6
Colombie-Britannique,     Haut salaire,Underhill Geomatics Inc.,"BURNABY, BC V5A 4W2",2131-Ingénieurs civils,1
Colombie-Britannique,     Haut salaire,Uppal Building Supplies Ltd,"SURREY, BC V3W 4E8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,UTAH TRANSPORT LTD.,"Abbotsford, BC V2T 1G8",7511-Conducteurs de camions de transport,1
Colombie-Britannique,     Haut salaire,VANCOUVER ARTS ACADEMY LTD.,"Richmond, BC V6X 2A5",4032-Enseignants aux niveaux primaire et préscolaire,1
Colombie-Britannique,     Haut salaire,Vancouver Woodcarving Inc,"VANCOUVER, BC V5X 3M3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Versafrom Canada Corporation,"Langley, BC V2Y 1N1",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Colombie-Britannique,     Haut salaire,Western Coast Enterprise Ltd,"RICHMOND, BC V7A 4Z1",0113-Directeurs des achats,1
Colombie-Britannique,     Haut salaire,WIT Foods Inc.,"Richmond, BC V6W 1J9",1411-Employés de soutien de bureau généraux,1
Colombie-Britannique,   Bas salaire,0592820 B.C. Ltd.,"Kelowna, BC V1Y 6C6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,0733244 BC LTD,"Prince Rupert, BC V8J 1A8",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,0829882 BC Ltd,"Vancouver, BC V6K 2H3",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,0829882 BC Ltd,"WHITE ROCK, BC V4B 2E1",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,0852905 BC Ltd.,"White Rock, BC V4B  2E",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,0865561 BC Ltd.,"LANGLEY, BC V2Y 1A2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,0890207 BC Ltd,"Hope, BC V0X 1L4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,0905084 BC Ltd dba Pizza 64,"SURREY, BC V3W 1X7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,0905084 BC Ltd dba Pizza 64,"SURREY, BC V3W 1X7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,0922206 BC Ltd,"Victoria, BC V8W 2B6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,0947365 B.C. LTD. DBA DOMINO'S PIZZA,"VANCOUVER, BC V5R 4H6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,0965945 B.C. Ltd.,"RICHMOND, BC V6X 2C9",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,0969112 B.C. Ltd,"SURREY, BC V3S 8Y5",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,0973315 B.C. Ltd. DBA Mai's Vietnamese,"LANGLEY, BC V1M 1Y4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,0975366 BC Ltd o/a Happy Learning Childcare Centre,"NEW WESTMINSTER, BC V3M 2T9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,0988810 B.C. Ltd.,"SURREY, BC V3T 3E5",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,1005394 BC LTD.,"Revelstoke, BC V0E 2S0",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1013898 BC Ltd,"SURREY, BC V3W 3E5",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,1021012 BC Ltd,"SURREY, BC V3W 1P8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,1021012 BC Ltd,"SURREY, BC V3W 1P8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,1026764 BC Ltd,"ABBOTSFORD, BC V2T 2X6",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1031230 B.C. Ltd.,"Vancouver, BC V6H 4C1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,1043909 BC Ltd.,"Burnaby, BC V5J 0A6",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,1057205 BC Ltd. o/a Roots Cafe,"VANCOUVER, BC V5X 3G9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,1073041 bc Ltd,"WHISTLER, BC V0N 1B4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,1085857 BC Ltd. dba A Repair Appliance Repair,"VANCOUVER, BC V6H 1G7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1096684 B.C. Ltd o/a Pizza Hut,"Salmon Arm, BC V1E 1E4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,1097515 BC Ltd,"DUNCAN, BC V9L 4C2",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,1105541 BC Ltd,"Campbell River, BC V9W 2R1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,1111885 B.C Ltd,"Abbotsford, BC V2T 1A4",6611-Caissiers,1
Colombie-Britannique,   Bas salaire,1122957 BC Ltd.,"ABBOTSFORD, BC V2T 0E2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,1122957 BC Ltd.,"ABBOTSFORD, BC V2T 0E2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,1124171 BC LTD,"VANCOUVER, BC V5W 3A4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1124171 BC Ltd.,"VANCOUVER, BC V5W 3A4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,1161208 B.C Ltd,"BURNABY, BC V3N 2S9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,1165958 BC LTD.,"Coquitlam, BC V3B 1Y7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,1255 Lynn Valley Hospitality Ltd.,"North Vancouver, BC V7J 0A1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,1914600 Alberta Ltd. o/a The Canadian Brewhouse (Abbotsford),"Abbotsford, BC V2T 0C5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,445521 BC Ltd.,"Burnaby, BC V5C 2H5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,526898 BC Ltd,"DAWSON CREEK, BC V1G 3R1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,550269 B.C Ltd. o/a Hanshik Nara Restaurant,"Victoria, BC V8W 1N1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,615485 B.C. Ltd.,"New Westminster, BC V3L 5V1",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,645890 BC Ltd.,"CHILLLIWACK, BC V2P 2P6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,661736 BC Ltd. o/a Mac's Convenience Store Inc.,"WHISTLER, BC V0N 1B4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,7951012 Restaurant Ltd. o/a Friendly Thai Restaurant,"GIBSONS, BC V0N 1V9",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,A & I Immigration Services Ltd.,"SURREY, BC V3W 1N6",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,A SANGHA TRUCKING LTD,"SURREY, BC V3T 4K7",7511-Conducteurs de camions de transport,5
Colombie-Britannique,   Bas salaire,AB PIZZA LTD. SCOTT HILL PIZZA LTD.,"SURREY, BC V3W 1A3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,ADM PRE-DEMOLITION INSPECTION SERVICES LTD,"Abbotsford, BC V2T 4K1",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Afghan Chopan Restaurant Ltd.,"SURREY, BC V3W 3A8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Albco Developments Ltd.,"RADIUM HOT SPRINGS, BC V0A 1M0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,ALBERNI VALLEY GAMING ASSOCIATION,"Port Alberni, BC V9Y 8E9",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Alfa Pizza Ltd.(1979)Ltd.,"DELTA, BC V4L 2A2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Amato Gelato Ltd,"VANCOUVER, BC V5T 1A1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,AMCGN MEDIA INC,"RICHMOND, BC V6X 2C2",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,   Bas salaire,Amir bakery LTD,"North Vancouver, BC V7L 2S8",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Angel Foods Ltd,"Coquitlam, BC V3J 2S7",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Colombie-Britannique,   Bas salaire,Anie's Pizza Bakery Inc,"CACHE CREEK, BC V0K 1H0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Anie's Pizza Bakery Inc,"CACHE CREEK, BC V0K 1H0",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Anmol Beverage Enterprise (#3) Ltd,"VANCOUVER, BC V6C 3L0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,ARROW ENVIRO INC.,"SURREY, BC V3V 3N4",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Ash Appliance Repair Ltd.,"VANCOUVER, BC V6H 3X8",7332-Réparateurs et préposés à l'entretien d'appareils,1
Colombie-Britannique,   Bas salaire,Aspra Plumbing & Heating Ltd.,"DELTA, BC V4C 2E6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,ATJ Food Limited o/a Domino's Pizza #10029,"RICHMOND, BC V6X 3T3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Bai Bua Thai Cuisine Corp,"Vancouver, BC V5K 1Y8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Ballroom Billiards Ltd,"Surrey, BC V3S 6K1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Barriere Sub 4 US Ent Ltd.,"Barriere, BC V0E 1E0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Bayside Inn & pub Ltd,"Alert Bay, BC V0N 1A0",6312-Gouvernants principaux,1
Colombie-Britannique,   Bas salaire,BDS Job Agency Ltd.,"SURREY, BC V3W 1A4",1241-Adjoints administratifs,2
Colombie-Britannique,   Bas salaire,BDS Job Agency Ltd.,"SURREY, BC V3W 1A4",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,BE Pressure Supply Inc.,"ABBOTSFORD, BC V2T 6W3",1521-Expéditeurs et réceptionnaires,10
Colombie-Britannique,   Bas salaire,Bescrop Holdings Inc. o/a Tapio Tea Company,"Richmond, BC V6V 1P3",1524-Commis aux achats et au contrôle de l'inventaire,1
Colombie-Britannique,   Bas salaire,Bharowal Immigration & Education Solution Ltd.,"SURREY, BC V3W 2K7",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Brite Star Painting Ltd.,"SURREY, BC V3T 1C1",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
Colombie-Britannique,   Bas salaire,Cango Immigration Consulting Inc.,"Vancouver, BC V7Y 1K8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,CENTRUM CONCIERGE & SECURITY LTD.,"Vancouver, BC V6B 2Z4",1224-Agents de gestion immobilière,1
Colombie-Britannique,   Bas salaire,Chase Subway,"Chase, BC V0E 1M0",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Chau Veggie Express,"VANCOUVER, BC V5P 3T8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Christine Jewellers Ltd,"Richmond, BC V6X 4J7","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
Colombie-Britannique,   Bas salaire,Chubby Funsters Ltd o/a Chubby Funsters Kitchen and Cocktails,"Revelstoke, BC V0E 2S0",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Circle M Outfitters,"PRINCE GEORGE, BC V2M 7A5",6532-Guides d'activités récréatives et sportives de plein air,2
Colombie-Britannique,   Bas salaire,Columbia Seal Ltd.,"BURNABY, BC V5A 3J7",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Commons Pizza Ltd. o/a Uncle Fatih,"VANCOUVER, BC V6T 1Z1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Crisply Poulet Food Ltd,"North Vancouver, BC V7P 1R9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Crystal At York Banquet Centre Ltd.,"SURREY, BC V3W 3A8",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,D & M Security Inc.,"Surrey, BC V3V 6A4",6541-Agents de sécurité et personnel assimilé des services de sécurité,1
Colombie-Britannique,   Bas salaire,D Dhaliwal Construction Ltd.,"DELTA, BC V4C 0C5",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Danlan Enterprises Inc.,"Nanaimo, BC V9T 4T7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Dcat Partners Ltd,"Fort St John, BC V1J 0R4",6322-Cuisiniers,7
Colombie-Britannique,   Bas salaire,Delta Golf Course (2015) Ltd.,"Delta, BC V4K 3N3",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Delta Golf Course (2015) Ltd.,"Delta, BC V4K 3N3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Delta Plumbing And Heating Ltd.,"Delta, BC V4C 6T8",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Deol Pacific Enterprises Ltd.,"Abbotsford, BC V4X 2M9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Dinestcorp Holding Ltd,"RICHMOND, BC V7C 0B8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Dinestcorp Holding Ltd,"RICHMOND, BC V7C 0B8",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,DOUBLE CROWN INVESTMENTS INC,"Surrey, BC V3W 2N5",6421-Vendeurs - commerce de détail,1
Colombie-Britannique,   Bas salaire,Dragon Lotus Restaurant Ltd,"PEACHLAND, BC V0H 1X7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Eagle Fencing Ltd.,"Chilliwack, BC V2R 0M7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Echo Fresh Food Ltd.,"BURNABY, BC V5J 0A3",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,El Comal Mexican Foods Corp.,"Burnaby, BC V5A 2H4","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
Colombie-Britannique,   Bas salaire,ESSAR FINISHING CARPENTRY LTD.,"SURREY, BC V3W 0W9",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Executive Hotels & Resorts,"BURNABY, BC V5C 3Y6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Felme Commercial LTD,"Kelowna, BC V1Y 1V8",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,FESTAL CAFE LTD.,"vancouver, BC V6C 1T1",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,FESTAL CAFE LTD.,"vancouver, BC V6C 1T1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Four Olives Restaurant Ltd,"Vancouver, BC V6R 2J1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Fraserview Tandoori House Ltd,"Vancouver, BC V5X 3J3","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Colombie-Britannique,   Bas salaire,Fresh Curry Bistro Ltd,"Surrey, BC V3T 2K1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Fusion Beauty Skin and Nails Inc,"Surrey, BC V3T 4X8","6562-Esthéticiens, électrolystes et personnel assimilé",2
Colombie-Britannique,   Bas salaire,G & H Insulation Ltd.,"SURREY, BC V3X 2N3",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,GD Holdings Ltd o/a Quiznos Sub,"DELTA, BC V4G 1L5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,GH Sharma Enterprises Ltd.,"Maple Ridge, BC V2X 2P8",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Global Montessori Leadership and Training Ltd,"Langley, BC V3A 3X1",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Golden Dragon Restaurant,"Port Alberni, BC V9Y 5L6",6321-Chefs,1
Colombie-Britannique,   Bas salaire,GoodHome Painting Inc.,"Vancouver, BC V6J 2K6",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Colombie-Britannique,   Bas salaire,Grace Of India Ltd,"Vancouver, BC V5V 3E1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Green Grass Productions Inc,"VANCOUVER, BC V6B 6L5",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Gurnoor Homes Ltd.,"Surrey, BC V3W 0K3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,   Bas salaire,H C Foods Ltd.,"NORTH VANCOUVER, BC V7R 2N9",6332-Boulangers-pâtissiers,2
Colombie-Britannique,   Bas salaire,H&S Insulation Ltd,"SURREY, BC V3W 6X5",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Hawksworth Restaurant Services Inc.,"Vancouver, BC V6C 0B4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Heart Connection Inc.,"Vancouver, BC V6E 1C6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Heart Connection Inc. o/a Ramen Danbo,"VANCOUVER, BC V6J 1S4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Helios Roofing and Waterproofing Ltd.,"BURNABY, BC V5H 4H2",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Hi Five 24 Food Ltd.,"MAPLE RIDGE, BC V2W 1H5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Himalaya Indian Cuisine Ltd.,"ABBOTSFORD, BC V3T 2X9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Himalaya Indian Cuisine Ltd.,"ABBOTSFORD, BC V3T 2X9",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,HK Holdings Ltd,"Terrace, BC V8G 1P9",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Hobbs Gourmet Ltd,"Coquitlam, BC V3E 1K9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Home Life Construction Ltd.,"SURREY, BC V3W 2V7",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Colombie-Britannique,   Bas salaire,HY'S OF CANADA LTD. HY'S Whistler,"WHISTLER, BC V0N 1B4",6322-Cuisiniers,6
Colombie-Britannique,   Bas salaire,I.T. Productions Ltd.,"Burnaby, BC V5B 3A6",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Imperial Shake Co. Ltd.,"MAPLE RIDGE, BC V2W 1B9",9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,2
