",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Nouvelle-Écosse,"  Agriculture primaire","J & M Reeves Christmas Greens Limited","New Ross, NS B0J 2M0","8432-Ouvriers de pépinières et de serres",Inconnu,2,5
Nouvelle-Écosse,"  Agriculture primaire","Kilany Farms Ltd.","Port Williams, NS B0P 1T0","8431-Ouvriers agricoles",Inconnu,1,6
Nouvelle-Écosse,"  Agriculture primaire","M. KEDDY FARM & FOREST LTD.","New Ross, NS B0J 2M0","8432-Ouvriers de pépinières et de serres",Inconnu,2,12
Nouvelle-Écosse,"  Agriculture primaire","Melvin Farms Limited","Canning, NS B0P 1H0","8431-Ouvriers agricoles",Inconnu,3,26
Nouvelle-Écosse,"  Agriculture primaire","Millen Farms Ltd","Great Village, NS B0M 1L0","8431-Ouvriers agricoles",Inconnu,2,216
Nouvelle-Écosse,"  Agriculture primaire","Nazinga Farms Ltd","Aylesford, NS B0P 1C0","8431-Ouvriers agricoles",Inconnu,1,16
Nouvelle-Écosse,"  Agriculture primaire","North 45 Orchards Limited","Elderbank, NS B0N 1K0","8431-Ouvriers agricoles",Inconnu,1,5
Nouvelle-Écosse,"  Agriculture primaire","Perfect Berries Ltd.","Berwick, NS B0P 1E0","8431-Ouvriers agricoles",Inconnu,3,15
Nouvelle-Écosse,"  Agriculture primaire","Power Farms Inc.","Canning, NS B0P 1H0","8431-Ouvriers agricoles",Inconnu,1,9
Nouvelle-Écosse,"  Agriculture primaire","Reimer Gardens Inc.","Waterville, NS B0P 1V0","8431-Ouvriers agricoles",Corporation,1,14
Nouvelle-Écosse,"  Agriculture primaire","River Breeze Farm Limited","Upper Onslow, NS B6L 6Y3","8431-Ouvriers agricoles",Inconnu,1,8
Nouvelle-Écosse,"  Agriculture primaire","Sarsfield Farms Incorporated","Kentville, NS B4N 3V7","8431-Ouvriers agricoles",Inconnu,2,24
Nouvelle-Écosse,"  Agriculture primaire","Spurr Brothers Farms Ltd","Melvern Square, NS B0P 1R0","8431-Ouvriers agricoles",Inconnu,3,5
Nouvelle-Écosse,"  Agriculture primaire","Stirlings Mountainside Farms 2017 Ltd","Centreville, NS B0P 1J0","8431-Ouvriers agricoles",Inconnu,1,24
Nouvelle-Écosse,"  Agriculture primaire","T. E. Boyle Farm & Forestry Limited","Antigonish County, NS B0H 1A0","8431-Ouvriers agricoles",Inconnu,2,5
Nouvelle-Écosse,"  Agriculture primaire","T.K. Palmer & Sons Contracting Inc.","Kentville, NS B0P 1C0","8431-Ouvriers agricoles",Inconnu,2,2
Nouvelle-Écosse,"  Agriculture primaire","Thiessen Farm Ltd.","Grafton, NS B0P 1V0","8431-Ouvriers agricoles",Inconnu,2,7
Nouvelle-Écosse,"  Agriculture primaire","Traditional Evergreen Tree Farms Ltd.","Wileville, NS B4V 5J3","8432-Ouvriers de pépinières et de serres",Inconnu,1,2
Nouvelle-Écosse,"  Agriculture primaire","Van Meekeren Farms Ltd.","Lakeville, NS B4N 3V7","8431-Ouvriers agricoles",Inconnu,1,8
Nouvelle-Écosse,"  Agriculture primaire","Vermeuland Farms Ltd.","Milford Station, NS B0N 1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,2
Nouvelle-Écosse,"  Agriculture primaire","Vermeulen Farms Limited","Canning, NS B0P 1H0","8431-Ouvriers agricoles",Inconnu,1,26
Nouvelle-Écosse,"  Agriculture primaire","Webster Farms Limited","Cambridge, NS B0P 1G0","8431-Ouvriers agricoles",Inconnu,1,35
Nouvelle-Écosse,"  Agriculture primaire","Wildroot Farm Limited","Waterville, NS B0P 1V0","8431-Ouvriers agricoles",Inconnu,1,3
Nouvelle-Écosse,"  Talent mondial","Axis Specialty Canada Services ULC","Halifax, NS B3J 0E8","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","Daxsonics Ultrasound Inc.","Halifax, NS B3H 0A2","2147-Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel)",Inconnu,1,1
Nouvelle-Écosse,"  Talent mondial","DeNova Inc.","Halifax, NS B3K  1S",(blank),Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","Hutch Games Canada Ltd","Mahone Bay, NS B0J 2E0","2174-Programmeurs et développeurs en médias interactifs",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","Kangaroo Solutions Inc.","Halifax, NS B3J 1M5","2174-Programmeurs et développeurs en médias interactifs",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","Kinduct Technologies Inc.","Halifax, NS B3J 3R7","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","Mindsea Development Incorporated","Halifax, NS B3J 3M8","2174-Programmeurs et développeurs en médias interactifs",Corporation,2,2
Nouvelle-Écosse,"  Talent mondial","MOBIA Technology Innovations","Dartmouth, NS B3B 1Y6","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","REDspace Inc.","Bedford, NS B4A 3Y4","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Nouvelle-Écosse,"  Talent mondial","REDspace Inc.","Bedford, NS B4A 3Y4","2174-Programmeurs et développeurs en médias interactifs",Corporation,4,4
Nouvelle-Écosse,"  Talent mondial","Ubisoft Entertainment Inc.","Halifax, NS B3J 3R5","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","700827 NB Inc o/a J's Asian Kitchen-Main Street","Fredericton, NB E3A 1C8",6322-Cuisiniers,Corporation,1,1
Nouveau-Brunswick,"     Haut salaire","700827 NB Inc.","Fredericton, NB E3B 1B2",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","AJN INVESTMENT & DEVELOPMENT 2008 LTD","BELLEDUNE, NB E8G 2M4","1221-Agents d'administration",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","AJN INVESTMENT & DEVELOPMENT 2008 LTD","BELLEDUNE, NB E8G 2M4","1241-Adjoints administratifs",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","AJN INVESTMENT & DEVELOPMENT 2008 LTD","BELLEDUNE, NB E8G 2M4","9227-Surveillants dans la fabrication et le montage de produits divers",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Birch Hill Construction Ltd.","Moncton, NB E1C 9T2","7511-Conducteurs de camions de transport",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Birch Hill Construction Ltd.","Moncton, NB E1C 9T2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,6
Nouveau-Brunswick,"     Haut salaire","Cavendish Farms Corporation","Dieppe, NB E1A 6X4","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Centrum Home Decor Inc.","Fredericton, NB E3B 4Y9","0621-Directeurs - commerce de détail et de gros",Corporation,1,1
Nouveau-Brunswick,"     Haut salaire","Fancy Pokket Corporation","Moncton, NB E1E 4K7","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Forest Protection Limited","Lincoln, NB E3B 7E6","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",Inconnu,2,2
Nouveau-Brunswick,"     Haut salaire","G&B Fabrication inc","ST-Joseph de madawaska, NB E7B 2K4","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,2,2
Nouveau-Brunswick,"     Haut salaire","G&B Fabrication inc","ST-Joseph de madawaska, NB E7B 2K4","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,2
Nouveau-Brunswick,"     Haut salaire","J.D. Irving, Limited - Woodlands Division","Saint John, NB E2L 4Z2","8422-Ouvriers en sylviculture et en exploitation forestière",Inconnu,2,60
Nouveau-Brunswick,"     Haut salaire","Jolly Farmer Transport, Inc.","Northampton, NB E7N 1R6","7511-Conducteurs de camions de transport",Inconnu,1,2
Nouveau-Brunswick,"     Haut salaire","MCCONNELL TRANSPORT LTD","JACKSONVILLE, NB E7M 3R7","7511-Conducteurs de camions de transport",Inconnu,1,2
Nouveau-Brunswick,"     Haut salaire","Modular Fabrication Inc","Miramichi, NB E1N 6K6","1111-Vérificateurs et comptables",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Murray Enterprises Ltd.","Sussex Corner, NB E4E 2Y5","7511-Conducteurs de camions de transport",Inconnu,1,2
Nouveau-Brunswick,"     Haut salaire","POINT QUEEN FISHERIES LTD.","L'Etete, NB E5C 2R6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","Quality Transportation services NB ltd","Jacksonville, NB E7M 3S1","7511-Conducteurs de camions de transport",Inconnu,1,3
Nouveau-Brunswick,"     Haut salaire","Red Emerald R&D Ltd.","Moncton, NB E1G 5W7","7511-Conducteurs de camions de transport",Inconnu,1,6
Nouveau-Brunswick,"     Haut salaire","Regional Health Authority B","Moncton, NB E1C 6Z8","3111-Médecins spécialistes",Inconnu,2,2
Nouveau-Brunswick,"     Haut salaire","RITE-LINE TRANSPORTATION INC.","FLORENCEVILLE-BRISTOL, NB E7L 3K6","7511-Conducteurs de camions de transport",Inconnu,1,2
Nouveau-Brunswick,"     Haut salaire","Saint John Taxi Ltd","saint john, NB E2J 2C2","7513-Chauffeurs de taxi, chauffeurs de limousine et chauffeurs",Inconnu,1,5
Nouveau-Brunswick,"     Haut salaire","Stewart Transfer Ltd","PERTH-ANDOVER, NB E7H 5G3","7511-Conducteurs de camions de transport",Inconnu,1,3
Nouveau-Brunswick,"     Haut salaire","Villa Providence Shediac Inc.","shediac, NB E4P 2B9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,1
Nouveau-Brunswick,"     Haut salaire","World Wide Atlantic Freight Inc","Scoudouc, NB E4P 3N6","7511-Conducteurs de camions de transport",Inconnu,1,5
Nouveau-Brunswick,"   Bas salaire","618479 NB INc","Bouctouche, NB E4S 3J7","6311-Superviseurs des services alimentaires",Inconnu,2,2
Nouveau-Brunswick,"   Bas salaire","620694 nb ltd","Fredericton, NB E3C 0B8",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","645527 NB Inc.","Edmundston, NB E3V 2S7",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","665606 NB Inc.","MONCTON, NB E1A 5L1",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","684422 NB Inc.","Moncton, NB E1C 2S3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","687735 NB Inc","Beresford, NB E8K 1A1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","687735 NB Inc.","Bathurst, NB E2A 4E6",6322-Cuisiniers,Corporation,1,1
Nouveau-Brunswick,"   Bas salaire","690045 NB INC.","SAINT JOHN, NB E2L 2H8",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","701664 NB Inc","Dieppe, NB E1A 1P2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","701664 NB Inc","Dieppe, NB E1A 1P2",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","707326 NB Inc.","Moncton, NB E1G 1A5",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","A.R. Rietzel Landscaping Ltd.","Lutes Mountain, NB E1G 2T5","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Nouveau-Brunswick,"   Bas salaire","A.R. Rietzel Landscaping Ltd.","Lutes Mountain, NB E1G 2T5","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","AJN INVESTMENT & DEVELOPMENT 2008 LTD","BELLEDUNE, NB E8G 2M4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Amco Fisheries Ltd","Cap-Pelé, NB E4N 3B3","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,5
Nouveau-Brunswick,"   Bas salaire","Amco Fisheries Ltd","Cap-Pelé, NB E4N 3B3","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","ARC Motels Inc.","Woodstock, NB E7M 6B5",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Baie Ste Anne Seafoods (2014) Inc.","Escuminac, NB E9A 1V6","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,2,124
Nouveau-Brunswick,"   Bas salaire","Baie Ste Anne Seafoods (2014) Inc.","Escuminac, NB E9A 1V6","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,30
Nouveau-Brunswick,"   Bas salaire","Bellboy Drycleaning & Laundry Ltd.","fredericton, NB E3C 2G5","6316-Surveillants des autres services",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","BOLERO Shellfish Processing Inc.","St.-Simon, NB E8P 2B2","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,25
Nouveau-Brunswick,"   Bas salaire","Botsford Fisheries Ltd.","Petit-Cap, NB E4N 2J8","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,17
Nouveau-Brunswick,"   Bas salaire","Bouctouche Bay Inn Inc.","Lincoln, NB E3B 9J1",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","C&A Toner Ltd","Grand Falls, NB E3Z 2W1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Cape Bald Packers Ltd","Cap-Pelé, NB E4N 1E3","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,3,238
Nouveau-Brunswick,"   Bas salaire","Captain Dan's Inc.","Richibouctou-Village, NB E4W 1C9","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,60
Nouveau-Brunswick,"   Bas salaire","Cecile Enterprise Ltee","Cap Pele, NB E4N 1C2",6322-Cuisiniers,Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Duguay Fish Packers Ltd","cap-pele, NB E4N 1K9","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,6
Nouveau-Brunswick,"   Bas salaire","Elphege & Norbert Leblanc Ltd","Petit Cap, NB E4N 2E8","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,2,24
Nouveau-Brunswick,"   Bas salaire","Fancy Pokket Corporation","Moncton, NB E1E 4K7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Fancy Pokket Corporation","Moncton, NB E1E 4K7","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,6
Nouveau-Brunswick,"   Bas salaire","Fenety Convenience Store Ltd","Waasis, NB E3B 9E1",6322-Cuisiniers,Inconnu,1,3
Nouveau-Brunswick,"   Bas salaire","G.L. Sawmill Ltd.","Haute-Aboujagane, NB E4P 5P4","9533-Monteurs et contrôleurs d'autres produits en bois",Inconnu,1,7
Nouveau-Brunswick,"   Bas salaire","HAMONI RESTAURANT INC.","SACKVILLE, NB E4L 3N5",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","J.D. Irving, Limited - Woodlands Division","Saint John, NB E2L 4Z2",6322-Cuisiniers,Inconnu,1,4
Nouveau-Brunswick,"   Bas salaire","KCCS Restaurants Inc.","St. Stephen, NB E3L 2C7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Leslie Leger & Sons Ltd","Cap Pele, NB E4N 3B3","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,2,110
Nouveau-Brunswick,"   Bas salaire","Linn Chau Restaurant","Saint John, NB E2J 1A5",6322-Cuisiniers,Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Lit’l Sist’r Rose Transport Ltd.","Grafton, NB E7N 1H7","7511-Conducteurs de camions de transport",Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Moncton Fresh Casual Restaurants Inc.","Moncton, NB E1G 1A8","6311-Superviseurs des services alimentaires",Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Nadeau Poultry Farm Limited","St-Francois, NB E7A 1B6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,18
Nouveau-Brunswick,"   Bas salaire","Ocean Pier Inc","Scoudouc, NB E4P 3R4","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,2,202
Nouveau-Brunswick,"   Bas salaire","Pêcheries Bas-Caraquet Fisheries Inc.","Bas-Caraquet, NB E1W 5Z2","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,40
Nouveau-Brunswick,"   Bas salaire","Pêcheries Bas-Caraquet Fisheries Inc.","Bas-Caraquet, NB E1W 5Z2","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,10
Nouveau-Brunswick,"   Bas salaire","POINT QUEEN FISHERIES LTD.","L'Etete, NB E5C 2R6","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,3
Nouveau-Brunswick,"   Bas salaire","Poissonnerie Arseneau Ltée","Nigadoo, NB E8K 3S8","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,40
Nouveau-Brunswick,"   Bas salaire","Provincial Bandag Tires Ltée","Edmundston, NB E3V 1G6","9423-Opérateurs de machines de transformation du caoutchouc et personnel assimilé",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Provincial Bandag Tires Ltée","Edmundston, NB E3V 1G6","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Restaurant la Sagouine","Bouctouche, NB E4S 3E7",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","South Shore Trading Co. Ltd.","Port Elgin, NB E4M 3Y9","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Theriault & Hachey Peat Moss Ltd.","Baie-Sainte-Anne, NB E9A 1N7",7452-Manutentionnaires,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Tran's Palace Restaurant","Miramichi, NB E1V 1Y5",6322-Cuisiniers,Inconnu,1,2
Nouveau-Brunswick,"   Bas salaire","Westmorland Fisheries Ltd.","Cap-Pele, NB E4N 1V3","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,2,235
Nouveau-Brunswick,"   Bas salaire","Yuzu Sushi Bathurst","Bathurst, NB E2A 2Z4",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"   Bas salaire","Zoa Mansu B.B.Q Inc","Dieppe, NB E1A 1G1",6322-Cuisiniers,Inconnu,1,1
Nouveau-Brunswick,"  Agriculture primaire","624888 N.-B. ltée","St-Quentin, NB E8A 1N9","8431-Ouvriers agricoles",Inconnu,1,1
Nouveau-Brunswick,"  Agriculture primaire","A.R. Rietzel Landscaping Ltd.","Lutes Mountain, NB E1G 2T5","0821-Gestionnaires en agriculture",Inconnu,1,1
Nouveau-Brunswick,"  Agriculture primaire","B. McGrath & Son's Ltd","LWR KNOXFORD, NB E7K 2R2","8431-Ouvriers agricoles",Inconnu,1,10
Nouveau-Brunswick,"  Agriculture primaire","Canadian Organic Maple Co. Ltd.","Florenceville- Bristol, NB E7L 2H3","8431-Ouvriers agricoles",Inconnu,1,10
Nouveau-Brunswick,"  Agriculture primaire","Cavendish Farms Corporation","Dieppe, NB E1A 6X4","8431-Ouvriers agricoles",Inconnu,6,15
Nouveau-Brunswick,"  Agriculture primaire","Jolly Farmer Products, Inc.","Northampton, NB E7N 1R6","8432-Ouvriers de pépinières et de serres",Inconnu,6,15
Nouveau-Brunswick,"  Agriculture primaire","La Ferme Michaud Ltée / Michaud Farm Ltd.","Baie de Bouctouche, NB E4S 4N9","8431-Ouvriers agricoles",Inconnu,1,6
Nouveau-Brunswick,"  Agriculture primaire","Les Petits Fruits de Pré-d'en-Haut Inc.","Memramcook, NB E4K 1K8","8431-Ouvriers agricoles",Inconnu,1,40
Nouveau-Brunswick,"  Agriculture primaire","M&S Wild Blueberry Farms Ltd.","Kouchibouguac, NB E4X 1L7","8431-Ouvriers agricoles",Inconnu,1,15
Nouveau-Brunswick,"  Agriculture primaire","MOXON'S COUNTRY PUMPKIN LTD","Maugerville, NB E3A 8K8","8431-Ouvriers agricoles",Inconnu,2,5
Nouveau-Brunswick,"  Agriculture primaire","Orchard Shade Farms Ltd.","NORTHAMPTON, NB E7N 1E2","8611-Manoeuvres à la récolte",Inconnu,1,7
Nouveau-Brunswick,"  Agriculture primaire","Shadowave Holsteins Inc","Second North River, NB E4J 2V9","8431-Ouvriers agricoles",Inconnu,1,11
Nouveau-Brunswick,"  Agriculture primaire","Slocum's Farm Fresh Produce Ltd.","Waterborough, NB E4C 2Y3","8431-Ouvriers agricoles",Inconnu,1,5
Nouveau-Brunswick,"  Agriculture primaire","Toner Produce Ltd.","Grand Falls, NB E3Z 1P9","8431-Ouvriers agricoles",Inconnu,1,3
Nouveau-Brunswick,"  Agriculture primaire","TRIPLE A AQUACULTURE AND ANIMAL FARMS INC.","FREDERICTON, NB E3C 1L9","8431-Ouvriers agricoles",Corporation,1,1
Nouveau-Brunswick,"  Agriculture primaire","Tuddenham Farms Ltd","St. Stephen, NB E3L 2X1","8431-Ouvriers agricoles",Inconnu,1,10
Nouveau-Brunswick,"  Agriculture primaire","Verger Belliveau Orchard ltd.","Memramcook, NB E4K 2S6","8431-Ouvriers agricoles",Inconnu,2,19
Nouveau-Brunswick,"  Agriculture primaire","Willie A. LeBlanc & Sons Ltd.","Memramcook, NB E4K 1L9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,2
