Province/Territoire,Volet du programme,Employeur,Adresse,Profession,Postes demandes
Colombie-Britannique,   Bas salaire,P&R Screens Ltd.,"Saanichton, V8M1Z4",0712-Gestionnaires et rénovateurs en construction domiciliaire,1
Colombie-Britannique,   Bas salaire,PADDA ENTERPRISES LTD DBA GATEWAY PIZZA,"Surrey - BC, V3W1E6",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Peach Blossom Childcare Centre inc.,"North Vancouver, V7P2C7",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Phase II Auto Detailing Inc.,"Langley, V3A5E8",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Precision Marble LTD.,"Victoria, V9A5T4",9422-Opérateurs de machines de traitement des matières plastiques,1
Colombie-Britannique,   Bas salaire,PUNSUP HOLDING LTD.,"MISSION, V2V2C9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Quality Cabinet MFG Ltd.,"North Vancouver, V7H0A1",9534-Finisseurs et restaurateurs de meubles,1
Colombie-Britannique,   Bas salaire,R. Chopra & Associates Inc.,"Surrey, V3W3A6",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,R.M.S HOLDINGS LTD.,"Merritt, V1K1A3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Raw-Bow Enterprises Ltd.,"North Vancouver, V7J1C4",6316-Surveillants des autres services,1
Colombie-Britannique,   Bas salaire,Red Rooster Gas Bar Ltd,"Chemainus, V0R1K4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Reynolds Ventures Ltd,"Lillooet, V0K1V0",6525-Réceptionnistes d'hôtel,1
Colombie-Britannique,   Bas salaire,Royal West Management Ltd.,"Burnaby, V3N3L3",6525-Réceptionnistes d'hôtel,1
Colombie-Britannique,   Bas salaire,S B Framing Ltd.,"Surrey, V3V1C2",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Scandinave Spa in Whistler inc,"Whistler, V0N1B8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Colombie-Britannique,   Bas salaire,Sciue Robson Holding Inc.,"VANCOVER, V6Z2V4",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,   Bas salaire,SolidGround Holdings Ltd,"Abbotsford, V4X2P3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SPY CASTLE FOOD SERVICES LTD.,"Surrey, V4N3R9",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,Starland Supply (2000) Ltd,"Burns Lake, V0J1E0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Stone Age Marble Ltd.,"Victoria, V8T1T2",7283-Carreleurs,1
Colombie-Britannique,   Bas salaire,"Stonewater Group of Franchises Ltd.  o/a Mr. Mikes Steakhouse Casual, Terrace, BC","NEW WESTMINSTER, V3M0C4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Summer Nails and Spa,"Surrey, V4N1M9","6562-Esthéticiens, électrolystes et personnel assimilé",2
Colombie-Britannique,   Bas salaire,SUPIA ENTERPRISES LTD.,"Coquitlam, V3N4R7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Tacofino Gastown Inc.,"VANCOUVER, V6B1C8",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,TargetCleanPlus LTD.,"PORT COQUITLAM, V3C3L7",6732-Nettoyeurs spécialisés,1
Colombie-Britannique,   Bas salaire,Taste Changan Food Ltd,"Vancouver, V6Z1N3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,The Balay Spa,"North Vancouver, V7M1A2",3236-Massothérapeutes,1
Colombie-Britannique,   Bas salaire,The Gold Room Jewellers Ltd.,"Surrey, V3W2L9","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
Colombie-Britannique,   Bas salaire,Tiny Ice Cream Lab LTD,"Vancouver, V6B5P2",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,too two gourmet inc.,"Richmond, V6X3A5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,TRC Cater Services Ltd.,"BURNABY, V5H4B5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Uniconnect Networks Inc,"Surrey, V3S6G2",7245-Monteurs de lignes et de câbles de télécommunications,3
Colombie-Britannique,   Bas salaire,Vivio Flower Gallery Ltd,"Port Moody, V3H1Y9",5244-Artisans,1
Colombie-Britannique,   Bas salaire,Warehouse Group Inc.,"Vancouver, V6J1R2",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Whistler Children's Centre Society,"Whistler, V0N1B7",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,WINNER SPORTSWEAR LTD,"Vancouver, V6A1Z4","9217-Surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",1
Colombie-Britannique,   Bas salaire,YIANNIS GREEK TAVERNA LTD.,"New Westminster, V3L3B9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Zinetti Food Products Ltd,"Surrey, V3S5P1",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,  Agriculture primaire,0966025 BC Ltd.,"Abbotsford, V2S8A8",8432-Ouvriers de pépinières et de serres,45
Colombie-Britannique,  Agriculture primaire,8th Generation Vineyard Inc.,"Summerland, V0H1Z9",8431-Ouvriers agricoles,2
Colombie-Britannique,  Agriculture primaire,amar orchards ltd.,"lake country, V4V1L1",8431-Ouvriers agricoles,4
Colombie-Britannique,  Agriculture primaire,DAILY FRESH PRODUCE LTD.,"ABBOTSFORD, V3G2G9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
Colombie-Britannique,  Agriculture primaire,Fraser Stratacare Ltd.,"Langley, V4W0A6",8432-Ouvriers de pépinières et de serres,6
Colombie-Britannique,  Agriculture primaire,Hansinger Irrigation Systems Ltd.,"WESTBRIDGE, V0H1Y0",8432-Ouvriers de pépinières et de serres,3
Colombie-Britannique,  Agriculture primaire,Lopes Vineyards Ltd,"CAWSTON, V0X1C2",8431-Ouvriers agricoles,3
Colombie-Britannique,  Agriculture primaire,Max II Agri Inc.,"Abbotsford, V3G2N1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,  Agriculture primaire,Osoyoos Greenhouses Ltd,"Osoyoos, V0H1V2",8431-Ouvriers agricoles,2
Colombie-Britannique,  Agriculture primaire,RK FRESH FRUIT AND GARDEN CENTER LTD,"Grand Forks, V0H1H5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,  Agriculture primaire,Sidhu Blueberry Farms Ltd,"Langley, V4W1N3",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,Valley Select Berries Inc.,"Abbotsford, V3G2S1",8431-Ouvriers agricoles,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,11658557 Canada Inc.,"MISSISSAUGA, L5A 3H7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1194775 B.C Ltd,"Surrey, V4N 4C7",6322-Cuisiniers,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1196731 B.C. LTD.,"Surrey, V3X 3K1",1111-Vérificateurs et comptables,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1198291 B.C. Ltd.,"Surrey, V3W 5B5",0731-Directeurs des transports,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1211920 BC Ltd,"Delta, V4C 7V4",0621-Directeurs - commerce de détail et de gros,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1218737 B.C. Ltd.,"Pitt Meadows, V3Y 2B3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,2281537 Ontario Inc.,"Toronto, M5G 2J9",3113-Dentistes,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,A Fresh Face in Hell,"Seattle, 98122","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,BOB Industries LLC o/a BOB Industries,"Santa Monica, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Can4u Education Technology Ltd.,"Surrey, V4N 0M6",0421-Administrateurs - enseignement postsecondaire et formation professionnelle,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Canada Recycled Art Gallery Inc.,"Richmond, V6X 3R8",0621-Directeurs - commerce de détail et de gros,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Comeleon Software Inc.,"Surrey, V3W 6H7",0125-Directeurs d'autres services aux entreprises,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Company Films,"Beverly Hills, 90212","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Fancy Content,"Los Angeles, 90048","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Ginkgo Tree Ltd.,"Vancouver, V6E 3X2","0423-Directeurs des services sociaux, communautaires et correctionnels",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Loplop Foods Ltd.,"North Vancouver, V7P 1Y9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Nimble Leap Software Corporation,"Abbotsford, V3G 0C6",0601-Directeurs des ventes corporatives,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Northkamp Enterprises Inc.,"Vancouver, V6A 1M4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Northwest Automation, Inc.","Ferndale, 98248",2131-Ingénieurs civils,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Park Pictures, LLC","NEW YORK, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Radical Media LLC,"New York, 10014","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Reset Content, LLC dba Reset","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Reverie Content Inc.,"Sherman Oaks, 91403","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Rulk Cad Works Inc.,"Surrey, V4A 2J2",0211-Directeurs des services de génie,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Skin Senstions Clinic Inc.,"North Vancouver, V7P 3R9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Smuggler,"Los Angeles, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Solutions Struc-Soft Ltée,"DORVAL, H9S 5T8","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Station Film Inc.,"Brooklyn, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"The Corner Shop, Inc.","Los Angeles, 90025","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Tool of North America,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"WHEELHOUSE STUDIOS, LLC, DBA “ALPEN PICTURES""","Los Angeles, 90036","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Wise Decisions Financial Consulting Inc.,"Markham, L3P 1Z2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,   Bas salaire,902776 N.W.T. Limited,"Iqaluit, X0A0H0",0631-Directeurs de la restauration et des services alimentaires,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,  Agriculture primaire,Arctic Farmer Inc,"YELLOWKNIFE, X1A0E7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,  Agriculture primaire,Ferme Majonick Inc.,"St-Esprit, J0K 2L0",8241-Conducteurs de machines d'abattage d'arbres,12
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
