Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Postal Code,Latitude,Longitude
Quebec ,Low Wage ,"Huma,services d'aide","Longueuil, QC J4J 1R5","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1,,,
Quebec ,Low Wage ,IGA Famille Mondor,"Berthierville, QC J0K 1A0",62010-Retail sales supervisors,Corporation,1,1,J0K 1A0,46.0958165,-73.21158079999999
Quebec ,Low Wage ,KM entretien ménager,"Saint Laurent, QC H4S 1E1",65310-Light duty cleaners,Unknown,1,2,H4S 1E1,45.4844929,-73.7213495
Quebec ,Low Wage ,KPOLOR,"Montreal, QC H4P 2B7",13100-Administrative officers,Unknown,1,1,H4P 2B7,45.5005908,-73.658361
Quebec ,Low Wage ,La belle province,"St-Jean-sur-Richelieu, QC J3B 5M2",63200-Cooks,Corporation,1,1,J3B 5M2,45.3202277,-73.2635739
Quebec ,Low Wage ,Les 3FS inc.,"SAGUENAY, QC G7J 1H4",73400-Heavy equipment operators,Unknown,1,1,G7J 1H4,48.4341076,-71.0835975
Quebec ,Low Wage ,Les Équipements Adaptés Physipro Inc,"Sherbrooke, QC J1K 3C2",12102-Procurement and purchasing agents and officers,Unknown,1,1,J1K 3C2,45.3790877,-71.95502420000001
Quebec ,Low Wage ,Les Équipements de supermarché Concept,"Repentigny, QC J5Z 4Y8",94105-Metalworking and forging machine operators,Unknown,1,5,J5Z 4Y8,45.7531073,-73.48051040000001
Quebec ,Low Wage ,livraison primus,"Saint-Jean-sur-Richelieu (Québec), QC J3B 8H7",73300-Transport truck drivers,Unknown,1,1,J3B 8H7,45.3255771,-73.29618019999999
Quebec ,Low Wage ,MANAC INC,"St-Georges de Beauce, QC G5Y 8G6",94204-Mechanical assemblers and inspectors,Unknown,2,2,G5Y 8G6,46.1357366,-70.6710307
Quebec ,Low Wage ,Maxi-Meubles Déménagement 133 Inc,"Ste-Anne-de-Sabrevois, QC J0J 2G0",75101-Material handlers,Unknown,1,1,J0J 2G0,45.222793,-73.22365569999999
Quebec ,Low Wage ,MEKTEL INC,"Sainte-Catherine, QC J5C 1Z9","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,J5C 1Z9,45.3963623,-73.5457799
Quebec ,Low Wage ,Mia Bijoux,"Saint-Augustin-de-Desmaures, QC G3A 0P6",64100-Retail salespersons and visual merchandisers,Unknown,1,1,G3A 0P6,46.75891679999999,-71.4316001
Quebec ,Low Wage ,Momo cafe resto,"Thetford-Mines, QC G6G 1J4",63200-Cooks,Unknown,1,1,G6G 1J4,46.0895632,-71.301982
Quebec ,Low Wage ,Multiservices delgado inc.,"Sherbrooke, QC J1E 0L9",14101-Receptionists,Unknown,1,1,J1E 0L9,45.4169935,-71.8485269
Quebec ,Low Wage ,NATACHA RAZAKARISON,"CAP-SAINT-IGNACE, QC G0R 1H0",42202-Early childhood educators and assistants,Unknown,1,1,G0R 1H0,46.9998558,-70.41155569999999
Quebec ,Low Wage ,PÂTISSERIE LA SAVEUR,"MONTRÉAL, QC H1G 2V2",63202-Bakers,Unknown,1,1,H1G 2V2,45.6083356,-73.6154935
Quebec ,Low Wage ,Peskero,"Montréal, QC H1Z 3E",63200-Cooks,Corporation,1,1,,,
Quebec ,Low Wage ,Placement Lavora,"Québec, QC G2E 6H5",65310-Light duty cleaners,Unknown,1,1,G2E 6H5,46.7983977,-71.3230665
Quebec ,Low Wage ,PRO-AIR ST-MARTIN INC,"Sainte-Julie, QC J3E 2E9",73200-Residential and commercial installers and servicers,Unknown,1,1,J3E 2E9,45.5907174,-73.3534726
Quebec ,Low Wage ,REDAK INC.,"Châteauguay, QC J6J 6G1",62100-Technical sales specialists - wholesale trade,Unknown,1,1,J6J 6G1,45.3712968,-73.7454425
Quebec ,Low Wage ,Résidence des Bâtisseurs - Cowansville,"Cowansville, QC J2K 0L9",32101-Licensed practical nurses,Unknown,1,1,J2K 0L9,45.2093897,-72.73763099999999
Quebec ,Low Wage ,Résidence JP,"Montréal, QC H1G 4H5","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1,H1G 4H5,45.61086650000001,-73.6229206
Quebec ,Low Wage ,RESTAURANT ELTAOUK,"TROIS-RIVIERES, QC G8Z 1V4",63200-Cooks,Unknown,1,1,G8Z 1V4,46.34843619999999,-72.57056539999999
Quebec ,Low Wage ,S.E.C. Vanier I,"Québec, QC G1M 0A3",65200-Food and beverage servers,Unknown,1,1,G1M 0A3,46.8101334,-71.2674098
Quebec ,Low Wage ,S.E.C. Vanier I,"Québec, QC G1M 0A3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,G1M 0A3,46.8101334,-71.2674098
Quebec ,Low Wage ,Sciage et Planage Rioux inc,"Temiscouata sur le lac, QC G0L 1X0",94120-Sawmill machine operators,Corporation,1,1,G0L 1X0,47.6156933,-68.8074132
Quebec ,Low Wage ,Shiela Ronulo,"Pointe Claire, QC H9R 0E7",65310-Light duty cleaners,Unknown,1,1,H9R 0E7,45.4553039,-73.82430099999999
Quebec ,Low Wage ,Soccer Haut-Richelieu,"Saint-Jean-sur-Richelieu, QC J2W 2S7",53201-Coaches,Unknown,1,1,J2W 2S7,45.3616101,-73.2850224
Quebec ,Low Wage ,SOINS DENTAIRES DIVINA,"MONTREAL, QC H3W 1H9",13112-Medical administrative assistants,Unknown,1,1,H3W 1H9,45.4958682,-73.6367283
Quebec ,Low Wage ,station de gaz shell,"Mirabel, QC J7J 2M",62101-Retail and wholesale buyers,Corporation,1,1,,,
Quebec ,Low Wage ,Tenue de Livre comptable Inc,"Mont-Royal, QC H4P 1J3",65310-Light duty cleaners,Unknown,1,1,H4P 1J3,45.4965625,-73.66542509999999
Quebec ,Low Wage ,Tim Hortons,"New Richmond, QC G0C 2B0","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,2,4,G0C 2B0,48.4698427,-65.67190289999999
Quebec ,Low Wage ,Transport Réal Villeneuve,"Saguenay, QC G7H 6J4",75201-Delivery service drivers and door-to-door distributors,Unknown,2,2,G7H 6J4,48.4053161,-71.0469614
Quebec ,Low Wage ,Transport Réal Villeneuve,"Saguenay, QC G7H 6J4",75211-Railway and motor transport labourers,Unknown,1,1,G7H 6J4,48.4053161,-71.0469614
Ontario ,Global Talent Stream ,DEXIAN Canada Ltd,"Toronto, ON M2N 5P9",21231-Software engineers and designers,Unknown,1,1,M2N 5P9,43.7725523,-79.41394559999999
Ontario ,Global Talent Stream ,Epsilon Solutions LTD.,"Toronto, ON M9W 0B5",21232-Software developers and programmers,Unknown,1,1,M9W 0B5,43.7206001,-79.6142395
Ontario ,Global Talent Stream ,Flex Point Security Inc.,"Toronto, ON M8Z 1S4",21233-Web designers,Unknown,1,1,M8Z 1S4,43.620909,-79.53153979999999
Ontario ,Global Talent Stream ,Inavista Solutions Inc,"Mississauga, ON L5N 8C",21222-Information systems specialists,Corporation,1,3,,,
Ontario ,Global Talent Stream ,LK BROS TRANSPORT INC.,"BRAMPTON, ON L6Y 0L6",21232-Software developers and programmers,Unknown,1,2,L6Y 0L6,43.6470768,-79.75646019999999
Ontario ,Global Talent Stream ,Navnai Technologies inc,"BRAMPTON, ON L6R 3X3",22222-Information systems testing technicians,Unknown,1,1,L6R 3X3,43.7607229,-79.78536769999999
Ontario ,Global Talent Stream ,Negative Carbon Labs Inc,"TORONTO, ON M5V 1V6",21232-Software developers and programmers,Unknown,1,1,M5V 1V6,43.6497965,-79.38817430000002
Ontario ,Global Talent Stream ,Outliers Consulting North America,"Toronto, ON M4B 1C9",21230-Computer systems developers and programmers,Unknown,1,1,M4B 1C9,43.7021866,-79.2943521
Ontario ,Global Talent Stream ,Samaka Mediterranean Seafood INC.,"Mississauga, ON L4W 4J7",52120-Graphic designers and illustrators,Unknown,1,1,L4W 4J7,43.6366172,-79.62336520000001
Ontario ,Global Talent Stream ,VSTACK.DEV IT MANAGEMENT INC.,"MISSISSAUGA, ON L4W 4J4",21220-Cybersecurity specialists,Unknown,1,1,L4W 4J4,43.643121,-79.6458246
Ontario ,High Wage ,1000002949 ONTARIO INC.,"colborne, ON K0K 1S0","65102-Store shelf stockers, clerks and order fillers",Unknown,1,1,K0K 1S0,44.034036,-77.85959629999999
Ontario ,High Wage ,1000009487 Ontario Inc.,"Toronto, ON M8Z 1T2",72321-Insulators,Unknown,1,2,M8Z 1T2,43.6193274,-79.53048579999999
Ontario ,High Wage ,1000017296 Ontario INC,"Oshawa, ON L1G 0B2",62020-Food service supervisors,Unknown,1,1,L1G 0B2,43.90448929999999,-78.85737379999999
Ontario ,High Wage ,1000026533ONTARIO INC,"Scarborough,, ON M1B 5N6",63200-Cooks,Unknown,1,1,M1B 5N6,43.7980211,-79.19646899999999
Ontario ,High Wage ,1000043293 ONTARIO INC.,"Markham, ON M1X 0A7","62202-Jewellers, jewellery and watch repairers and related occupations",Unknown,1,1,M1X 0A7,43.8363084,-79.24951999999999
Ontario ,High Wage ,1000107314 ONTARIO INC.,"Waterloo, ON N2L 0C7",60030-Restaurant and food service managers,Unknown,1,1,N2L 0C7,43.49865820000001,-80.54974799999999
Ontario ,High Wage ,1000197066 Ontario Inc.,"Sturgeon Falls, ON P2B 1N8",70010-Construction managers,Unknown,1,1,P2B 1N8,46.370111,-79.9285034
Ontario ,High Wage ,1000236032 Ontario Inc.,"Waterloo, ON N2L 3E9",60030-Restaurant and food service managers,Unknown,1,1,N2L 3E9,43.471218,-80.53898339999999
Ontario ,High Wage ,1000259727 ONTARIO INC,"Toronto, ON M5T 1L1",13100-Administrative officers,Unknown,1,1,M5T 1L1,43.6556783,-79.3931884
Ontario ,High Wage ,1000447746 Ontario Inc,"Toronto, ON M6M 3S3",62020-Food service supervisors,Unknown,1,1,M6M 3S3,43.6939833,-79.4733767
Ontario ,High Wage ,1000466786 Ontario Inc.,"Brampton, ON L6W 2A9",63210-Hairstylists and barbers,Unknown,1,2,L6W 2A9,43.6901054,-79.75488319999999
Ontario ,High Wage ,1000480863 Ontario Inc.,"Toronto, ON M2N 7E9","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,15,M2N 7E9,43.76640440000001,-79.4122746
Ontario ,High Wage ,1000492226 ONTARIO INC,"Kitchener, ON N2B 3E8",13110-Administrative assistants,Unknown,1,1,N2B 3E8,43.4694213,-80.4319567
Ontario ,High Wage ,1000535636 Ontario Inc .,"Waterdown, ON L0R 2H1",13100-Administrative officers,Unknown,1,1,L0R 2H1,43.3340673,-79.9126061
Ontario ,High Wage ,1000619251 ONTARIO INCORPORATED,"Toronto, ON M5T 2K4",12200-Accounting technicians and bookkeepers,Unknown,1,1,M5T 2K4,43.6538152,-79.40101679999999
Ontario ,High Wage ,1000626268 ONTARIO INC.,"Thunder Bay, ON P7E 1A8",63200-Cooks,Unknown,1,2,P7E 1A8,48.3837975,-89.245271
Ontario ,High Wage ,1000635500 ONTARIO INC.,"Toronto, ON M6K 0E9",13100-Administrative officers,Unknown,1,1,M6K 0E9,43.6391953,-79.4104277
Ontario ,High Wage ,1000649116 ONTARIO INCORPORATED,"Windsor, ON N9A 5G8",12200-Accounting technicians and bookkeepers,Unknown,1,1,N9A 5G8,42.3157258,-83.0527501
Ontario ,High Wage ,1000683953 Ontario Inc.,"Toronto, ON M5R 2J3",13112-Medical administrative assistants,Unknown,1,1,M5R 2J3,43.6761699,-79.3967069
Ontario ,High Wage ,1000691618 ONTARIO INC.,"Markham, ON L3R 5V2",53201-Coaches,Unknown,1,3,L3R 5V2,43.8332166,-79.3168041
Ontario ,High Wage ,1000700611 ONTARIO INC,"Waterloo, ON N2L 0G2",62200-Chefs,Unknown,1,1,N2L 0G2,43.4755675,-80.53568439999999
Ontario ,High Wage ,1000723308 ONTARIO INC,"Richmond Hill, ON L4B 3P8",60030-Restaurant and food service managers,Unknown,1,1,L4B 3P8,43.8410799,-79.3989938
Ontario ,High Wage ,1000812204 ONTARIO INC,"AMHERSTBURGH, ON N9V 3K8",63200-Cooks,Unknown,1,3,N9V 3K8,42.0963033,-83.10759179999999
Ontario ,High Wage ,1000849077 Ontario Inc.,"Brampton, ON L6P 1J1",13100-Administrative officers,Unknown,1,1,L6P 1J1,43.7744012,-79.7335027
Ontario ,High Wage ,1000882728 ontario inc,"Keswick, ON L4P 3E9",12200-Accounting technicians and bookkeepers,Unknown,1,2,L4P 3E9,44.3308078,-79.4647633
Ontario ,High Wage ,1000882728 ontario inc,"Keswick, ON L4P 3E9",13110-Administrative assistants,Unknown,1,1,L4P 3E9,44.3308078,-79.4647633
Ontario ,High Wage ,1000882728 ontario inc,"Keswick, ON L4P 3E9",60030-Restaurant and food service managers,Unknown,1,4,L4P 3E9,44.3308078,-79.4647633
Ontario ,High Wage ,1000882728 ontario inc,"Keswick, ON L4P 3E9",62020-Food service supervisors,Unknown,1,4,L4P 3E9,44.3308078,-79.4647633
Ontario ,High Wage ,10213730 Canada Inc.,"Caledon, ON L7C 4E1",70020-Managers in transportation,Unknown,1,1,L7C 4E1,43.7591495,-79.838778
Ontario ,High Wage ,10218324 Canada Ltd.,"Toronto, ON M6N 2B4",72320-Bricklayers,Unknown,1,1,M6N 2B4,43.6824659,-79.46107160000001
Ontario ,High Wage ,10360821 CANADA CORPORATION,"Waterloo, ON N2V 2W8",21222-Information systems specialists,Unknown,1,1,N2V 2W8,43.4740528,-80.5983444
Ontario ,High Wage ,10433756 CANADA INC.,"Mississauga, ON L5T 2L1","00012-Senior managers - financial, communications and other business services",Unknown,1,1,L5T 2L1,43.6442527,-79.6973897
Ontario ,High Wage ,10462233 Canada Inc,"Mississauga, ON L5T 1G1",62100-Technical sales specialists - wholesale trade,Unknown,1,1,L5T 1G1,43.6520164,-79.6603851
Ontario ,High Wage ,1068808 Ontario Inc.,"Ilderton, ON N0M 2A0",12200-Accounting technicians and bookkeepers,Unknown,1,1,N0M 2A0,43.06451269999999,-81.40591859999999
Ontario ,High Wage ,1071686 Ontario Ltd.,"Brampton, ON L6Y 5R1",62010-Retail sales supervisors,Unknown,1,1,L6Y 5R1,43.6413379,-79.738936
Ontario ,High Wage ,10741345 CANADA CORP,"Markham, ON L3R 8N2","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,L3R 8N2,43.8390093,-79.33282539999999
Ontario ,High Wage ,10745936 CANADA INC.,"Hamilton, ON L9B 0E2",73300-Transport truck drivers,Unknown,1,4,L9B 0E2,43.1861933,-79.8853325
Ontario ,High Wage ,11020633 Canada Inc.,"Mississauga, ON L5H 3A1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,L5H 3A1,43.5319221,-79.61248449999999
Ontario ,High Wage ,11022458 Canada Inc.,"Ottawa, ON K2J 6W5",13100-Administrative officers,Unknown,1,1,K2J 6W5,45.2324141,-75.7557752
Ontario ,High Wage ,11022920 Canada Inc.,"Brampton, ON L6Y 4M3",13100-Administrative officers,Unknown,1,1,L6Y 4M3,43.6592551,-79.7270175
Ontario ,High Wage ,11183117 Canada Ltd,"Guelph, ON N1L 0A8",60030-Restaurant and food service managers,Unknown,1,1,N1L 0A8,43.49911470000001,-80.1892501
Ontario ,High Wage ,11236741 Canada Inc.,"Caledon, ON L7E 2L5",73200-Residential and commercial installers and servicers,Unknown,1,2,L7E 2L5,43.872067,-79.7538318
Ontario ,High Wage ,11327038 Canada Inc.,"Mississauga, ON L5W 1E5",21232-Software developers and programmers,Unknown,1,1,L5W 1E5,43.6366394,-79.7247388
Ontario ,High Wage ,11337246 Canada Inc.,"Thornhill, ON L3T 1P3","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,L3T 1P3,43.8059091,-79.41640799999999
Ontario ,High Wage ,11391119 Canada Inc.,"Brampton, ON L6X 5A9",13110-Administrative assistants,Unknown,1,1,L6X 5A9,43.686811,-79.80393359999999
Ontario ,High Wage ,11550918 CANADA INC,"NIAGARA FALLS, ON L2E 6Z8","10020-Insurance, real estate and financial brokerage managers",Unknown,1,1,L2E 6Z8,43.1036248,-79.1093372
Ontario ,High Wage ,11661477 Canada Inc.,"Toronto, ON M6J 2H2","51120-Producers, directors, choreographers and related occupations",Unknown,2,2,M6J 2H2,43.6453606,-79.40576639999999
Ontario ,High Wage ,11685686 Canada Inc.,"Nepean, ON K2H 8X4","63211-Estheticians, electrologists and related occupations",Unknown,1,2,K2H 8X4,45.3247575,-75.7802147
Ontario ,High Wage ,11717111 CANADA INC.,"Brampton, ON L6T 1Y2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2,L6T 1Y2,43.70929,-79.71457149999999
Ontario ,High Wage ,11717111 CANADA INC.,"Brampton, ON L6T 1Y2",75110-Construction trades helpers and labourers,Unknown,1,2,L6T 1Y2,43.70929,-79.71457149999999
Ontario ,High Wage ,11804499 CANADA INC.,"Brampton, ON L6P 2N5",13100-Administrative officers,Unknown,1,1,L6P 2N5,43.7794393,-79.67810009999999
Ontario ,High Wage ,1216121 Ontario Limited,"Emsdale, ON P0A 1J0",62021-Executive housekeepers,Unknown,1,1,P0A 1J0,45.5350009,-79.30044810000001
Ontario ,High Wage ,12217759 Canada Inc.,"Toronto, ON M5T 2G3",62020-Food service supervisors,Unknown,1,1,M5T 2G3,43.6556115,-79.3988179
Ontario ,High Wage ,12224372 Canada Inc,"MISSISSAUGA, ON L5T 1B6",72310-Carpenters,Unknown,1,1,L5T 1B6,43.67484719999999,-79.6765217
Ontario ,High Wage ,12363704 Canada Inc.,"Brampton, ON L6P 3W9","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1,L6P 3W9,43.797332,-79.67634629999999
Ontario ,High Wage ,12575906 CANADA INC,"Caledon East, ON L7C 0V2",75110-Construction trades helpers and labourers,Unknown,1,2,L7C 0V2,43.8337425,-79.80586009999999
Ontario ,High Wage ,12646463 CANADA INC.,"Burlington, ON L7L 5Z7",13110-Administrative assistants,Unknown,1,1,L7L 5Z7,43.3647179,-79.7829153
Ontario ,High Wage ,12852195 CANADA INC,"North York, ON M2R 2Z2",22303-Construction estimators,Unknown,1,1,M2R 2Z2,43.7839833,-79.44771
Ontario ,High Wage ,12907666 Canada Inc.,"York, ON M6E 3M3",21232-Software developers and programmers,Unknown,1,1,M6E 3M3,43.6949905,-79.44674289999999
Ontario ,High Wage ,12917327 Canada Corp.,"MARKHAM, ON L6C 0M5",10019-Other administrative services managers,Unknown,1,1,L6C 0M5,43.8721763,-79.36521159999999
Ontario ,High Wage ,13067840 Canada Inc.,"Brampton, ON L6W 1T5",72106-Welders and related machine operators,Unknown,1,1,L6W 1T5,43.6925321,-79.7308736
Ontario ,High Wage ,13126927 CANADA INC,"NIAGARA FALLS, ON L2G 1T2",63200-Cooks,Unknown,1,1,L2G 1T2,43.0897116,-79.0939839
Ontario ,High Wage ,13165701 Canada Inc.,"Brampton, ON L7A 0A7",22221-User support technicians,Unknown,1,1,L7A 0A7,43.68793369999999,-79.8545323
Ontario ,High Wage ,13213331 canada inc,"brampton, ON L6X 1A1",13100-Administrative officers,Unknown,2,2,L6X 1A1,43.685519,-79.7607531
Ontario ,High Wage ,13267393 Canada Inc.,"Kleinburg, ON L4H 4W6",22220-Computer network and web technicians,Unknown,1,1,L4H 4W6,43.8605709,-79.6224878
Ontario ,High Wage ,13301893 Canada INC,"Scarborough, ON M1R 1L7",70012-Facility operation and maintenance managers,Unknown,1,1,M1R 1L7,43.7420521,-79.3002518
Ontario ,High Wage ,13386171 Canada Inc,"Toronto, ON M1P 4Y1",13110-Administrative assistants,Unknown,1,1,M1P 4Y1,43.7556696,-79.2752416
Ontario ,High Wage ,13386171 Canada Inc,"Toronto, ON M1P 4Y1","41404-Health policy researchers, consultants and program officers",Unknown,1,1,M1P 4Y1,43.7556696,-79.2752416
Ontario ,High Wage ,13392759 Canada Inc.,"Brampton, ON L6T 2H5","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,L6T 2H5,43.6928402,-79.71790229999999
Ontario ,High Wage ,1350726 ONTARIO LIMITED,"East York, ON M4K 2K7","00013-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1,M4K 2K7,43.6934195,-79.350692
Ontario ,High Wage ,13574148 Canada Inc.,"Brampton, ON L7A 4S9",13110-Administrative assistants,Unknown,1,1,L7A 4S9,43.7163514,-79.8373775
Ontario ,High Wage ,13598675 Canada Inc.,"Oakville, ON L6K 2G2","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,2,L6K 2G2,43.43906519999999,-79.69458419999999
Ontario ,High Wage ,13622592 Canada Inc.,"Brampton, ON L6Y 4E9",73300-Transport truck drivers,Unknown,1,5,L6Y 4E9,43.6505995,-79.7494509
Ontario ,High Wage ,13665232 Canada Inc.,"Kleinburg, ON L4H 4Z1",73300-Transport truck drivers,Unknown,1,3,L4H 4Z1,43.8140217,-79.6403857
Ontario ,High Wage ,13671721 Canada Inc,"Richmond Hill, ON L4C 3B5",21221-Business system specialists,Unknown,1,1,L4C 3B5,43.8778856,-79.4381271
Ontario ,High Wage ,13692841 Canada Inc.,"Elora, ON N0B 1S0",12200-Accounting technicians and bookkeepers,Unknown,1,1,N0B 1S0,43.67979920000001,-80.47714719999999
Ontario ,High Wage ,13692841 Canada Inc.,"Elora, ON N0B 1S0",13110-Administrative assistants,Unknown,1,1,N0B 1S0,43.67979920000001,-80.47714719999999
Ontario ,High Wage ,13843645 CANADA INC.,"Tecumseh, ON N8N 2L9",60030-Restaurant and food service managers,Unknown,1,1,N8N 2L9,42.2944434,-82.8586778
Ontario ,High Wage ,13865118 Canada Inc,"Georgetown, ON L7G 4S7",73300-Transport truck drivers,Unknown,1,1,L7G 4S7,43.6729226,-79.90247789999999
Ontario ,High Wage ,13881393 Canada Inc.,"Waterloo, ON N2L 3V4",13110-Administrative assistants,Unknown,1,1,N2L 3V4,43.4868447,-80.54037249999999
Ontario ,High Wage ,13944565 CANADA INC,"Mississauga, ON L5S 1R6","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,L5S 1R6,43.6668137,-79.68441349999999
Ontario ,High Wage ,13979563 CANADA INC,"Cambridge, ON N1S 4W7",73300-Transport truck drivers,Unknown,1,2,N1S 4W7,43.3375609,-80.33219029999999
Ontario ,High Wage ,1401380 Ontario Limited,"Thunder Bay, ON P7A 8A8","72600-Air pilots, flight engineers and flying instructors",Unknown,1,1,P7A 8A8,48.4690009,-89.1828294
Ontario ,High Wage ,14157125 Canada Inc,"Milton, ON L9T 0A5",62020-Food service supervisors,Unknown,1,3,L9T 0A5,43.5378312,-79.8737836
Ontario ,High Wage ,14162510 Canada Inc.,"Haliburton, ON K0M 1S0","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,K0M 1S0,45.239608,-78.4263981
Ontario ,High Wage ,14162510 Canada Inc.,"Haliburton, ON K0M 1S0",62010-Retail sales supervisors,Unknown,1,1,K0M 1S0,45.239608,-78.4263981
Ontario ,High Wage ,14190777 Canada Inc.,"OAKVILLE, ON L6H 1A7",21231-Software engineers and designers,Unknown,1,1,L6H 1A7,43.48314269999999,-79.6698569
Ontario ,High Wage ,14206380 Canada Inc.,"Oshawa, ON L1G 3T4","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,L1G 3T4,43.93103440000001,-78.88461599999999
Ontario ,High Wage ,14220901 Canada Inc,"Kingston, ON K7P 2S8",60020-Retail and wholesale trade managers,Unknown,1,1,K7P 2S8,44.2599965,-76.56984899999999
Ontario ,High Wage ,14220901 Canada Inc,"Kingston, ON K7P 2S8",62010-Retail sales supervisors,Unknown,1,1,K7P 2S8,44.2599965,-76.56984899999999
