"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2024",b,c,d,e,f,g,h
Nova Scotia,Primary Agriculture,Elmridge Farm Ltd,"RR2 Centreville, NS B0P 1J0",8431-General farm workers,Unknown,2,4
Nova Scotia,Primary Agriculture,Forest Hills Farms Ltd,"Great Village, NS B0M 1L0",8431-General farm workers,Unknown,2,18
Nova Scotia,Primary Agriculture,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",8432-Nursery and greenhouse workers,Unknown,1,40
Nova Scotia,Primary Agriculture,G.A.R. Tree Farms Ltd,"Barss Corner, NS B0R 1A0",8432-Nursery and greenhouse workers,Unknown,1,30
Nova Scotia,Primary Agriculture,Gouchers Farm And Market Limited,"Melvern Square, NS B0P 1R0",8431-General farm workers,Unknown,1,12
Nova Scotia,Primary Agriculture,High Point Orchards LTD.,"Kentville, NS B4N 3V7",8431-General farm workers,Unknown,2,13
Nova Scotia,Primary Agriculture,Hilly Acres Farm Ltd.,"Millville, NS B1Y 2E1",8431-General farm workers,Unknown,1,2
Nova Scotia,Primary Agriculture,Indian Garden Farms,"Hebbville, NS B4V 9E6",8431-General farm workers,Unknown,1,3
Nova Scotia,Primary Agriculture,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",8611-Harvesting labourers,Unknown,1,13
Nova Scotia,Primary Agriculture,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",8432-Nursery and greenhouse workers,Unknown,1,18
Nova Scotia,Primary Agriculture,Kilany Farms Ltd.,"Port Williams, NS B0P 1T0",8431-General farm workers,Unknown,1,4
Nova Scotia,Primary Agriculture,Kimberlee Farms LTD.,"Woodville, NS B0P 1G0",8431-General farm workers,Unknown,1,15
Nova Scotia,Primary Agriculture,LUTZ FAMILY FARM LTD,"Berwick, NS B0P 1E0",8431-General farm workers,Unknown,2,57
Nova Scotia,Primary Agriculture,M. KEDDY FARM & FOREST LTD.,"New Ross, NS B0J 2M0",8432-Nursery and greenhouse workers,Unknown,1,6
Nova Scotia,Primary Agriculture,MEADOW LAND FARM LIMITED,"Hardwood Lands, NS B0N 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,4
Nova Scotia,Primary Agriculture,Melvin Farms Limited,"Canning, NS B0P 1H0",8431-General farm workers,Unknown,3,33
Nova Scotia,Primary Agriculture,Nazinga Farms Ltd,"Aylesford, NS B0P 1C0",8431-General farm workers,Unknown,1,16
Nova Scotia,Primary Agriculture,Noggins Corner Farm II Ltd.,"Greenwich, NS B4P 2R2",8431-General farm workers,Unknown,1,37
Nova Scotia,Primary Agriculture,Northern Lights Christmas Tree Farms Ltd.,"Belmont, NS B0M 1G0",8432-Nursery and greenhouse workers,Unknown,1,3
Nova Scotia,Primary Agriculture,Northridge Farms N.S. Limited,"Aylesford, NS B0P 1C0",8431-General farm workers,Unknown,1,6
Nova Scotia,Primary Agriculture,Oxford Berry Farm,"Oxford, NS B0M 1P0",8431-General farm workers,Unknown,1,18
Nova Scotia,Primary Agriculture,Perfect Berries Ltd.,"Berwick, NS B0P 1E0",8431-General farm workers,Unknown,1,15
Nova Scotia,Primary Agriculture,Randsland Farms Inc,"Canning, NS B0P 1H0",8431-General farm workers,Unknown,2,22
Nova Scotia,Primary Agriculture,River Breeze Farm Limited,"Upper Onslow, NS B6L 6Y3",8431-General farm workers,Unknown,1,6
Nova Scotia,Primary Agriculture,Rivermac Farms Limited,"Antigonish, NS B2G 2K8",8431-General farm workers,Unknown,1,3
Nova Scotia,Primary Agriculture,Rooyakkers Farm Limited,"PRINCEVILLE, NS B0E 1L0",8431-General farm workers,Unknown,1,1
Nova Scotia,Primary Agriculture,Sarsfield Farms Incorporated,"Kentville, NS B4N 3V7",8431-General farm workers,Unknown,1,12
Nova Scotia,Primary Agriculture,Spurr Brothers Farms Ltd,"Melvern Square, NS B0P 1R0",8431-General farm workers,Unknown,2,6
Nova Scotia,Primary Agriculture,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",8431-General farm workers,Unknown,1,1
Nova Scotia,Primary Agriculture,T. E. Boyle Farm & Forestry Limited,"Antigonish County, NS B0H 1A0",8431-General farm workers,Unknown,1,4
Nova Scotia,Primary Agriculture,Thiessen Farm Ltd.,"Grafton, NS B0P 1V0",8431-General farm workers,Unknown,1,10
Nova Scotia,Primary Agriculture,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",8611-Harvesting labourers,Unknown,1,1
Nova Scotia,Primary Agriculture,Vermeulen Farms Limited,"Canning, NS B0P 1H0",8431-General farm workers,Unknown,1,50
Nova Scotia,Primary Agriculture,Vermeulen Farms Limited,"Canning, NS B0P 1H0",8611-Harvesting labourers,Unknown,1,60
Nova Scotia,Primary Agriculture,Vital Berry Farms,"Sheffield Mills, NS B0P 1J0",8431-General farm workers,Unknown,2,21
Nova Scotia,Primary Agriculture,Vital Berry Farms,"Sheffield Mills, NS B0P 1J0",8611-Harvesting labourers,Unknown,1,30
Nova Scotia,Primary Agriculture,Walsh Farms Inc,"ROCKLAND, NS B0P 1E0",8431-General farm workers,Corporation,1,4
Nova Scotia,Primary Agriculture,Webster Farms Limited,"Cambridge, NS B0P 1G0",8431-General farm workers,Unknown,1,24
Nova Scotia,Primary Agriculture,West Ridge Estates Vineyard,"Oxford, NS B0M 1P0",8431-General farm workers,Unknown,1,2
Nova Scotia,Primary Agriculture,Wildroot Farm Limited,"Waterville, NS B0P 1V0",8431-General farm workers,Unknown,1,18
New Brunswick,Global Talent Stream,AV Group NB Inc.,"Nackawic, NB E6G 1W4",2133-Electrical and electronics engineers,Corporation,1,1
New Brunswick,Global Talent Stream,BEUMER Group Canada Corporation,"Fredericton, NB E3B 5A6",2241-Electrical and electronics engineering technologists and technicians,Unknown,1,1
New Brunswick,Global Talent Stream,BEUMER Group Canada Corporation,"Fredericton, NB E3B 5A6",2281-Computer network technicians,Unknown,1,1
New Brunswick,High Wage,11919644 CANADA INC,"dieppe, NB E1A 4Z2",7514-Delivery and courier service drivers,Unknown,1,6
New Brunswick,High Wage,704119 NB Ltd.,"Fredericton, NB E3A 1C5",1521-Shippers and receivers,Unknown,1,1
New Brunswick,High Wage,729136 NB Inc,"Fredericton, NB E3B 1E6",6322-Cooks,Unknown,1,4
New Brunswick,High Wage,730303 New Brunswick Inc.,"Dieppe, NB E1A 4X5",1221-Administrative officers,Unknown,1,1
New Brunswick,High Wage,AYR Motor Express Inc,"Woodstock, NB E7M 4G2",7511-Transport truck drivers,Unknown,1,10
New Brunswick,High Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton, NB E1C 9T2",7237-Welders and related machine operators,Unknown,1,2
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton, NB E1C 9T2",7312-Heavy-duty equipment mechanics,Unknown,1,1
New Brunswick,High Wage,Birch Hill Construction Ltd.,"Moncton, NB E1C 9T2",7521-Heavy equipment operators (except crane),Unknown,3,7
New Brunswick,High Wage,C & H Enterprises Inc.,"Fredericton, NB E3B 1C2",6322-Cooks,Unknown,1,2
New Brunswick,High Wage,C & H EUROLEVEL TRANSPORTATION INC,"WOODSTOCK, NB E7M 2T5",7511-Transport truck drivers,Unknown,1,1
New Brunswick,High Wage,Canada Road Transport Inc,"Dieppe, NB E1A 9E5",7511-Transport truck drivers,Unknown,1,2
New Brunswick,High Wage,Causerie Amical,"cocagne, NB E4R 2J5",4413-Elementary and secondary school teacher assistants,Unknown,1,1
New Brunswick,High Wage,Covered Bridge Potato Chips,"Waterville, NB E7P 0A5","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
New Brunswick,High Wage,DOWNEY FORD SALES LTD,"Saint John, NB E2J 4Z7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
New Brunswick,High Wage,EyeCare Centre NB (Dieppe),"Dieppe, NB E1A 9T8",3111-Specialist physicians,Unknown,1,1
New Brunswick,High Wage,Hampton Inn & Suites by Hilton Saint John,"Saint John, NB E2J 0A7",6315-Cleaning supervisors,Unknown,1,1
New Brunswick,High Wage,Horizon Health Network,"Miramichi, NB E1V 3G5",3111-Specialist physicians,Unknown,1,1
New Brunswick,High Wage,JPS Trucking Ltd,"Northampton, NB E7N 1E4",7511-Transport truck drivers,Unknown,1,6
New Brunswick,High Wage,Juniper Organics Limited,"Saint John, NB E2L 4Z2",8431-General farm workers,Unknown,1,5
New Brunswick,High Wage,LCL Excavation (2006) Inc,"Charlo, NB E8E 2W8",7282-Concrete finishers,Unknown,1,2
New Brunswick,High Wage,LCL Excavation (2006) Inc,"Charlo, NB E8E 2W8",7521-Heavy equipment operators (except crane),Unknown,1,2
New Brunswick,High Wage,Lookbooks Media (Canada) ULC,"Fredericton, NB E3A 5L3",2174-Computer programmers and interactive media developers,Unknown,1,1
New Brunswick,High Wage,McKenzie Learning Systems Inc.,"Moncton, NB E1C 5Y6",4021-College and other vocational instructors,Unknown,1,1
New Brunswick,High Wage,MO Motors Inc.,"Woodstock, NB E7M 5G5",7511-Transport truck drivers,Unknown,1,2
New Brunswick,High Wage,Remiks Restaurants,"Moncton, NB E1H 2G9",0631-Restaurant and food service managers,Unknown,1,1
New Brunswick,High Wage,Saboo Consultancy Ltd,"Saint John, NB E2K 2B4",1122-Professional occupations in business management consulting,Unknown,1,1
New Brunswick,High Wage,SHREEJI PETROLEUM CORPORATION,"Nigadoo, NB E8K 3M2",0621-Retail and wholesale trade managers,Unknown,1,1
New Brunswick,High Wage,Stewart Transfer Ltd,"PERTH-ANDOVER, NB E7H 5G3",7511-Transport truck drivers,Unknown,1,6
New Brunswick,High Wage,University of New Brunswick,"Fredericton, NB E3B 5A3",4012-Post-secondary teaching and research assistants,Unknown,1,1
New Brunswick,Low Wage,1919600 Ontario Limited,"Fredericton, NB E3B 3X8",6311-Food service supervisors,Unknown,1,1
New Brunswick,Low Wage,665606 NB Inc.,"MONCTON, NB E1A 5L1",0631-Restaurant and food service managers,Unknown,1,1
New Brunswick,Low Wage,665606 NB Inc.,"MONCTON, NB E1A 5L1",6322-Cooks,Unknown,1,2
New Brunswick,Low Wage,669929 NB LTD,"Rothesay, NB E2E 5K8",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,671348 N.B. INC.,"MONCTON, NB E1C 1E3",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,679283 NB INC.,"RIVERVIEW, NB E1B 0J6",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,687735 NB Inc,"Beresford, NB E8K 1A1",6312-Executive housekeepers,Unknown,1,1
New Brunswick,Low Wage,687735 NB Inc,"Beresford, NB E8K 1A1",6513-Food and beverage servers,Unknown,1,1
New Brunswick,Low Wage,689773 Nb Ltd.,"Oromocto, NB E2V 4R3",6311-Food service supervisors,Unknown,1,1
New Brunswick,Low Wage,690045 NB INC.,"SAINT JOHN, NB E2L 2H8",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,695716 NB Ltd,"Oromocto, NB E2V 2H5",6311-Food service supervisors,Unknown,1,1
New Brunswick,Low Wage,700827 NB Inc.,"Fredericton, NB E3B 1B2",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,701664 NB Inc,"Dieppe, NB E1A 1P2",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,720048 NB INC,"Saint John, NB E2M 5T5",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,723856 NB Ltd,"Saint John, NB E2K 2X5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
New Brunswick,Low Wage,725531 NB Ltd.,"SAINT JOHN, NB E2K 1W2",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,A Bite of Beijing Restaurant Inc.,"Fredericton, NB E3B 1E9",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,A Whale of a Cafe INC.,"SAINT JOHN, NB E2L 2H8",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,Adrice Cormier Ltd.,"Cap-Pele, NB E4N 1J2",9618-Labourers in fish and seafood processing,Unknown,1,7
New Brunswick,Low Wage,Amco Fisheries Ltd,"Cap-Pelé, NB E4N 3B3",9463-Fish and seafood plant workers,Unknown,1,3
New Brunswick,Low Wage,Atlantic Roll Forming Inc.,"Berry Mills, NB E1G 0V3",7452-Material handlers,Unknown,1,1
New Brunswick,Low Wage,Autumn Lee Retirement Home II,"Moncton, NB E1G 1B1","4412-Home support workers, housekeepers and related occupations",Unknown,1,1
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6",1414-Receptionists,Unknown,1,2
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6","6733-Janitors, caretakers and building superintendents",Unknown,1,6
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6",9463-Fish and seafood plant workers,Unknown,1,102
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6","9465-Testers and graders, food, beverage and associated products processing",Unknown,1,14
New Brunswick,Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6",9618-Labourers in fish and seafood processing,Unknown,1,40
New Brunswick,Low Wage,Big Lobster Seafood Incorporated,"GRAND MANAN, NB E5G 1M5",9463-Fish and seafood plant workers,Unknown,1,6
New Brunswick,Low Wage,Blue Olive inc.,"Dieppe, NB E1A 6W8",6321-Chefs,Unknown,1,1
New Brunswick,Low Wage,Cap Pele Bait Inc,"Cap-Pele, NB E4N 1Z7",9463-Fish and seafood plant workers,Unknown,2,62
New Brunswick,Low Wage,Carleton Manor Inc.,"Woodstock, NB E7M 5G6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
New Brunswick,Low Wage,Classic Burger Group Inc.,"Moncton, NB E1C 1E9",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,Connors Bros. Division of Clover Leaf Seafoods Corp.,"Blacks Harbour, NB E5H 1G6",9463-Fish and seafood plant workers,Unknown,1,12
New Brunswick,Low Wage,Custom Ston Masonry Inc,"Grand barachois, NB E4P 8Z7",7611-Construction trades helpers and labourers,Unknown,1,4
New Brunswick,Low Wage,Delhi Street Restaurant Inc.,"Saint John, NB E2J 3W9",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,Dr Hugues Degrace Corp. Prof. Inc,"Lameque, NB E8T 1M4",3411-Dental assistants,Unknown,1,1
New Brunswick,Low Wage,Duguay Fish Packers Ltd,"cap-pele, NB E4N 1K9",9618-Labourers in fish and seafood processing,Unknown,2,8
New Brunswick,Low Wage,Elphege & Norbert Leblanc Ltd,"Petit Cap, NB E4N 2E8",9463-Fish and seafood plant workers,Unknown,2,17
New Brunswick,Low Wage,EMPIRE INVESTISSEMENTS INC,"Tracadie-Sheila,, NB E1X 0E1",1522-Storekeepers and partspersons,Unknown,1,1
New Brunswick,Low Wage,Flyhigh Development Canada Inc.,"Lincoln, NB E3B 7E6",1311-Accounting technicians and bookkeepers,Unknown,1,1
New Brunswick,Low Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",0631-Restaurant and food service managers,Unknown,3,3
New Brunswick,Low Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,12,12
New Brunswick,Low Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,8,11
New Brunswick,Low Wage,FMI Better Bread Company Inc,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,1,1
New Brunswick,Low Wage,FMI National Inc,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,3,4
New Brunswick,Low Wage,Fresh Casual Restaurants Inc. Dieppe,"Dieppe, NB E1A 1N3",6311-Food service supervisors,Unknown,1,2
New Brunswick,Low Wage,G.Y. Enterprise Inc.,"Dieppe, NB E1A 1P2",6311-Food service supervisors,Unknown,1,1
New Brunswick,Low Wage,Gable Enterprises Ltd.,"Norton, NB E5T 1X3",9533-Other wood products assemblers and inspectors,Unknown,1,5
New Brunswick,Low Wage,Groupe Construction Britt-Can Construction group inc.,"MIRAMICHI, NB E1V 5Z5",7282-Concrete finishers,Unknown,1,1
New Brunswick,Low Wage,Huitres Aquador Inc.,"Aldouane, NB E4W 5L9",8613-Aquaculture and marine harvest labourers,Unknown,1,2
New Brunswick,Low Wage,J & S Atlanko Ltd,"Woodstock, NB E7M 4M7",6731-Light duty cleaners,Unknown,1,1
New Brunswick,Low Wage,JL framing and siding inc,"Grand barachois, NB E4P 8Z7",7611-Construction trades helpers and labourers,Unknown,1,6
New Brunswick,Low Wage,JNB RESTAURANTS INC.,"OAK BAY, NB E3L 3W7",6211-Retail sales supervisors,Unknown,1,1
New Brunswick,Low Wage,L&L Concrete Foundation Ltd,"Grand-Barachois, NB E4P 9E4",7611-Construction trades helpers and labourers,Unknown,1,25
New Brunswick,Low Wage,LA BONNE ROUTE (1993) INC.,"Lavillette, NB E9G 2R4",6611-Cashiers,Unknown,1,1
New Brunswick,Low Wage,LA BONNE ROUTE (1993) INC.,"Lavillette, NB E9G 2R4",6621-Service station attendants,Unknown,1,1
New Brunswick,Low Wage,LA BONNE ROUTE (1993) INC.,"Lavillette, NB E9G 2R4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
New Brunswick,Low Wage,Lawn Care extra ordinaire,"Fredericton, NB E3C 2L9",8612-Landscaping and grounds maintenance labourers,Unknown,1,1
New Brunswick,Low Wage,Laxmi Vishram Food Inc.,"Miramichi, NB E1N 3B7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
New Brunswick,Low Wage,Leslie Leger & Sons Ltd,"Cap Pele, NB E4N 3B3",9463-Fish and seafood plant workers,Unknown,1,70
New Brunswick,Low Wage,M LeBlanc Lawn Care & Landscaping,"Grand Barachois, NB E4P 8H9",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
New Brunswick,Low Wage,MANAWA HOLDINGS LTD. O/a Tim Hortons,"Bathurst, NB E2A 4P4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,6
New Brunswick,Low Wage,Maple Leaf Homes Inc,"Fredericton, NB E3B 7K3",9533-Other wood products assemblers and inspectors,Unknown,1,40
New Brunswick,Low Wage,Mike's Insulation Ltd.,"Dieppe, NB E1A 5M1",7611-Construction trades helpers and labourers,Unknown,1,8
New Brunswick,Low Wage,"NOCA Canadian Seafood Buyer, Inc.","Grande-Digue NB, NB E4R 4H7",9463-Fish and seafood plant workers,Unknown,1,210
New Brunswick,Low Wage,"NOCA Canadian Seafood Buyer, Inc.","Grande-Digue NB, NB E4R 4H7",9618-Labourers in fish and seafood processing,Unknown,1,25
New Brunswick,Low Wage,"OPC Canada, Inc.","Centreville, NB E7K 2M4","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
New Brunswick,Low Wage,Pêcheries Bas-Caraquet Fisheries Inc.,"Bas-Caraquet, NB E1W 5Z2",9463-Fish and seafood plant workers,Unknown,1,22
New Brunswick,Low Wage,Pêcheries Bas-Caraquet Fisheries Inc.,"Bas-Caraquet, NB E1W 5Z2",9618-Labourers in fish and seafood processing,Unknown,1,10
New Brunswick,Low Wage,Petit-Cap Fisheries Ltd.,"Petit-Cap, NB E4N 2J6",9618-Labourers in fish and seafood processing,Unknown,2,9
New Brunswick,Low Wage,POINT QUEEN FISHERIES LTD.,"L'Etete, NB E5C 2R6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
New Brunswick,Low Wage,Poissonnerie du Creek Ltée,"Pokemouche, NB E8P 1J8",9463-Fish and seafood plant workers,Unknown,1,1
New Brunswick,Low Wage,POISSONNERIE LEGER FISHERIES LTEE/LTD,"Trois-Ruisseaux, NB E4N 2V7",9463-Fish and seafood plant workers,Unknown,1,4
New Brunswick,Low Wage,Premiere Plumbing & Heating Ltd.,"Dieppe, NB E1A 1R5",7611-Construction trades helpers and labourers,Unknown,1,4
New Brunswick,Low Wage,Provincial Bandag Tires Ltée,"Edmundston, NB E3V 1G6","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
New Brunswick,Low Wage,Red Lantern Tavern Limited,"Fredericton, NB E3A 1C8",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,Remco Construction Inc,"GRAND-BARACHOIS, NB E4P 8Z7",7611-Construction trades helpers and labourers,Unknown,1,10
New Brunswick,Low Wage,Residence Collette Residence Inc.,"Moncton, NB E1C 5X1","4412-Home support workers, housekeepers and related occupations",Unknown,1,1
New Brunswick,Low Wage,Restaurant Big Bowl Ltd.,"Moncton, NB E1A 7Y1",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,RESTO LA BONNE ASSIETTE,"STE-ANNE DE MADAWASKA, NB E7E 1B5",6322-Cooks,Unknown,1,1
New Brunswick,Low Wage,SAI KRISHNA FOOD SERVICES CORPORATION,"Dieppe, NB E1A 9S5",6322-Cooks,Unknown,1,2
New Brunswick,Low Wage,Springwater Campgrounds(2022) Inc,"Four Falls, NB E3Z 2H3",1241-Administrative assistants,Unknown,1,1
New Brunswick,Low Wage,Thaddee & Alverie Fisheries Ltd,"Petit-Cap, NB E4N 2G7",9618-Labourers in fish and seafood processing,Unknown,1,5
New Brunswick,Low Wage,Thankful Too Seafood,"Alma, NB E4H 1K4",6322-Cooks,Unknown,1,3
New Brunswick,Low Wage,Thankful Too Seafood,"Alma, NB E4H 1K4",6513-Food and beverage servers,Unknown,1,1
New Brunswick,Low Wage,Thankful Too Seafood,"Alma, NB E4H 1K4",6731-Light duty cleaners,Unknown,1,1
New Brunswick,Low Wage,Thankful Too Seafood,"Alma, NB E4H 1K4",9618-Labourers in fish and seafood processing,Unknown,1,2
New Brunswick,Low Wage,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",6322-Cooks,Unknown,1,2
New Brunswick,Low Wage,Uncle Mayn's Convenience Ltd,"St. George, NB E5C 3V1",6311-Food service supervisors,Unknown,1,2
New Brunswick,Low Wage,V Nails & Beauty Inc.,"Dieppe, NB E1A 1P1","6562-Estheticians, electrologists and related occupations",Unknown,1,3
New Brunswick,Low Wage,Vintage Brick & Stone Inc,"Moncton, NB E1E 4M3",7611-Construction trades helpers and labourers,Unknown,1,7
