"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
Nova Scotia                                                                ,Low Wage            ,3282541 Nova Scotia Limited,"Dartmouth, NS B2W 6C4",64100-Retail salespersons and visual merchandisers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3286710 Nova Scotia Limited,"Chester, NS B0J 1J0",60030-Restaurant and food service managers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3295538 Nova Scotia Limited,"Halifax, NS B3J 1J7",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3296264 nova Scotia limited,"Vaughan, NS B0N 2T0",64100-Retail salespersons and visual merchandisers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3311051 Nova Scotia Ltd.,"HALIFAX, NS B3J 2G7",65310-Light duty cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3321702 Nova Scotia Ltd,"YARMOUTH, NS B5A 5J7",62024-Cleaning supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3321702 Nova Scotia Ltd,"YARMOUTH, NS B5A 5J7",65310-Light duty cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3326467 Nova Scotia ltd,"Halifax, NS B3M 1M2",75110-Construction trades helpers and labourers,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,3330035 Nova Scotia limited.,"Stellarton, NS B0K 1S0",62010-Retail sales supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3330035 Nova Scotia limited.,"Stellarton, NS B0K 1S0",64100-Retail salespersons and visual merchandisers,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,3331445 Nova Scotia Limited,"Halifax, NS B3M 3W8",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3340208 NS Limited,"Lockeport, NS B0T 1L0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3340762 Nova Scotia Limited,"Dartmouth, NS B3B 0E5",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,3343574 Nova Scotia Limited,"Halifax, NS B3K 4C1",63200-Cooks,Unknown,3,3
Nova Scotia                                                                ,Low Wage            ,3343574 Nova Scotia Limited,"Halifax, NS B3K 4C1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4318477 Nova Scotia limited,"Dartmouth, NS B2W 6L4",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4338765 NOVA SCOTIA LTD,"COLDBROOK, NS B4R 1C1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4401215 NOVA SCOTIA LIMITED,"Bedford, NS B4B 1M5",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4412522 NOVA SCOTIA LIMITED,"BEDFORD, NS B4A 0C2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,4430414 Nova Scotia Limited,"Glace Bay, NS B1A 5G7",62010-Retail sales supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4443907 Nova Scotia Limited,"Halifax, NS B3S 1C9","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,4450466 Nova Scotia Limited,"Currys Corner, NS B0N 2T0",64100-Retail salespersons and visual merchandisers,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,4450466 Nova Scotia Limited,"Currys Corner, NS B0N 2T0",65100-Cashiers,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,4563603 NOVA SCOTIA LIMITED,"New Glasgow, NS B2H 1N5",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Advanced Hotels Inc,"Dartmouth, NS B3B 0J3",65310-Light duty cleaners,Unknown,1,3
Nova Scotia                                                                ,Low Wage            ,Alderwood,"Baddeck, NS B0E 1B0","33102-Nurse aides, orderlies and patient service associates",Unknown,1,4
Nova Scotia                                                                ,Low Wage            ,All In One Restaurant Ltd.,"Sydney, NS B1P 5L5",60030-Restaurant and food service managers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,AMOS AND ANDY FISHERIES LTD.,"Sambro, NS B3V 1L2",13110-Administrative assistants,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Annapolis County Municipal Housing Corporation,"Bridgetown, NS B0S 1C0","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,Arjenam foods ltd.,"Digby, NS B0V 1A0",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Arjenam foods ltd.,"Digby, NS B0V 1A0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,8
Nova Scotia                                                                ,Low Wage            ,AtlantiCann Medical Inc.,"Halifax, NS B3N 0C6",85103-Nursery and greenhouse labourers,Corporation,1,3
Nova Scotia                                                                ,Low Wage            ,B&M Shine Cleaning Services Inc.,"Bedford, NS B4A 0H4",65310-Light duty cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,BHA INVESTMENTS LIMITED,"LOWER SACKVILLE,, NS B4C 2R8",65311-Specialized cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Blue Elephant Thai Restaurant,"Bedford, NS B3M 0G2",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,BMC Seafoods Limited,"Meteghan, NS B0W 2J0",95107-Labourers in fish and seafood processing,Unknown,1,6
Nova Scotia                                                                ,Low Wage            ,Brothers Meat Ltd,"Halifax, NS B3K 4C7",95106-Labourers in food and beverage processing,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,Burrmill Subshop Ltd,"Antigonish, NS B2G 1R7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Cavicchi’s Meats Inc,"Halifax, NS B3Z 2H9",12200-Accounting technicians and bookkeepers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Cavicchi’s Meats Inc,"Halifax, NS B3Z 2H9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,CC Lash And Brow,"Antigonish, NS B2G 2B9","63211-Estheticians, electrologists and related occupations",Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,Cha Baa Thai Restaurant Ltd.,"Halifax, NS B3J 2J6",63200-Cooks,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,Chef Abod Cafe and Catering,"halifax, NS B3K 4X2",62200-Chefs,Unknown,1,2
Nova Scotia                                                                ,Low Wage            ,China King Family Restaurant Ltd.,"Port Hawkesbury, NS B9A 2S4",63200-Cooks,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,D’Theatre Restaurant and Pub,"Sydney, NS B1P 1L2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Doucet Fisheries Limited,"Comeauville, NS B0W 2Z0",94142-Fish and seafood plant workers,Unknown,1,5
Nova Scotia                                                                ,Low Wage            ,Dr. Yavari Medical Inc.,"Sydney, NS B1S 1A1",13110-Administrative assistants,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,DRB Restaurant Holding Inc,"Bedford, NS B4B 0V4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
