"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
New Brunswick,   Low Wage,Pizza Delight Shediac,"Shediac, NB E4P 2G9",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Shediac Lobster Shop Ltd.,"Shediac, NB E4P 2A6",9463-Fish and seafood plant workers,Unknown,3,134
New Brunswick,   Low Wage,Shippagan Pizza Inc.,"Shippagan, NB E8S 1N6",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,South Shore Trading Co. Ltd.,"Port Elgin, NB E4M 3Y9",9463-Fish and seafood plant workers,Unknown,1,1
New Brunswick,   Low Wage,Speed Freight Express inc,"WOODSTOCK, NB E7M 6B4",7511-Transport truck drivers,Unknown,1,6
New Brunswick,   Low Wage,St-Paul Fisheries (1989) Ltd Pêcheries St-Paul (1989) Ltée,"Caraquet, NB E1W 1B7",9463-Fish and seafood plant workers,Unknown,2,80
New Brunswick,   Low Wage,Thaddee & Alverie Fisheries Ltd,"Petit-Cap, NB E4N 2G7",9618-Labourers in fish and seafood processing,Unknown,1,1
New Brunswick,   Low Wage,Zoa Mansu B.B.Q Inc,"Dieppe, NB E1A 1G1",6322-Cooks,Unknown,1,1
New Brunswick,  Primary Agriculture,690487NB Inc.,"Prince William, NB E6K 3T3",8431-General farm workers,Unknown,1,4
New Brunswick,  Primary Agriculture,Canadian National Growers Inc.,"Saint Anne de Kent, NB E4S 1C6",2225-Landscape and horticulture technicians and specialists,Unknown,1,3
New Brunswick,  Primary Agriculture,Canadian National Growers Inc.,"Saint Anne de Kent, NB E4S 1C6",8611-Harvesting labourers,Unknown,1,8
New Brunswick,  Primary Agriculture,Canadian Organic Maple Co. Ltd.,"Florenceville- Bristol, NB E7L 2H3",8431-General farm workers,Unknown,1,14
New Brunswick,  Primary Agriculture,Cavendish Farms Corporation,"Dieppe, NB E1A 6X4",8431-General farm workers,Unknown,1,2
New Brunswick,  Primary Agriculture,Hanscome Farms Ltd,"Perth-Andover, NB E7H 4K4",8431-General farm workers,Unknown,1,37
New Brunswick,  Primary Agriculture,Irishview Apple Management Ltd.,"Moncton, NB E1E  0J",8431-General farm workers,Corporation,1,6
New Brunswick,  Primary Agriculture,"J.D. Irving, Limited - Woodlands Division","Saint John, NB E2L 4Z2",8432-Nursery and greenhouse workers,Unknown,1,8
New Brunswick,  Primary Agriculture,"Jolly Farmer Products, Inc.","Northampton, NB E7N 1R6",8432-Nursery and greenhouse workers,Unknown,3,45
New Brunswick,  Primary Agriculture,Mountain View Packers Ltd,"Florenceville, NB E7L 3P2",8431-General farm workers,Unknown,1,10
New Brunswick,  Primary Agriculture,MOXON'S COUNTRY PUMPKIN LTD,"Maugerville, NB E3A 8K8",8431-General farm workers,Unknown,1,2
New Brunswick,  Primary Agriculture,Royal Gardens 2012 Ltd.,"Penobsquis, NB E4G 2C5",8432-Nursery and greenhouse workers,Unknown,6,51
New Brunswick,  Primary Agriculture,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",8431-General farm workers,Unknown,1,2
New Brunswick,  Primary Agriculture,Waddy & Colpitts Ltd.,"Colpitts Settlement, NB E4J 0B6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
New Brunswick, Global Talent Stream,Atlantic Lottery Corporation,"Moncton, NB E1C  1G",2174-Computer programmers and interactive media developers,Corporation,1,1
New Brunswick, Global Talent Stream,CS4 Robotics Inc,"Fredericton, NB E3B 9W4",2174-Computer programmers and interactive media developers,Corporation,1,2
New Brunswick, Global Talent Stream,Pinterest Canada Limited,"Saint John, NB E2L 2A9",2171-Information systems analysts and consultants,Corporation,1,1
New Brunswick, Global Talent Stream,Pinterest Canada Limited,"Saint John, NB E2L 2A9",2173-Software engineers and designers,Corporation,1,1
New Brunswick, Global Talent Stream,PostDot Technologies Canada Ltd.,"Moncton, NB E1C  1E",0213-Computer and information systems managers,Corporation,2,2
New Brunswick, Global Talent Stream,PostDot Technologies Canada Ltd.,"Moncton, NB E1C  1E",2173-Software engineers and designers,Corporation,1,1
New Brunswick, Global Talent Stream,ROWCOR Technologies Inc.,"Moncton, NB E1A 7Y1",2175-Web designers and developers,Corporation,1,1
Quebec,    High Wage,10684651 Canada Inc.,"Québec, QC G2J 0B9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec,    High Wage,10749702 Canada inc.,"Laval, QC H7T 0B7",1223-Human resources and recruitment officers,Corporation,1,1
Quebec,    High Wage,11020480 Canada Inc.,"Gatineau, QC J8P 5L3",2281-Computer network technicians,Corporation,1,1
Quebec,    High Wage,121352 Canada inc,"Rouyn-Noranda, QC J9X 4K8",7311-Construction millwrights and industrial mechanics,Unknown,1,1
Quebec,    High Wage,12237911 Canada Inc.,"Montréal, QC H2R 2N5",7237-Welders and related machine operators,Corporation,1,1
Quebec,    High Wage,12470951 Canada Inc.,"Sainte-Thérèse, QC J7E 2J7",2251-Architectural technologists and technicians,Corporation,1,1
Quebec,    High Wage,2859-2491 Québec Inc.,"Blanc Sablon, QC G0G 1W0",1311-Accounting technicians and bookkeepers,Corporation,1,1
Quebec,    High Wage,2950-0519 Québec inc.,"Rouyn-Noranda, QC J9X 6T3",7312-Heavy-duty equipment mechanics,Unknown,1,2
Quebec,    High Wage,2972-6924 Québec Inc,"Québec, QC G1N 4L2",7237-Welders and related machine operators,Unknown,1,1
Quebec,    High Wage,2dev inc.,"Montréal, QC H4C 2C7",2175-Web designers and developers,Unknown,1,1
Quebec,    High Wage,3099-5278 QUEBEC INC,"Montreal, QC H4A 1E7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Quebec,    High Wage,3147878 Canada Inc.,"Montreal, QC H4C 1V4",6345-Upholsterers,Unknown,1,1
Quebec,    High Wage,3470148 Canada inc.,"Terrebonne, QC J6Y 2A5",7237-Welders and related machine operators,Corporation,1,1
Quebec,    High Wage,3579000 canada Inc.,"Laval, QC H7T 2H6",7322-Motor vehicle body repairers,Unknown,1,1
Quebec,    High Wage,3681611 Canada Inc.,"Saint-Stanislas-de-Kostka, QC J0S 1W0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,8
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Quebec,    High Wage,4527917 CANADA Inc,"Salaberry de Valleyfield, QC J6S 5M5",2175-Web designers and developers,Unknown,1,1
Quebec,    High Wage,6032559 Canada Inc,"Rouyn-Noranda, QC J9Y 1G3","7372-Drillers and blasters - surface mining, quarrying and construction",Unknown,1,1
Quebec,    High Wage,6187676 Canada Inc.,"Boucherville, QC J4B 5L2",6322-Cooks,Corporation,1,2
Quebec,    High Wage,7888015 CANADA INC,"Montréal, QC H2N 2E8",2281-Computer network technicians,Corporation,1,1
Quebec,    High Wage,8522561 Canada Corp.,"Québec, QC G1K 3C1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec,    High Wage,9018-6560 Québec Inc. (Folio Montréal),"MONTRÉAL, QC H2Y 2E1","1123-Professional occupations in advertising, marketing and public relations",Corporation,1,1
Quebec,    High Wage,9018-7980 Quebec Inc,"Montreal, QC H1C 1G7",7312-Heavy-duty equipment mechanics,Unknown,1,2
Quebec,    High Wage,9018-7980 Quebec Inc,"Montreal, QC H1C 1G7",7322-Motor vehicle body repairers,Unknown,1,1
Quebec,    High Wage,9029-2905 Québec Inc. (Industries Houle),"Saint-Hyacinthe, QC J2T 3H5",7231-Machinists and machining and tooling inspectors,Corporation,1,1
Quebec,    High Wage,9040-9913 QUEBEC INC,"Rouyn-Noranda, QC J9X 4P2",6321-Chefs,Unknown,1,1
Quebec,    High Wage,9057-3882 Québec Inc,"Trois-Rivieres, QC G8Y 1V9",6211-Retail sales supervisors,Corporation,1,1
Quebec,    High Wage,9057-3882 Québec Inc,"Trois-Rivieres, QC G8Y 1V9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,1
Quebec,    High Wage,9077-6790 Quebec Inc.,"Sainte-Catherine, QC J5C 2B4",6311-Food service supervisors,Unknown,1,8
Quebec,    High Wage,9082-5902 Québec inc.,"Chapais, QC G0W 1H0",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec,    High Wage,9099-7768 QUÉBEC INC.,"Saint-Augustin-de-Demaures, QC G3A 1V9",7237-Welders and related machine operators,Unknown,2,6
Quebec,    High Wage,9122-6266 Québec Inc.,"Matane, QC G4W 0J8",7322-Motor vehicle body repairers,Unknown,1,1
Quebec,    High Wage,9126-6700 QUEBEC INC.,"MONTREAL, QC H8N 1T1",7237-Welders and related machine operators,Unknown,1,1
Quebec,    High Wage,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8",1526-Transportation route and crew schedulers,Unknown,1,1
Quebec,    High Wage,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8",7511-Transport truck drivers,Unknown,1,1
Quebec,    High Wage,9137-0932 Québec Inc.,"Laval, QC H7V 2W6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Sole Proprietorship,1,1
Quebec,    High Wage,9152-2458 Quebec Inc,"Paspebiac, QC G0C 2K0",2282-User support technicians,Unknown,4,4
Quebec,    High Wage,9154-0062 Québec Inc.,"Saint-Leonard, QC H1S 2V6",7333-Electrical mechanics,Corporation,1,1
Quebec,    High Wage,9155-5243 Québec inc.,"Québec, QC G1V 4M6",1241-Administrative assistants,Corporation,2,2
Quebec,    High Wage,9158-9093 Québec Inc,"Saint-Jérôme, QC J7Y 3P2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,3
Quebec,    High Wage,9165-1588 Québec inc.,"Saint-Hyacinthe, QC J2S 3V6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Co-operative,1,2
Quebec,    High Wage,9167-8649 Québec inc. (Doculand),"Mont-Royal, QC H4P 1K5",7381-Printing press operators,Corporation,1,1
Quebec,    High Wage,9168-9406 Québec inc. (Cuisine Amir),"Laval, QC H7W 4V3",6321-Chefs,Corporation,1,2
Quebec,    High Wage,9177-4606 Quebec Inc,"Montreal, QC H3K 2E4",6345-Upholsterers,Unknown,1,2
Quebec,    High Wage,9185-0321 Québec inc,"Mont-Tremblant, QC J8X 2X4",6311-Food service supervisors,Unknown,1,1
Quebec,    High Wage,9187-3570 QUÉBEC INC.,"Beaconsfield, QC H9W 6E2","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Quebec,    High Wage,9190-2643 QUÉBEC INC.,"LaSalle, QC H8R 2E7",6332-Bakers,Unknown,1,1
Quebec,    High Wage,9210-0437 QUÉBEC INC.,"Laval, QC H7S 1M9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec,    High Wage,9210-9289 Québec inc.,"Sorel-Tracy, QC J3R 0K2",2141-Industrial and manufacturing engineers,Corporation,1,1
Quebec,    High Wage,9215-8419 quebec inc,"Rivière-du-loup, QC G5R 5C6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
Quebec,    High Wage,9218-9646 QUEBEC INC,"LAVAL, QC H7T 1L4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
Quebec,    High Wage,9227-4190 Québec Inc. DESCOM,"Laval, QC H7E 2X5",1311-Accounting technicians and bookkeepers,Corporation,1,1
Quebec,    High Wage,9231 9110 Quebec Inc.,"Laval, QC H7V 5B7",7333-Electrical mechanics,Unknown,1,1
Quebec,    High Wage,9245-1855 Québec inc.,"Montréal, QC H2T 2A4",2171-Information systems analysts and consultants,Corporation,1,1
Quebec,    High Wage,9245-1855 Québec inc.,"Montréal, QC H2T 2A4",2281-Computer network technicians,Corporation,2,2
Quebec,    High Wage,9246-3678 QUÉBEC INC,"LAVAL, QC H7C 1M6",7312-Heavy-duty equipment mechanics,Unknown,1,1
Quebec,    High Wage,9251-5683 quebec inc.,"SAINT-LAURENT, QC H4R 1R7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
Quebec,    High Wage,9263-0839 QUÉBEC INC. IGA extra Famille Peleltier,"Val-d'Or, QC J9P 5K1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,3
Quebec,    High Wage,9263-6075 Québec inc.,"St-Pamphile, QC G0R 3X0",7311-Construction millwrights and industrial mechanics,Corporation,1,1
Quebec,    High Wage,9268-3671 Québec inc.,"Montréal, QC H1E  6V","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,    High Wage,92874346 Quebec inc,"Montreal, QC H4T 1W5",0731-Managers in transportation,Unknown,1,1
Quebec,    High Wage,9295-8180 Québec Inc.,"Rosemère, QC J7A 2H3",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec,    High Wage,9296-3057 Québec Inc.,"Montréal, QC H2W 1Y2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,1
Quebec,    High Wage,9299-7238 Québec Inc,"Montréal, QC H4J 2J3",1311-Accounting technicians and bookkeepers,Corporation,1,1
Quebec,    High Wage,9301-7275 Québec inc.,"saint-hubert, QC J3Y 7Y8",1225-Purchasing agents and officers,Unknown,1,1
Quebec,    High Wage,9330-8369 Québec Inc.,"Montréal, QC H2T 2M5",1225-Purchasing agents and officers,Corporation,1,1
Quebec,    High Wage,9332-7831 Québec inc.,"Laval, QC H7W 1A9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Quebec,    High Wage,9336-2390 Québec Inc.,"Montréal, QC H2K 1C3",1224-Property administrators,Corporation,1,1
Quebec,    High Wage,9337-7430 Québec inc. (Jimssy),"Victoriaville, QC G6P 1A7",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec,    High Wage,9344-2028 QUÉBEC INC,"SAINT-LÉONARD, QC H1P 3J5",4214-Early childhood educators and assistants,Unknown,1,1
Quebec,    High Wage,9346-8684 Québec inc.,"Montréal, QC H4N 2W2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,1
Quebec,    High Wage,9352-7091 Québec Inc.,"Val d'Or, QC J9P 0A5",7312-Heavy-duty equipment mechanics,Corporation,1,1
Quebec,    High Wage,9355-6967 Québec inc,"Roberval, QC G8H 1Z6",1223-Human resources and recruitment officers,Unknown,1,1
Quebec,    High Wage,9355-6967 Québec inc,"Roberval, QC G8H 1Z6",2281-Computer network technicians,Unknown,1,1
Quebec,    High Wage,9360-2092 Québec Inc,"Trois-Rivieres, QC G9C 0K8",4214-Early childhood educators and assistants,Unknown,1,1
Quebec,    High Wage,9360-3793 Québec Inc,"Montréal, QC H4S 1M5",1225-Purchasing agents and officers,Corporation,1,1
Quebec,    High Wage,9366-3821 QUÉBEC INC.,"Varennes, QC J3X 2J4",6321-Chefs,Unknown,1,1
Quebec,    High Wage,9373-3608 Québec Inc.,"Montréal, QC H1E 2Z3",2225-Landscape and horticulture technicians and specialists,Corporation,1,1
Quebec,    High Wage,9376-7119 Québec Inc.,"Montréal, QC H2L 3R8",2174-Computer programmers and interactive media developers,Corporation,1,2
Quebec,    High Wage,9377-4487 Québec Inc.,"Saint-Constant, QC J5A 1G4",4214-Early childhood educators and assistants,Corporation,2,2
Quebec,    High Wage,9378-8230 Québec Inc.,"Québec, QC G1K  3B",6211-Retail sales supervisors,Corporation,1,1
Quebec,    High Wage,9379-0616 Québec inc,"Montréal, QC H2J 2L2",6211-Retail sales supervisors,Unknown,1,1
Quebec,    High Wage,9382-3672 quebec inc.,"Boucherville, QC J4B 6W8",7322-Motor vehicle body repairers,Unknown,1,1
Quebec,    High Wage,9395-7231 Québec inc,"St-Georges, QC G5Y 0P6","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
Quebec,    High Wage,9396-3478 Québec Inc.,"Montréal, QC H2S 1L6",4214-Early childhood educators and assistants,Corporation,1,1
Quebec,    High Wage,9406-7592 Québec Inc,"Québec, QC G2C 2B6",6211-Retail sales supervisors,Unknown,1,1
Quebec,    High Wage,9408-1536 Québec Inc.,"Terrebonne, QC J6X 3A5",6211-Retail sales supervisors,Corporation,1,1
Quebec,    High Wage,9423-3012 Québec inc.,"Montréal, QC H1H 3X6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Co-operative,1,1
Quebec,    High Wage,9430-4136 QC INC.,"Salaberry de Valleyfield, QC J6S 5P7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,    High Wage,9727809 Canada Inc.,"Sherbrooke, QC J1J 2Z3",2282-User support technicians,Corporation,1,15
Quebec,    High Wage,A. Malo compagnie ltée,"Joliette, QC J6E 5N9",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec,    High Wage,AAR Aircraft Services – Trois-Rivières ULC,"Trois-Rivières, QC G9B 2N8",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Quebec,    High Wage,ABC WATERPLAY PRODUCTS INC.,"Lachine, QC H8T 2P3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Quebec,    High Wage,Acier spécialisé BP,"Alma, QC G8B 7R3",7237-Welders and related machine operators,Corporation,1,4
Quebec,    High Wage,AKKA Group North America Inc.,"Montréal, QC H3A 2W5",1112-Financial and investment analysts,Unknown,1,1
Quebec,    High Wage,Alain Zarka Architecte inc.,"Chambly, QC J3L 1Y6",2251-Architectural technologists and technicians,Corporation,1,1
Quebec,    High Wage,Alfa Mega inc.,"Saint-Laurent, QC H4T 1P5",1311-Accounting technicians and bookkeepers,Corporation,1,1
Quebec,    High Wage,Alimentation Stéphane Thivierge inc.,"Sept-Îles, QC G4R 1X8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Quebec,    High Wage,Aliments Breton Inc.,"Saint-Bernard, QC G0S 2G0","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
Quebec,    High Wage,Aliments Sada Inc,"St-Laurent, QC H4N 1S2","1211-Supervisors, general office and administrative support workers",Unknown,1,1
Quebec,    High Wage,Alithya Canada Inc.,"Montréal, QC H3B 3A5",2171-Information systems analysts and consultants,Unknown,1,1
Quebec,    High Wage,Alithya Canada Inc.,"Montréal, QC H3B 3A5",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec,    High Wage,Alséro Ltée,"Mirabel, QC J7J 1P4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec,    High Wage,Andritz Hydro Canada Inc.,"Pointe-Claire, QC H9R 1B9",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Quebec,    High Wage,Angel La Garderie Bon-Berger inc.,"Montréal, QC H3N 1R7",4214-Early childhood educators and assistants,Corporation,1,1
Quebec,    High Wage,Arthur Inc,"Montreal, QC H3G 2C1","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,1
Quebec,    High Wage,Association pour la création et la recherche électro-acoustiques du Québec,"Montréal, QC H2T 3B2",1222-Executive assistants,Corporation,1,1
Quebec,    High Wage,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2171-Information systems analysts and consultants,Unknown,4,4
Quebec,    High Wage,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2174-Computer programmers and interactive media developers,Unknown,2,2
Quebec,    High Wage,ATLAS Aéronautique inc.,"Granby, QC J2G 3Z3",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec,    High Wage,ATTITUDE - Bio Spectra,"Montréal, QC H2T 2A4",4163-Business development officers and marketing researchers and consultants,Corporation,1,1
Quebec,    High Wage,AUTOMATISATION CADENCE INC,"Sainte-Thérèse, QC J7E 5R1",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Quebec,    High Wage,AUTOMATISATION CADENCE INC,"Sainte-Thérèse, QC J7E 5R1",2241-Electrical and electronics engineering technologists and technicians,Unknown,1,1
Quebec,    High Wage,Automobiles Carella inc.,"Amos, QC J9T 2X8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,    High Wage,Banque Nationale du Canada,"Montréal, QC H3B 4L2",2171-Information systems analysts and consultants,Corporation,1,1
