"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
Nova Scotia                                                                ,Low Wage,R&G MacDonald Enterprises Ltd.,"Port Hawkesbury, NS B9A 2M4",60030-Restaurant and food service managers,Unknown,1,2
Nova Scotia                                                                ,Low Wage,R&G MacDonald Enterprises Ltd.,"Port Hawkesbury, NS B9A 2M4",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage,R&G MacDonald Enterprises Ltd.,"Port Hawkesbury, NS B9A 2M4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,4,8
Nova Scotia                                                                ,Low Wage,R.L. Dunlap (2019) Limited,"East Mountain, NS B6L 2N6",65310-Light duty cleaners,Unknown,1,2
Nova Scotia                                                                ,Low Wage,RANDY'S PIZZA & DONAIR - LOWER SACKVILLE,"Lower Sackville, NS B4C 2S4",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage,RANDY'S PIZZA & DONAIR - LOWER SACKVILLE,"Lower Sackville, NS B4C 2S4",63200-Cooks,Unknown,2,4
Nova Scotia                                                                ,Low Wage,Samson Industrial Division Limited,"Petit de Grat, NS B0E 2L0","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,2
Nova Scotia                                                                ,Low Wage,Scanway Catering Ltd,"Halifax, NS B3J 3K5",62020-Food service supervisors,Unknown,1,1
Nova Scotia                                                                ,Low Wage,Scanway Catering Ltd,"Halifax, NS B3J 3K5",63200-Cooks,Unknown,1,2
Nova Scotia                                                                ,Low Wage,Scotia Curry LTD.,"Hubbards, NS B0J 1T0",60030-Restaurant and food service managers,Unknown,1,1
Nova Scotia                                                                ,Low Wage,Sea Crest Fisheries Ltd,"Comeauville, NS B0W 2Z0",94142-Fish and seafood plant workers,Unknown,1,150
Nova Scotia                                                                ,Low Wage,Sea Star Seafoods Limited,"Clarks Harbour, NS B0W 1P0",94142-Fish and seafood plant workers,Unknown,2,9
Nova Scotia                                                                ,Low Wage,Seawell Holdings Ltd.,"Shag Harbour, NS B0W 3B0",95107-Labourers in fish and seafood processing,Unknown,1,10
Nova Scotia                                                                ,Low Wage,Silong Express,"Halifax, NS B3N 2Y8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage,Sketchline Design Limited,"North Sydney, NS B2A 3S9",94150-Plateless printing equipment operators,Unknown,1,1
Nova Scotia                                                                ,Low Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",62010-Retail sales supervisors,Unknown,2,2
Nova Scotia                                                                ,Low Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",63201-Butchers - retail and wholesale,Unknown,4,4
Nova Scotia                                                                ,Low Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",65100-Cashiers,Unknown,1,1
Nova Scotia                                                                ,Low Wage,stellarton food inc,"Stellarton, NS B0K 1S0",65200-Food and beverage servers,Unknown,1,1
Nova Scotia                                                                ,Low Wage,Sydney Fresh Casual Restaurants Inc.,"Sydney, NS B1P 5S8",63200-Cooks,Unknown,1,2
Nova Scotia                                                                ,Low Wage,T & K HAIR SALON INC.,"Halifax, NS B3K 1N9","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage,T & K HAIR SALON INC.,"Halifax, NS B3K 1N9",65329-Other service support occupations,Unknown,1,1
Nova Scotia                                                                ,Low Wage,TAKO SUSHI & RAMEN RESTAURANT LIMITED,"Bedford, NS B4A 0B8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia                                                                ,Low Wage,The Best Deal Punjabi Grocery,"New Glasgow, NS B2H 2P6",64100-Retail salespersons and visual merchandisers,Unknown,1,1
Nova Scotia                                                                ,Low Wage,The Move Out Cleaning Specialist,"Halifax, NS B3N 3G8",65310-Light duty cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage,Troystarz Trucking Inc.,"HILDEN, NS B0N 1C0",73300-Transport truck drivers,Unknown,1,6
Nova Scotia                                                                ,Low Wage,Victoria Co-operative Fisheries Ltd.,"Neil's Harbour, NS B0C 1N0",94142-Fish and seafood plant workers,Unknown,1,36
Nova Scotia                                                                ,Low Wage,WOW! Food Systems Incorporated,"Truro, NS B2N 6M5",63200-Cooks,Unknown,1,2
Nova Scotia                                                                ,Low Wage,Young Guns Fisheries Limited,"Pembroke, NS B5A 5H3",84121-Fishing vessel deckhands,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture,15398045 Canada INC.,"Shelburne, NS B0T 1W0",85101-Harvesting labourers,Unknown,1,3
Nova Scotia                                                                ,Primary Agriculture,3226198 NS Ltd,"Sheffield Mills, NS B0P 1J0",85101-Harvesting labourers,Unknown,2,91
Nova Scotia                                                                ,Primary Agriculture,Allen Farms Limited,"Billtown, NS B0P 1J0",85101-Harvesting labourers,Unknown,3,63
Nova Scotia                                                                ,Primary Agriculture,Atlantic Poultry Inc.,"Port Williams, NS B0P 1T0",85100-Livestock labourers,Corporation,1,1
Nova Scotia                                                                ,Primary Agriculture,Balamore Farm Ltd,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,1,113
Nova Scotia                                                                ,Primary Agriculture,"Basinview Farms,LTD.","Blomidon, NS B0P 1H0",85101-Harvesting labourers,Unknown,1,11
Nova Scotia                                                                ,Primary Agriculture,Birchleigh Farms LTD.,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture,Bloom Greenhouse and Garden Centre Ltd.,"Hammonds Plains, NS B4B 1P6",85103-Nursery and greenhouse labourers,Unknown,1,4
Nova Scotia                                                                ,Primary Agriculture,Bragg Lumber Company,"Collingwood, NS B0M 1P0",84120-Specialized livestock workers and farm machinery operators,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture,Bragg Lumber Company,"Collingwood, NS B0M 1P0",85100-Livestock labourers,Unknown,2,17
Nova Scotia                                                                ,Primary Agriculture,Canard Orchards Ltd,"Centreville, NS B0P 1J0",85101-Harvesting labourers,Unknown,2,7
Nova Scotia                                                                ,Primary Agriculture,Charles Keddy Farms Limited,"Lakeville, NS B4N 3V7",85101-Harvesting labourers,Unknown,1,10
Nova Scotia                                                                ,Primary Agriculture,Craig Nichols Farms Limited,"Aylesford, NS B0P 1C0",85101-Harvesting labourers,Unknown,3,10
Nova Scotia                                                                ,Primary Agriculture,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,4,15
Nova Scotia                                                                ,Primary Agriculture,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",85103-Nursery and greenhouse labourers,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture,Eco Ponds Organics,"Lockhartville, NS B0P 1P0",85101-Harvesting labourers,Unknown,1,4
Nova Scotia                                                                ,Primary Agriculture,Ellslea Farms Limited,"Canning, NS B0P 1H0",85101-Harvesting labourers,Unknown,1,3
Nova Scotia                                                                ,Primary Agriculture,Eyking Brothers Farm Ltd,"Millville, NS B1Y 2E2",85101-Harvesting labourers,Unknown,1,23
Nova Scotia                                                                ,Primary Agriculture,Forest Glen Greenhouses Ltd.,"Brookfield, NS B0N 1C0",85103-Nursery and greenhouse labourers,Unknown,2,11
Nova Scotia                                                                ,Primary Agriculture,Four Seasons Farm Inc.,"Maitland, NS B0N 1T0",85101-Harvesting labourers,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture,Fuller Brothers Farm Inc.,"Avonport, NS B0P 1B0",85101-Harvesting labourers,Corporation,1,4
Nova Scotia                                                                ,Primary Agriculture,Grand Pre Wines Ltd,"Grand Pre, NS B0P 1M0",85101-Harvesting labourers,Unknown,1,4
Nova Scotia                                                                ,Primary Agriculture,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,3,46
Nova Scotia                                                                ,Primary Agriculture,JOST VINEYARDS LIMITED,"Malagash, NS B0K 1E0",85101-Harvesting labourers,Unknown,2,8
Nova Scotia                                                                ,Primary Agriculture,Kilany Farms Ltd.,"Port Williams, NS B0P 1T0",85101-Harvesting labourers,Unknown,1,5
Nova Scotia                                                                ,Primary Agriculture,Kimberlee Farms LTD.,"Woodville, NS B0P 1G0",85101-Harvesting labourers,Unknown,1,15
Nova Scotia                                                                ,Primary Agriculture,Luckett Farms Ltd.,"Wolfville, NS B4P 2R3",85101-Harvesting labourers,Unknown,1,4
