"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, April to June 2022",b,c,d,e,f,g,h
Nova Scotia, Global Talent Stream,Axis Specialty Canada Services ULC,"Halifax, NS B3J 0E8",0213-Computer and information systems managers,Corporation,1,1
Nova Scotia, Global Talent Stream,Axis Specialty Canada Services ULC,"Halifax, NS B3J 0E8",2173-Software engineers and designers,Corporation,1,1
Nova Scotia, Global Talent Stream,Eyeread Inc.,"Halifax, NS B3K 3A9",2174-Computer programmers and interactive media developers,Unknown,1,1
Nova Scotia, Global Talent Stream,Kangaroo Solutions Inc.,"Halifax, NS B3J 1M5",2174-Computer programmers and interactive media developers,Corporation,1,1
Nova Scotia, Global Talent Stream,Nova Scotia Health Authority,"Halifax, NS B3H 2Y9",2111-Physicists and astronomers,Unknown,1,1
Nova Scotia, Global Talent Stream,NOVONIX Battery Technology Solutions Inc.,"Bedford, NS B4B 1H1",2134-Chemical engineers,Unknown,1,1
Nova Scotia, Global Talent Stream,REDspace Inc.,"Bedford, NS B4A 3Y4",0213-Computer and information systems managers,Corporation,1,1
Nova Scotia, Global Talent Stream,REDspace Inc.,"Bedford, NS B4A 3Y4",2172-Database analysts and data administrators,Corporation,1,1
Nova Scotia, Global Talent Stream,REDspace Inc.,"Bedford, NS B4A 3Y4",2174-Computer programmers and interactive media developers,Corporation,9,10
New Brunswick,    High Wage,13258289 Canada Corporation,"Moncton, NB E1C 1Y3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
New Brunswick,    High Wage,3R Accounting & Tax Limited,"Saint John, NB E2L 1K7",1241-Administrative assistants,Unknown,1,1
New Brunswick,    High Wage,681751 NB Ltd,"Fredericton, NB E3B 6B7",1112-Financial and investment analysts,Unknown,1,1
New Brunswick,    High Wage,A.R. Rietzel Landscaping Ltd.,"Lutes Mountain, NB E1G 2T5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
New Brunswick,    High Wage,AJN INVESTMENT & DEVELOPMENT 2008 LTD,"BELLEDUNE, NB E8G 2M4",2281-Computer network technicians,Unknown,1,1
New Brunswick,    High Wage,Atlantic Pacific Transport Ltd,"Clairville, NB E4T 2L7",7511-Transport truck drivers,Unknown,1,6
New Brunswick,    High Wage,AYR Motor Express Inc,"Woodstock, NB E7M 4G2",7511-Transport truck drivers,Unknown,1,10
New Brunswick,    High Wage,Birch Hill Construction Ltd.,"Moncton, NB E1C 9T2",7511-Transport truck drivers,Unknown,1,1
New Brunswick,    High Wage,C&A New Cart NB INC.,"Dieppe, NB E1A 1P4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
New Brunswick,    High Wage,Cavendish Farms Corporations,"Dieppe, NB E1A 6X4","0016-Senior managers - construction, transportation, production and utilities",Corporation,1,1
New Brunswick,    High Wage,Clad-Tech Inc.,"Dieppe, NB E1A 0Z7",7233-Sheet metal workers,Unknown,1,18
New Brunswick,    High Wage,Danube Trucking Inc.,"Woodstock, NB E7M 5G5",7511-Transport truck drivers,Unknown,1,2
New Brunswick,    High Wage,DJ Marine Supplies Ltee,"Pointe-Sapin, NB E9A 1T4","9535-Plastic products assemblers, finishers and inspectors",Unknown,1,11
New Brunswick,    High Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,3,6
New Brunswick,    High Wage,FMI National Inc,"Woodstock, NB E7M 5G5",0631-Restaurant and food service managers,Unknown,1,1
New Brunswick,    High Wage,FMI National Inc,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,1,2
New Brunswick,    High Wage,Happy Club Inc.,"Edmundston, NB E3V 2L4","0124-Advertising, marketing and public relations managers",Unknown,1,1
New Brunswick,    High Wage,iTechnolabs Inc,"Fredericton, NB E3B 4Y9","0013-Senior managers - financial, communications and other business services",Corporation,1,1
New Brunswick,    High Wage,K&M Pharmaceuticals Inc.,"MONCTON, NB E1C 1C6",0911-Manufacturing managers,Unknown,1,1
New Brunswick,    High Wage,Lancaster Computer & Cellphone Ltd,"Saint John, NB E2M 3W4",2282-User support technicians,Unknown,1,1
New Brunswick,    High Wage,Maritime Truck and Tractor Pull Association Inc.,"Richmond Corner, NB E7M 4W9","6722-Operators and attendants in amusement, recreation and sport",Non-Profit Organization,1,1
New Brunswick,    High Wage,MCCONNELL TRANSPORT LTD,"JACKSONVILLE, NB E7M 3R7",7511-Transport truck drivers,Unknown,1,6
New Brunswick,    High Wage,McGrath Logistics Ltd,"Florenceville-Bristol, NB E7L 1Y9",7511-Transport truck drivers,Unknown,1,6
New Brunswick,    High Wage,Namaste Bistro Inc,"Miramichi, NB E1N 2P7",6322-Cooks,Unknown,1,2
New Brunswick,    High Wage,Professional Carriers Inc,"Hartland, NB E7P 3K4",7511-Transport truck drivers,Unknown,1,2
New Brunswick,    High Wage,"The Whale Camp, Inc.","Grand Manan, NB E5G 4J4",0632-Accommodation service managers,Unknown,1,1
New Brunswick,    High Wage,Tri Province Enterprises 1984 Ltd,"Moncton, NB E1A 3A5",7511-Transport truck drivers,Unknown,1,2
New Brunswick,   Low Wage,10350052 Canada Inc,"pennfield, NB E5H 0B4",6211-Retail sales supervisors,Unknown,1,3
New Brunswick,   Low Wage,11656520 Canada Inc.,"Pointe Sapin, NB E9A 1V1",9463-Fish and seafood plant workers,Unknown,1,220
New Brunswick,   Low Wage,1974253 Ontario Limited,"Fredericton, NB E3C 0B8",0631-Restaurant and food service managers,Unknown,1,1
New Brunswick,   Low Wage,611179 NB Inc.,"Moncton, NB E1G 2W5",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,618479 NB INc,"Bouctouche, NB E4S 3J7",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,620694 nb ltd,"Fredericton, NB E3C 0B8",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,650095 N.B. Ltd.,"Moncton, NB E1C 1V6",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,655404 NB Inc.,"Lower Coverdale, NB E1J 1G9",6211-Retail sales supervisors,Unknown,1,1
New Brunswick,   Low Wage,658711 NB LTD.,"Miramichi, NB E1V 1X4",6312-Executive housekeepers,Unknown,1,1
New Brunswick,   Low Wage,659533 NB Inc.,"Miramichi, NB E1N 3V4",8612-Landscaping and grounds maintenance labourers,Unknown,1,6
New Brunswick,   Low Wage,661465 N.B. INC,"Fredericton, NB E3C 1K9","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,2
New Brunswick,   Low Wage,665606 NB Inc.,"MONCTON, NB E1A 5L1",6322-Cooks,Unknown,4,4
New Brunswick,   Low Wage,669929 NB LTD,"Rothesay, NB E2E 5K8",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,669950 N.B LTD,"Fredericton, NB E3B 1B9",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,671743 NB Inc.,"Richibucto Village, NB E4W 1G2",8613-Aquaculture and marine harvest labourers,Unknown,1,14
New Brunswick,   Low Wage,676332 NB Inc,"Dieppe, NB E1A 1N3",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,679283 NB INC.,"RIVERVIEW, NB E1B 0J6",6322-Cooks,Unknown,2,2
New Brunswick,   Low Wage,680336 N.B. INC.,"Dieppe, NB E1A 1P4",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,684373 NB Inc,"quispamsis, NB E2E 4J8",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,687735 NB Inc,"Beresford, NB E8K 1A1",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,690045 NB INC.,"SAINT JOHN, NB E2L 2H8",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,692663 New Brunswick Inc.,"Moncton, NB E1G 3T6",6421-Retail salespersons,Unknown,1,1
New Brunswick,   Low Wage,696455 NB Inc.,"Moncton, NB E1A 5G7",6211-Retail sales supervisors,Unknown,1,1
New Brunswick,   Low Wage,A Bite of Beijing Restaurant Inc.,"Fredericton, NB E3B 1E9",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,Adrice Cormier Ltd.,"Cap-Pele, NB E4N 1J2",9618-Labourers in fish and seafood processing,Unknown,1,7
New Brunswick,   Low Wage,Akman Moncton DI Inc,"Moncton, NB E1G 2W4",6312-Executive housekeepers,Unknown,1,2
New Brunswick,   Low Wage,Akman Moncton DI Inc,"Moncton, NB E1G 2W4",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,Amco Fisheries Ltd,"Cap-Pelé, NB E4N 3B3",9463-Fish and seafood plant workers,Unknown,1,5
New Brunswick,   Low Wage,Amco Fisheries Ltd,"Cap-Pelé, NB E4N 3B3",9618-Labourers in fish and seafood processing,Unknown,1,1
New Brunswick,   Low Wage,B.A.Richard Ltée,"Sainte-Anne-de-Kent, NB E4S 1M6",9463-Fish and seafood plant workers,Unknown,1,21
New Brunswick,   Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6",9463-Fish and seafood plant workers,Unknown,1,98
New Brunswick,   Low Wage,Baie Ste Anne Seafoods (2014) Inc.,"Escuminac, NB E9A 1V6",9618-Labourers in fish and seafood processing,Unknown,1,30
New Brunswick,   Low Wage,Beacon Light Motel Limited,"Moncton, NB E1C 2T1",6312-Executive housekeepers,Unknown,1,1
New Brunswick,   Low Wage,BOLERO Shellfish Processing Inc.,"St.-Simon, NB E8P 2B2",9463-Fish and seafood plant workers,Unknown,1,25
New Brunswick,   Low Wage,Botsford Fisheries Ltd.,"Petit-Cap, NB E4N 2J8",9463-Fish and seafood plant workers,Unknown,1,17
New Brunswick,   Low Wage,Broadleaf Stock Farm Ltd.,"Hopewell Hill, NB E4H 3N5",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,Broadleaf Stock Farm Ltd.,"Hopewell Hill, NB E4H 3N5",6312-Executive housekeepers,Unknown,1,1
New Brunswick,   Low Wage,Broadleaf Stock Farm Ltd.,"Hopewell Hill, NB E4H 3N5",6321-Chefs,Unknown,1,1
New Brunswick,   Low Wage,Brothers Bakery Inc,"Moncton, NB E1E 1E1",6332-Bakers,Unknown,1,1
New Brunswick,   Low Wage,C&A Toner Ltd,"Grand Falls, NB E3Z 2W1",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,Cafe JEG Ruest Inc.,"Saint Leonard, NB E7E 2B6",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,Camille Leger Limited,"Cormier-Village, NB E4P 5X2",7611-Construction trades helpers and labourers,Unknown,2,4
New Brunswick,   Low Wage,Cap Pele Bait Inc,"Cap-Pele, NB E4N 1Z7",9463-Fish and seafood plant workers,Unknown,1,59
New Brunswick,   Low Wage,Cape Bald Packers Ltd,"Cap-Pelé, NB E4N 1E3",9463-Fish and seafood plant workers,Unknown,1,150
New Brunswick,   Low Wage,Captain Dan's Inc.,"Richibouctou-Village, NB E4W 1C9",9463-Fish and seafood plant workers,Unknown,1,100
New Brunswick,   Low Wage,Central Garage Limited,"Atholville, NB E3N 3Z2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,4
New Brunswick,   Low Wage,Corey Craig Ltd,"Moncton, NB, NB E1C 1E3",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,DJ Marine Supplies Ltee,"Pointe-Sapin, NB E9A 1T4","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,4
New Brunswick,   Low Wage,Duguay Fish Packers Ltd,"cap-pele, NB E4N 1K9",9618-Labourers in fish and seafood processing,Unknown,1,6
New Brunswick,   Low Wage,Edmond Gagnon Ltd,"Grand-Barachois, NB E4P 8A4",9463-Fish and seafood plant workers,Unknown,1,98
New Brunswick,   Low Wage,Elphege & Norbert Leblanc Ltd,"Petit Cap, NB E4N 2E8",9463-Fish and seafood plant workers,Unknown,1,20
New Brunswick,   Low Wage,Entreprise orientale ltée,"Caraquet, NB E1W 1A3",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",0631-Restaurant and food service managers,Unknown,2,2
New Brunswick,   Low Wage,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,17,21
New Brunswick,   Low Wage,FMI National Inc,"Woodstock, NB E7M 5G5",0631-Restaurant and food service managers,Unknown,1,1
New Brunswick,   Low Wage,FMI National Inc,"Woodstock, NB E7M 5G5",6311-Food service supervisors,Unknown,5,6
New Brunswick,   Low Wage,Forefront Construction Group,"Scoudouc Rd, NB E4P 0P4",7611-Construction trades helpers and labourers,Unknown,1,1
New Brunswick,   Low Wage,Formco concrete Foundations LTD,"GRAND BARACHOIS, NB E4P 8A2",7611-Construction trades helpers and labourers,Unknown,1,5
New Brunswick,   Low Wage,Gable Enterprises Ltd.,"Norton, NB E5T 1X3",9533-Other wood products assemblers and inspectors,Unknown,1,8
New Brunswick,   Low Wage,Global Windows Solution Inc,"Richibucto, NB E4W 4A4",9615-Labourers in rubber and plastic products manufacturing,Unknown,1,17
New Brunswick,   Low Wage,HaiYue Capital Inc.,"Moncton, NB E1C 5V9",1241-Administrative assistants,Unknown,1,1
New Brunswick,   Low Wage,HYOUE-G SUSHI LTD,"fredericton, NB E3B 3E3",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,India King Taste Inc,"Saint John, NB E2L 5C7",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,John Howard Society Fundy Region Inc,"Saint John, NB E2L 2Z9",4212-Social and community service workers,Unknown,1,1
New Brunswick,   Low Wage,Kelly Cove Salmon Ltd.,"Blacks Harbour, NB E5H 1G9",8613-Aquaculture and marine harvest labourers,Unknown,2,20
New Brunswick,   Low Wage,Kings Club Bar & Lounge Inc,"Moncton, NB E1C 1G3",6311-Food service supervisors,Unknown,1,2
New Brunswick,   Low Wage,Kings Club Bar & Lounge Inc,"Moncton, NB E1C 1G3",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,KWONG'S TAKE OUT (2004) Ltd.,"Riverview, NB E1B 3J7",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,L&L Concrete Foundation Ltd,"Grand-Barachois, NB E4P 9E4",7611-Construction trades helpers and labourers,Unknown,1,12
New Brunswick,   Low Wage,L`ASSOCIATION COOPÉRATIVE DES PECHEURS DE L`ILE LTEE - ISLAND FISHERMEN'S COOPERATIVE ASSOCIATION LT,"LAMEQUE, NB E8T 1M8",9463-Fish and seafood plant workers,Unknown,1,52
New Brunswick,   Low Wage,Landco Construction Ltd.,"Trois Ruisseaux, NB E4N 2V7",7611-Construction trades helpers and labourers,Unknown,1,9
New Brunswick,   Low Wage,Leslie Leger & Sons Ltd,"Cap Pele, NB E4N 3B3",9463-Fish and seafood plant workers,Unknown,1,100
New Brunswick,   Low Wage,MLS Drywall Ltd,"Cocagne, NB E4R 2J7",7611-Construction trades helpers and labourers,Unknown,1,2
New Brunswick,   Low Wage,MOXON'S COUNTRY PUMPKIN LTD,"Maugerville, NB E3A 8K8",6332-Bakers,Unknown,1,3
New Brunswick,   Low Wage,Murphy Foodservice Ltd,"Saint John, NB E2L 1G4",6311-Food service supervisors,Unknown,4,16
New Brunswick,   Low Wage,Murphy Restaurants Ltd.,"Saint John, NB E2L 1G4",6311-Food service supervisors,Unknown,2,10
New Brunswick,   Low Wage,"NOCA Canadian Seafood Buyer, Inc.","Grande-Digue NB, NB E4R 4H7",9463-Fish and seafood plant workers,Unknown,2,194
New Brunswick,   Low Wage,O.C. Maillet Transport Ltd.,"Bouctouche, NB E4S 3H8",7452-Material handlers,Unknown,1,2
New Brunswick,   Low Wage,Ocean Pier Inc,"Scoudouc, NB E4P 3R4",9463-Fish and seafood plant workers,Unknown,1,189
New Brunswick,   Low Wage,parleebeachmotel INC,"Pointe-du-chene, NB E4P 4Z9",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Pêcheries Lebreton &Fils Ltee,"Grande-Anse, NB E8N 1G4",9463-Fish and seafood plant workers,Unknown,2,160
New Brunswick,   Low Wage,R&L CONVENIENCE INC.,"ROTHESAY, NB E2E 5X4",6322-Cooks,Unknown,2,2
New Brunswick,   Low Wage,R&L CONVENIENCE INC.,"ROTHESAY, NB E2E 5X4",6332-Bakers,Unknown,1,1
New Brunswick,   Low Wage,Residence Le Royal inc,"Bathurst, NB E2A 1A3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
New Brunswick,   Low Wage,RESTAURANT CHEZ RAYMOND LTD.,"Neguac, NB E9G 1N1",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Restaurant la Sagouine,"Bouctouche, NB E4S 3E7",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Ritchies Discount Carpet Ltd,"Moncton, NB E1C 0E8",7611-Construction trades helpers and labourers,Unknown,1,3
New Brunswick,   Low Wage,Robin&Grace Retail Ltd.,"Scoudouc, NB E4P 3S1",6211-Retail sales supervisors,Unknown,1,1
New Brunswick,   Low Wage,SAI KRISHNA FOOD SERVICES CORPORATION,"Dieppe, NB E1A 9S5",6322-Cooks,Unknown,1,3
New Brunswick,   Low Wage,Shediac Lobster Shop Ltd.,"Shediac, NB E4P 2A6",9463-Fish and seafood plant workers,Unknown,1,65
New Brunswick,   Low Wage,South Shore Trading Co. Ltd.,"Port Elgin, NB E4M 3Y9",9463-Fish and seafood plant workers,Unknown,1,1
New Brunswick,   Low Wage,St-Paul Fisheries (1989) Ltd Pêcheries St-Paul (1989) Ltée,"Caraquet, NB E1W 1B7",9463-Fish and seafood plant workers,Unknown,1,56
New Brunswick,   Low Wage,Theriault & Hachey Peat Moss Ltd.,"Baie-Sainte-Anne, NB E9A 1N7",7452-Material handlers,Unknown,1,2
New Brunswick,   Low Wage,W. J. Allen & Sons Inc.,"Aulac, NB E4L 2X2",6311-Food service supervisors,Unknown,1,1
New Brunswick,   Low Wage,Wayne Casey Holdings Inc.,"Moncton, NB E1A 1X6",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Westmorland Fisheries Ltd.,"Cap-Pele, NB E4N 1V3",9618-Labourers in fish and seafood processing,Unknown,1,145
New Brunswick,   Low Wage,West-Wood Industries Ltd.,"Scoudouc, NB E4P 3P8","6733-Janitors, caretakers and building superintendents",Unknown,1,1
New Brunswick,   Low Wage,West-Wood Industries Ltd.,"Scoudouc, NB E4P 3P8",9437-Woodworking machine operators,Unknown,1,2
New Brunswick,   Low Wage,West-Wood Industries Ltd.,"Scoudouc, NB E4P 3P8",9533-Other wood products assemblers and inspectors,Unknown,1,4
New Brunswick,   Low Wage,West-Wood Industries Ltd.,"Scoudouc, NB E4P 3P8","9614-Labourers in wood, pulp and paper processing",Unknown,1,10
New Brunswick,   Low Wage,West-Wood Industries Ltd.,"Scoudouc, NB E4P 3P8","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,6
New Brunswick,   Low Wage,Willowgrove Convenience Pizza Shack,"Willow Grove, NB E2S 1G7",6322-Cooks,Unknown,1,1
New Brunswick,   Low Wage,Yanakee Restaurant Ltd,"Moncton, NB E1A 6V2",6322-Cooks,Unknown,1,2
New Brunswick,   Low Wage,YH Holdings Corporation,"Shediac Bridge, NB E4R 1S5",6211-Retail sales supervisors,Unknown,1,1
New Brunswick,   Low Wage,Zoa Mansu B.B.Q Inc,"Dieppe, NB E1A 1G1",6311-Food service supervisors,Unknown,1,1
New Brunswick,  Primary Agriculture,Acadian Exotic Mushrooms Ltd.,"Eel River Crossing, NB E8E 1R5",8431-General farm workers,Unknown,1,2
New Brunswick,  Primary Agriculture,Acadian Exotic Mushrooms Ltd.,"Eel River Crossing, NB E8E 1R5",8611-Harvesting labourers,Unknown,1,2
New Brunswick,  Primary Agriculture,Canadian Organic Maple Co. Ltd.,"Florenceville- Bristol, NB E7L 2H3",8431-General farm workers,Unknown,1,14
New Brunswick,  Primary Agriculture,Ferme Bancourt ltée,"St-Quentin, NB E8A 2L3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
New Brunswick,  Primary Agriculture,Les Petits Fruits de Pré-d'en-Haut Inc.,"Memramcook, NB E4K 1K8",8431-General farm workers,Unknown,1,7
New Brunswick,  Primary Agriculture,M&S Wild Blueberry Farms Ltd.,"Kouchibouguac, NB E4X 1L7",8431-General farm workers,Unknown,1,10
New Brunswick,  Primary Agriculture,MOXON'S COUNTRY PUMPKIN LTD,"Maugerville, NB E3A 8K8",8431-General farm workers,Unknown,1,3
New Brunswick,  Primary Agriculture,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",8431-General farm workers,Unknown,1,1
New Brunswick, Global Talent Stream,AllTech Consulting Services Inc.,"Saint John, NB E2L 4S6",2172-Database analysts and data administrators,Corporation,1,1
New Brunswick, Global Talent Stream,"Appcast, Inc.","Fredericton, NB E3B 1V5",0213-Computer and information systems managers,Unknown,2,2
New Brunswick, Global Talent Stream,"Appcast, Inc.","Fredericton, NB E3B 1V5",2171-Information systems analysts and consultants,Unknown,3,3
New Brunswick, Global Talent Stream,"Appcast, Inc.","Fredericton, NB E3B 1V5",2174-Computer programmers and interactive media developers,Unknown,5,5
New Brunswick, Global Talent Stream,Cooke Aquaculture Inc.,"Blacks Harbour, NB E5H 1K1","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
New Brunswick, Global Talent Stream,Kelly Cove Salmon Ltd.,"Blacks Harbour, NB E5H 1G9","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
New Brunswick, Global Talent Stream,M-Files Canada Inc.,"FREDERICTON, NB E3C 2R2",2173-Software engineers and designers,Corporation,1,1
New Brunswick, Global Talent Stream,Sonrai Security (Canada) Inc.,"FREDERICTON, NB E3C 2R2",2173-Software engineers and designers,Corporation,1,1
Quebec,    High Wage, Camion Lague Inc,"Boucherville, QC J4B  6L","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,3
